Gene = BtbVII
index = 56
Annotated 5SS: [  42 1508 2197 2527 2727 8496]
Annotated 3SS: [ 981 1568 2281 2617 7311 8553]
SMsplice 5SS: [1508 2197 2527 2727 8496]
SMsplice 3SS: [1568 2281 2617 7311 8553]
top_k =  100
Partition function (log Z): 8.473278683335277

Sorted 5' Splice Sites (High to Low Probability):
Position 8496: 0.9994143009017592
Position 1508: 0.9988315367520306
Position 2727: 0.9857012198761732
Position 2197: 0.9571611287337533
Position 2527: 0.5218669364449854
Position 6098: 0.42347940376299004
Position 42: 0.23527607294854638
Position 924: 0.07024282272613075
Position 515: 0.06923771529912714
Position 8865: 0.058134231166598
Position 2212: 0.03599558715177523
Position 702: 0.033148564807240086
Position 5103: 0.03073090453418896
Position 722: 0.024913555582590195
Position 743: 0.020716674778336046
Position 5371: 0.01993129229270358
Position 4372: 0.019913099848180446
Position 749: 0.017127105677118063
Position 2553: 0.01680670415595415
Position 745: 0.016607729886206592
Position 747: 0.01611965438477448
Position 4799: 0.01478975168061297
Position 1671: 0.012023577448941723
Position 5142: 0.011507757085277098
Position 2544: 0.01121529925643683
Position 741: 0.010953079018943067
Position 35: 0.01077781730998102
Position 2789: 0.010579799998212357
Position 585: 0.009888324507774165
Position 910: 0.009170813913254557
Position 123: 0.009074968788778514
Position 523: 0.00774455554221822
Position 511: 0.006776502706475282
Position 8903: 0.005431253799521174
Position 834: 0.005164370020525095
Position 276: 0.0048860021437535945
Position 1115: 0.004805238353748463
Position 488: 0.004433367610004743
Position 922: 0.003594226472039886
Position 907: 0.0035049725422826336
Position 555: 0.0032817459143068026
Position 102: 0.0030656386338042702
Position 623: 0.002991072204793555
Position 6115: 0.0025471006497719394
Position 2809: 0.0025192135796950304
Position 280: 0.0016977976567643153
Position 4385: 0.001623968279666358
Position 1625: 0.0015016721859173409
Position 4327: 0.0015003179368403559
Position 92: 0.0014417464726899332
Position 4306: 0.0013638086292705356
Position 898: 0.0013313746839005846
Position 2393: 0.0012618413682780798
Position 3019: 0.0011972348779820184
Position 939: 0.0011956776431917397
Position 9629: 0.0008333129988144568
Position 9001: 0.0007849728726683553
Position 753: 0.0007727123823584802
Position 775: 0.0006723941697576026
Position 9625: 0.0005693893598039773
Position 332: 0.0005242869810921368
Position 3023: 0.0004574380330908236
Position 358: 0.0003138845397211368
Position 597: 0.00030683563893369207
Position 2122: 0.0002428640380754402
Position 2539: 0.00020984549180106147
Position 2207: 6.85181197354515e-05
Position 1812: 2.854851434907746e-05
Position 7447: 2.9826448176435446e-06
Position 99: 2.177974466860648e-06
Position 270: 1.439788887214174e-06
Position 316: 1.4093435344592375e-06
Position 675: 1.3894982148211604e-06
Position 110: 9.52344616673536e-08
Position 8894: 3.393954308137653e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8553: 0.9972907971254557
Position 7311: 0.9861754015310176
Position 1568: 0.977455385162386
Position 2281: 0.9394647502435446
Position 2617: 0.5928823285509914
Position 981: 0.5928467588889994
Position 3808: 0.2946677643742963
Position 6014: 0.22243480192450527
Position 8985: 0.057685540976698375
Position 1616: 0.017858942936324305
Position 2620: 0.016319547639625016
Position 7270: 0.01382110567589931
Position 1165: 0.012918594920187034
Position 5178: 0.010287506354231223
Position 9099: 0.0053186176422947255
Position 1775: 0.003952911172624872
Position 99: 0.002969576903420081
Position 1691: 0.001876048393627162
Position 9156: 0.0017871986923339131
Position 9700: 0.0016390292655858974
Position 1734: 0.0012380838228400128
Position 1625: 0.0011038608013645209
Position 796: 0.0010907845935830495
Position 1727: 0.0009863548025659408
Position 2900: 0.0009341339436053489
Position 8594: 0.0009098376802799659
Position 1685: 0.0008438833714785837
Position 2838: 0.0007205389674674925
Position 151: 0.0006077395800323964
Position 1688: 0.0005903169800151521
Position 1101: 0.0005683977437489517
Position 8742: 0.0005402811404311054
Position 2069: 0.00046885859337788665
Position 164: 0.00043145917871971137
Position 1858: 0.0003939322202361837
Position 1783: 0.0003233339768079614
Position 2576: 0.00020781563268633922
Position 110: 7.664367518844361e-05
Position 2246: 7.648655565814153e-05
Position 2313: 7.568981562822205e-05
Position 270: 6.321482613474874e-05
Position 328: 4.93638784785829e-05
Position 121: 3.90420365658446e-05
