Gene = Muc68D
index = 1292
Annotated 5SS: [26]
Annotated 3SS: [82]
SMsplice 5SS: [26]
SMsplice 3SS: [82]
top_k =  100
Partition function (log Z): -10.583258604640319

Sorted 5' Splice Sites (High to Low Probability):
Position 26: 0.988894529074103
Position 797: 0.3047385244522674
Position 1313: 0.017555097998534698
Position 1295: 0.010449306802969793
Position 334: 0.009252659531538898
Position 989: 0.008864159267899034
Position 1280: 0.0076606284059290795
Position 662: 0.007074422718000205
Position 607: 0.006869538977994658
Position 22: 0.003423799133522806
Position 209: 0.002477683500196388
Position 36: 0.0018628716420012945
Position 977: 0.0017932492452053513
Position 192: 0.0016375304374048733
Position 410: 0.0011999471308234342
Position 30: 0.000645097518063508
Position 5: 0.0004689649618602102
Position 844: 0.0002176242965890637
Position 275: 0.00010453239280963582
Position 277: 4.1612231587960845e-05
Position 414: 3.844106277416788e-05
Position 252: 3.779118843310562e-05
Position 49: 2.5855699554289297e-07
Position 69: 4.41423160688655e-08
Position 82: 1.4887256254218531e-08
Position 140: 2.0797006988202853e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 82: 0.9854937739284038
Position 1123: 0.07917004797312581
Position 1366: 0.05803807199276845
Position 2272: 0.01958798961760893
Position 3073: 0.018361143726035062
Position 3274: 0.01373148637714059
Position 862: 0.013523294537535318
Position 2773: 0.013013701046542593
Position 1060: 0.012861650771912623
Position 2173: 0.012125846340919543
Position 2074: 0.011039198754168414
Position 2470: 0.01092749090774313
Position 1570: 0.010866820411266418
Position 2971: 0.010082235359433622
Position 1975: 0.008774250593097279
Position 1468: 0.008453495807495588
Position 886: 0.007979767284062586
Position 1033: 0.0075446365563130715
Position 2872: 0.007275241870886872
Position 2371: 0.006850930312652537
Position 1771: 0.006134618602149554
Position 516: 0.005626686386718743
Position 1162: 0.005437399849895245
Position 865: 0.0051743637502794275
Position 875: 0.005167848441530673
Position 410: 0.005069605851755444
Position 2569: 0.004924156851567263
Position 270: 0.003447716904787302
Position 1076: 0.003031492832437902
Position 961: 0.0029826396165873814
Position 120: 0.002847934470871483
Position 934: 0.002708902272839027
Position 488: 0.0023080308853142485
Position 69: 0.001429673434785303
Position 709: 0.00121982844234924
Position 712: 0.001204475238034215
Position 1135: 0.0008642333745918259
Position 606: 2.6036375827803617e-05
Position 86: 1.4111734015765568e-06
Position 88: 1.8427740330624787e-07
Position 132: 1.843453706288285e-08
