Gene = atk
index = 1615
Annotated 5SS: [ 117 5434 7993 8179]
Annotated 3SS: [5240 5492 8054 8233]
SMsplice 5SS: [ 117 5434 7993 8179]
SMsplice 3SS: [5240 5492 8054 8233]
top_k =  100
Partition function (log Z): -1.1821031043738217

Sorted 5' Splice Sites (High to Low Probability):
Position 5434: 0.9999999999999986
Position 8179: 0.9993044671895874
Position 7993: 0.9645700070650158
Position 117: 0.43093646817321624
Position 6112: 0.33828527271005476
Position 829: 0.33252220349486683
Position 467: 0.12176044315369806
Position 991: 0.08408833307440662
Position 718: 0.061131628580562945
Position 6067: 0.05031707320378215
Position 1415: 0.04585683050825634
Position 9212: 0.03520164633699265
Position 7947: 0.03149423423355673
Position 9034: 0.029083790049056264
Position 147: 0.013528234300398213
Position 6178: 0.009911145986170303
Position 5843: 0.009263226579784756
Position 8368: 0.007471868084467513
Position 8676: 0.0051715550257911795
Position 6103: 0.003210704021666081
Position 8746: 0.0030930792200541215
Position 5759: 0.0022597341542495404
Position 38: 0.0012049484772674861
Position 8553: 0.0011280454844965842
Position 36: 0.0008641020107242621
Position 15: 0.0005930420902099289
Position 8524: 0.0004410784161063492
Position 609: 0.0003528251779201221
Position 953: 0.0003074814751110582
Position 30: 0.0002849781567277414
Position 41: 0.00020968992698660775
Position 57: 0.0001725647266100388
Position 606: 0.00013875376388303577
Position 645: 0.00011325843310073791
Position 8372: 5.5456078807189025e-05
Position 5635: 4.0612709659028655e-05
Position 161: 2.712799357547037e-05
Position 47: 1.9419905751374827e-05
Position 209: 9.09302036381167e-06
Position 156: 3.313034523645827e-06
Position 8183: 7.05919654568656e-07
Position 8172: 6.17354105050788e-07
Position 8480: 1.2246095630681616e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8233: 0.993229252318318
Position 8054: 0.991052411698394
Position 5240: 0.9640506668977142
Position 5492: 0.8997114045035737
Position 6306: 0.39672909051557903
Position 6922: 0.06374008770821857
Position 209: 0.06308194975786716
Position 9106: 0.034266452936899616
Position 6220: 0.029246054394004718
Position 9269: 0.025924872613964645
Position 4836: 0.02101016367396591
Position 4873: 0.014939169428318279
Position 187: 0.012894556556691273
Position 8744: 0.011508944623510459
Position 5903: 0.011365015773847255
Position 8021: 0.007358008853417198
Position 1150: 0.0057741515340729846
Position 5922: 0.004711507190184981
Position 1052: 0.003711893985986799
Position 9266: 0.0033395144733686117
Position 5504: 0.0032066125560451225
Position 8286: 0.0030427914271687114
Position 9420: 0.0027431060318625885
Position 9515: 0.0026587135545228053
Position 701: 0.002323705454963943
Position 340: 0.002181664320939298
Position 9452: 0.0021662443944381092
Position 93: 0.001710035886391434
Position 5517: 0.0016510021969707734
Position 515: 0.0014845341359514034
Position 1014: 0.000962247845297778
Position 8804: 0.000799676833634781
Position 8289: 0.0007548809613536372
Position 8111: 0.0005595589468968655
Position 8448: 0.0005179038453629794
Position 6242: 1.1281681704639606e-05
Position 6348: 9.94203591058159e-06
