Gene = ifc
index = 1734
Annotated 5SS: [545]
Annotated 3SS: [1267]
SMsplice 5SS: [ 545 1147 2169]
SMsplice 3SS: [1053 1267 2235]
top_k =  100
Partition function (log Z): -4.826108277755772

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.822811459091812
Position 1147: 0.7773742178556666
Position 2169: 0.21307553032273702
Position 2173: 0.15934319479361272
Position 278: 0.13380678793572298
Position 2089: 0.12315626141109685
Position 1352: 0.1150338844544143
Position 1151: 0.09718636368249739
Position 2425: 0.06809493376523697
Position 1871: 0.06400515037395002
Position 1855: 0.049197024627985274
Position 1882: 0.026533143615952746
Position 1695: 0.017691541028541178
Position 1131: 0.015105861379382694
Position 2059: 0.010823240726171052
Position 1356: 0.009441590344866007
Position 2075: 0.0072625787376919245
Position 559: 0.006876989636909425
Position 798: 0.003889165302903457
Position 827: 0.0026705121579685283
Position 109: 0.0025223497642007714
Position 179: 0.0024438724859541005
Position 1108: 0.002418107764180724
Position 1142: 0.0022642000537314937
Position 948: 0.002185305277875528
Position 1609: 0.0017291254873610905
Position 1635: 0.0016142812922937159
Position 918: 0.0016011013064621711
Position 1760: 0.001473329853158835
Position 233: 0.0014167402517507714
Position 642: 0.0013042990314602132
Position 524: 0.0007588883268703246
Position 2372: 0.000580797615953244
Position 2402: 0.00046383870413561337
Position 908: 0.00039805970433314045
Position 734: 0.00039034811375871815
Position 73: 0.00037503027686422674
Position 64: 1.9814858327989115e-05
Position 4: 1.2029034653428721e-05
Position 37: 4.460915956759477e-06
Position 395: 2.4223790635395776e-06
Position 46: 1.2874051869614755e-06
Position 95: 1.1116493078179783e-06
Position 159: 7.314135780989036e-07
Position 185: 6.203821234929424e-07
Position 30: 5.227924892803968e-07
Position 102: 1.8235188595728124e-07
Position 631: 1.7725202657462143e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1267: 0.9168465634132659
Position 2235: 0.8140495656502539
Position 1053: 0.750664174202646
Position 2495: 0.06935339184836159
Position 853: 0.045308122953501145
Position 1024: 0.041495973324273405
Position 1409: 0.029533077337809417
Position 999: 0.025030621441092818
Position 1923: 0.01594349254234941
Position 1030: 0.0093327157136795
Position 1005: 0.00700021798435427
Position 627: 0.0063971514710522955
Position 1233: 0.006069088026120341
Position 821: 0.002561937144398148
Position 2250: 0.0020289953921749527
Position 332: 0.0016815093741771995
Position 688: 0.001345848862216138
Position 1034: 0.0008312794435679125
Position 1448: 0.0007102408018887395
Position 308: 0.0004509056645589232
Position 132: 0.0004109652514115399
Position 445: 0.00020486139370557132
Position 448: 3.304162120677128e-05
Position 524: 2.8642329883622756e-05
Position 242: 2.8010810706402242e-05
Position 155: 2.0668020235027113e-05
Position 278: 8.678495450450255e-07
Position 179: 2.7878893452541816e-07
Position 98: 1.5002127969612725e-07
Position 159: 1.0831141351487467e-07
