Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  100
Partition function (log Z): -70.0379631742957

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9973388119345574
Position 11435: 0.06630964786205501
Position 10917: 0.047832414408749135
Position 2209: 0.037028195837595965
Position 519: 0.000820628941710641
Position 240: 0.000717310829056718
Position 228: 0.0005840366477696432
Position 8408: 0.00022509432965115076
Position 653: 0.0001441092206730133
Position 675: 0.00011447227499062772
Position 244: 7.055511511051882e-05
Position 322: 5.157157466969444e-05
Position 358: 4.006616490481118e-05
Position 806: 3.936749256568982e-05
Position 224: 3.47109490130694e-05
Position 432: 2.4524049041716784e-05
Position 710: 1.5922014127726828e-05
Position 3437: 2.2014930052417592e-06
Position 2583: 6.370302713618168e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14509: 0.46291976481921027
Position 12384: 0.45057424720651695
Position 10990: 0.07162392901301293
Position 10722: 0.0609704744921819
Position 12822: 0.04694094270093026
Position 11677: 0.012820290087818174
Position 2019: 0.010893447907829671
Position 802: 0.008511539808135906
Position 9993: 0.005163845243297391
Position 1985: 0.004008678091886424
Position 1952: 0.0023759617472591385
Position 2094: 0.002286457358917057
Position 1317: 0.0021469481792837425
Position 1544: 0.0019007529770700895
Position 7861: 0.00143152338899936
Position 836: 0.0008762728612329499
Position 1076: 0.0008560463659839854
Position 9504: 0.0008550437408454482
Position 1758: 0.0006449042072190271
Position 1731: 0.0006428964971911917
Position 612: 0.000516363076442468
Position 1502: 0.0005069718152770054
Position 1227: 0.00045083234914699514
Position 9003: 0.00040994790435295875
Position 1170: 0.0004056681874062441
Position 7605: 0.000269868365380296
Position 8472: 0.00022509432965114756
Position 6785: 4.141422129918664e-05
Position 4432: 3.030162126838065e-05
Position 2685: 2.2172350118888323e-05
Position 5147: 1.8691222487470624e-05
Position 6182: 1.77958405299412e-05
Position 5487: 9.70221041901374e-06
Position 4403: 5.788648115724116e-06
Position 4655: 3.967502442448106e-06
Position 4730: 3.6350516922564907e-06
Position 4032: 2.7112045371104817e-06
Position 4799: 2.5951308579454285e-06
Position 3797: 1.5078333042685847e-06
Position 2663: 1.2044038004449327e-06
Position 1563: 1.1012051528208683e-06
Position 1392: 1.024023063142318e-06
Position 3462: 9.160840999108864e-07
Position 2286: 5.349481627580843e-07
Position 2379: 1.6036618251123276e-07
Position 1487: 6.480640382920092e-08
Position 1787: 3.992945859594203e-08
Position 1707: 3.943965624542819e-08
Position 883: 3.400303917411266e-08
Position 1460: 3.1315785518760076e-08
Position 1320: 2.980987168918729e-08
Position 1114: 2.9692487701479674e-08
Position 1042: 2.808857897219689e-08
Position 380: 2.5014547786126776e-08
Position 605: 1.2493800065005176e-08
Position 1395: 1.7899674882922866e-09
Position 710: 1.741462938320915e-09
Position 1079: 1.7294390970598728e-09
Position 851: 1.7250171510763899e-09
