Gene = Drep4
index = 1138
Annotated 5SS: [293 768]
Annotated 3SS: [643 821]
SMsplice 5SS: [293 768]
SMsplice 3SS: [643 821]
top_k =  100
Partition function (log Z): -2.4281557179315394

Sorted 5' Splice Sites (High to Low Probability):
Position 768: 0.999186923480012
Position 293: 0.9345684274487944
Position 1814: 0.2559558987240278
Position 1325: 0.24893380334555074
Position 1574: 0.13644567411751918
Position 2018: 0.040300285666886405
Position 2028: 0.016382208502256933
Position 381: 0.010394720670622845
Position 448: 0.010066240951364018
Position 1395: 0.008366728773098244
Position 152: 0.008075569845442573
Position 206: 0.004119368544990629
Position 476: 0.00316760155462891
Position 585: 0.0030918794548125085
Position 1160: 0.0018341153452174335
Position 419: 0.001391882877180795
Position 1818: 0.0010781607362369272
Position 536: 0.0007376866950490734
Position 183: 0.0007260998238933316
Position 471: 0.0005511380865593119
Position 872: 0.0004733406557225557
Position 937: 0.00043714661958215226
Position 1132: 0.0003842290865590199
Position 1336: 0.0003579999554367694
Position 1203: 0.00013290497917667433
Position 1080: 8.783802535005096e-05
Position 353: 6.873302638456034e-05
Position 286: 6.254476390417978e-05
Position 324: 5.647216595348408e-05
Position 423: 5.520737391598527e-05
Position 1015: 5.2946063102339046e-05
Position 1082: 4.707078393366772e-05
Position 1183: 2.2564891671475886e-05
Position 755: 9.17964475550847e-06
Position 140: 6.493702538432147e-06
Position 28: 6.376982319324321e-06
Position 739: 4.609954240818238e-09
Position 195: 4.505509856261932e-09
Position 82: 1.1891860430883225e-09
Position 368: 4.2203867921565466e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 821: 0.920207046871311
Position 643: 0.710924093992398
Position 356: 0.2492388441783469
Position 1498: 0.23934008440893592
Position 1925: 0.1945921947099461
Position 1666: 0.07691615950901645
Position 2080: 0.07589358569208102
Position 2132: 0.04788419032702006
Position 1649: 0.04673219203160829
Position 904: 0.042829113293690525
Position 871: 0.02237633379166976
Position 1679: 0.012264399951260498
Position 2524: 0.010374415138123066
Position 1411: 0.009397088493504213
Position 448: 0.006157144924619417
Position 844: 0.004724867010334648
Position 1702: 0.004362299742684148
Position 205: 0.0031419283908354283
Position 392: 0.002297584598366195
Position 1588: 0.0019975553932840176
Position 551: 0.0013170082815924513
Position 529: 0.0009248813523410255
Position 476: 0.0008064901747141884
Position 1631: 0.0007843202090915136
Position 479: 0.000736958285429413
Position 724: 0.00040587624049825624
Position 606: 0.00020193838339780244
Position 955: 0.00013914868829791014
Position 408: 0.00013739061105790928
Position 531: 9.878753045683028e-05
Position 1243: 9.868381486382842e-05
Position 564: 6.523270120356598e-05
Position 1267: 6.426721370325072e-05
Position 269: 6.211265821628095e-05
Position 1264: 4.31866792321691e-05
Position 368: 3.658803301201652e-05
Position 700: 2.8715754181959944e-05
Position 711: 1.8003096650096682e-05
Position 220: 8.482127686558644e-06
Position 99: 5.351629999802343e-06
Position 102: 4.5757520126846043e-07
Position 123: 1.1572549300000107e-07
Position 171: 1.0850965998978124e-07
Position 274: 7.407145685085593e-08
Position 120: 4.269283616167219e-08
Position 282: 2.8347981594072305e-08
Position 134: 2.8204637299832323e-08
Position 310: 2.2657130115168943e-08
Position 286: 1.3965957324544388e-08
Position 179: 1.2287442424740232e-08
Position 228: 1.0234801005646887e-08
Position 330: 9.109901529461366e-09
Position 115: 1.8026317991171387e-09
Position 148: 1.4367195147859215e-09
Position 182: 9.04285394740267e-10
Position 140: 4.79389519759432e-10
Position 245: 1.7094942477452456e-10
