Gene = Hpd
index = 1214
Annotated 5SS: [ 101  345  796 1508]
Annotated 3SS: [ 317  411  853 1571]
SMsplice 5SS: [ 345  796 1508]
SMsplice 3SS: [ 411  853 1571]
top_k =  100
Partition function (log Z): 2.420415416824612

Sorted 5' Splice Sites (High to Low Probability):
Position 796: 0.997650976192362
Position 1508: 0.9537063175132952
Position 345: 0.9522482716324537
Position 101: 0.11322859285721153
Position 270: 0.05171719012319856
Position 1268: 0.03911181658362349
Position 25: 0.007777122435068171
Position 359: 0.0076020070356307935
Position 1033: 0.0054813395290660705
Position 141: 0.0038440557649466
Position 133: 0.0030128715639049578
Position 1198: 0.002431009717788458
Position 125: 0.001106399972000596
Position 122: 0.0008148359940645313
Position 136: 0.0007071876350269872
Position 155: 0.0005036566497570299
Position 180: 0.000460275767068108
Position 349: 0.0003395185195847458
Position 1382: 0.0002794989419478198
Position 800: 0.00018927174648620865
Position 209: 0.0001775990822138506
Position 1066: 0.00016281179729518485
Position 86: 0.00012813182894925862
Position 1484: 0.00011403402757185055
Position 92: 0.00010402469823408678
Position 772: 9.4433032464955e-05
Position 1142: 2.635236595555269e-05
Position 892: 2.305627135996623e-05
Position 58: 2.2328917333438998e-05
Position 989: 1.724115070683653e-05
Position 1207: 1.450792069582116e-05
Position 23: 1.33051312268496e-06
Position 591: 2.2475558047195912e-11
Position 804: 2.1893597393250908e-11
Position 679: 1.7515473121563793e-11
Position 733: 1.0591425873785216e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 853: 0.9858124235237586
Position 411: 0.9720703364344603
Position 1571: 0.9596060297576559
Position 317: 0.11953320216975385
Position 1336: 0.033369975196573524
Position 246: 0.02310449857606352
Position 191: 0.01655929028937558
Position 1342: 0.008469959380910833
Position 922: 0.007179649204985605
Position 178: 0.0037501269182785217
Position 525: 0.0023583686113509074
Position 1084: 0.002067322678585434
Position 155: 0.0019064467839307534
Position 147: 0.001793132497851166
Position 269: 0.0011735887911275985
Position 220: 0.0005897460359664789
Position 1339: 0.0005675690831681223
Position 1327: 0.0005224158627274595
Position 1438: 0.00044312713923365756
Position 967: 0.000297520416599907
Position 1012: 0.00027700939374411613
Position 1000: 0.0002677301446329365
Position 256: 0.00025698671923866354
Position 322: 0.0002551632055742261
Position 1051: 0.00024163467918704527
Position 474: 0.00018767519066393554
Position 1189: 0.0001630738321030322
Position 573: 0.00014253152742442184
Position 92: 4.674676822884977e-05
Position 336: 4.307192109284041e-05
Position 345: 2.448219763530041e-05
Position 1595: 1.710050779301003e-05
Position 935: 1.3241318713189057e-07
