Gene = Ir21a
index = 1235
Annotated 5SS: [ 409 1227 2162 2413]
Annotated 3SS: [ 944 1281 2219 2467]
SMsplice 5SS: [ 409  814 1227 2413]
SMsplice 3SS: [ 513  944 1281 2467]
top_k =  100
Partition function (log Z): -4.590323215963553

Sorted 5' Splice Sites (High to Low Probability):
Position 1227: 0.7475328093045541
Position 2413: 0.6064013177397858
Position 409: 0.6015565070374121
Position 814: 0.3900611405340234
Position 248: 0.38339597348732074
Position 713: 0.2668503265493151
Position 2162: 0.1764128427997071
Position 604: 0.13045356039488343
Position 2172: 0.09403539137207444
Position 1667: 0.04393359865950362
Position 2628: 0.04295699912742257
Position 1345: 0.019509375551121207
Position 161: 0.01614930863684831
Position 259: 0.013074338831839857
Position 1422: 0.011788863210003664
Position 233: 0.010348898703736616
Position 825: 0.009885323697997396
Position 608: 0.008627007344341738
Position 1179: 0.0067080269905994755
Position 300: 0.004709829797576891
Position 626: 0.003597891332865756
Position 1676: 0.0029824249498693824
Position 153: 0.0005589220173799021
Position 19: 0.00012804162103436729
Position 143: 9.731358998181737e-05
Position 295: 8.639097593077083e-05
Position 304: 2.9930088873533173e-05
Position 145: 2.0328088139262994e-05
Position 92: 2.01890683851393e-05
Position 90: 8.723483547728777e-06
Position 252: 6.853434373991739e-06
Position 324: 1.8269168429827231e-06
Position 28: 1.0284416034876145e-07
Position 77: 7.595143661646372e-08
Position 6: 2.1966980769446395e-09
Position 194: 2.6677415170037597e-10
Position 177: 5.6054491783863094e-11
Position 182: 1.493118579526742e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 944: 0.9036414992871473
Position 1281: 0.7417461317595155
Position 513: 0.7205020097424324
Position 2467: 0.6195310495726494
Position 2219: 0.24293185470985296
Position 475: 0.060368295572043276
Position 738: 0.0533309785186372
Position 881: 0.04422419032395855
Position 2708: 0.042956999127422645
Position 1744: 0.03739406404593359
Position 1492: 0.03735676626987913
Position 2529: 0.022524356206895857
Position 214: 0.015689908864800504
Position 322: 0.008285037650311371
Position 394: 0.008211492241549118
Position 1410: 0.006397095330029835
Position 668: 0.005728094629566414
Position 282: 0.0054868943958697475
Position 362: 0.004135937556893881
Position 654: 0.0030543743448205657
Position 747: 0.002905221376240598
Position 1450: 0.0019742423418993497
Position 1284: 0.001476427549372147
Position 2065: 0.0013842509856085454
Position 324: 0.00038169846478780604
Position 625: 0.00015357469245817513
Position 635: 0.0001422430521570847
Position 224: 7.08665325188798e-06
Position 133: 3.5423965565473514e-06
Position 279: 3.1286297488209828e-06
Position 396: 1.3251652669328266e-06
Position 68: 6.839118298665863e-07
Position 61: 6.359733655628281e-10
Position 90: 3.649400187311098e-10
Position 98: 2.970464983819287e-10
