Gene = Tet
index = 1551
Annotated 5SS: [  626  9218  9710 15116 27600 82867 86657 86926 87153 87727]
Annotated 3SS: [ 6407  9400 15097 27461 82479 84123 86720 86988 87212 87880]
SMsplice 5SS: [  626  9710 27600 71660 82867 84314 86657 86926 87153 87727]
SMsplice 3SS: [ 9568 27461 71328 82476 84123 85836 86720 86988 87212 87880]
top_k =  100
Partition function (log Z): -70.06293269251735

Sorted 5' Splice Sites (High to Low Probability):
Position 27600: 0.9999999653929978
Position 9710: 0.990613511169435
Position 626: 0.9081495868735155
Position 9218: 0.5786554172580359
Position 7164: 0.30483533765541465
Position 104: 0.09691528007684647
Position 6857: 0.04248313777858343
Position 110: 0.028836559367974263
Position 6869: 0.017210199584186296
Position 6719: 0.009613314427632061
Position 10165: 0.007833419688901304
Position 7127: 0.007472773162614101
Position 175: 0.0033297423237962326
Position 457: 0.001826619163996167
Position 173: 0.0007083362271180164
Position 98: 0.00045910298832877784
Position 179: 0.0004206368650983517
Position 262: 0.00024533125177181634
Position 6: 0.00018942237387690008
Position 855: 0.00014816880358786282
Position 108: 7.558252524232488e-05
Position 246: 6.201821084086312e-05
Position 255: 4.245493290477811e-05
Position 31683: 1.4612544273538255e-05
Position 6115: 1.0720255519632934e-06
Position 5978: 1.0439751918850245e-06
Position 5961: 3.9036145267961025e-07
Position 6544: 3.680770453578116e-07
Position 28653: 1.2490201560636811e-07
Position 633: 2.9773471858841175e-11
Position 630: 2.485548318004997e-11
Position 663: 2.260239424236325e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 27461: 0.9999999999999845
Position 41155: 0.987805038857845
Position 9568: 0.9721324212911684
Position 6407: 0.4619307481701785
Position 7466: 0.45502948135201093
Position 7219: 0.022992559410241156
Position 7264: 0.02033364527105795
Position 9511: 0.01846352510915846
Position 230: 0.015398204331464235
Position 369: 0.014849656986916317
Position 38172: 0.011800065975841267
Position 218: 0.009379060966908789
Position 10001: 0.007833419688901304
Position 308: 0.0007246278491813507
Position 561: 0.0006011180335605314
Position 323: 0.00045615719833534164
Position 34362: 0.00011140649926203095
Position 31790: 8.769699208939124e-05
Position 33183: 6.107923526905886e-05
Position 32684: 4.130377083913884e-05
Position 33028: 4.004784459579984e-05
Position 33346: 3.255695088118471e-05
Position 30747: 2.3744945668465954e-05
Position 31802: 6.025489285637001e-06
Position 30221: 2.990010917087625e-06
Position 6943: 1.3104320971036777e-06
Position 5619: 8.990104822363206e-07
Position 30477: 8.676817100405744e-07
Position 5575: 8.399141365901739e-07
Position 5591: 7.67437577701433e-07
Position 29504: 4.4033524281981395e-07
Position 27678: 3.783045031627084e-07
Position 6604: 3.680770453578116e-07
Position 28730: 2.4035874103510205e-07
Position 27698: 2.2785691605975705e-07
Position 29042: 1.8049925013356957e-07
Position 28129: 1.546137245392048e-07
Position 28067: 1.3497441029538562e-07
Position 27836: 8.221489330064425e-08
Position 27750: 3.942741548621524e-08
Position 788: 9.57937450347554e-09
Position 375: 7.116407073053521e-09
