Gene = Tgi
index = 1558
Annotated 5SS: [ 9350 14418]
Annotated 3SS: [14102 14485]
SMsplice 5SS: [  211   934 14418]
SMsplice 3SS: [  765 14102 14485]
top_k =  100
Partition function (log Z): 4.897283160853558

Sorted 5' Splice Sites (High to Low Probability):
Position 14418: 0.9999999876731275
Position 934: 0.9923714320307166
Position 211: 0.8005563544768425
Position 2275: 0.43334577706593064
Position 3302: 0.12126979120663488
Position 681: 0.08349696597200514
Position 705: 0.07780691660565162
Position 7625: 0.05491597380697328
Position 5358: 0.011986246638017267
Position 555: 0.009142835450013913
Position 3272: 0.005638621997937167
Position 1524: 0.005092129968695704
Position 227: 0.0044166049680376615
Position 539: 0.004156230838116586
Position 1506: 0.003388049835593389
Position 15255: 0.0030580619699932944
Position 4972: 0.002250084934789686
Position 15524: 0.002137564724638014
Position 720: 0.0020511785342551044
Position 246: 0.0020211070853956557
Position 1479: 0.00146255150568952
Position 34: 0.0014327030314910487
Position 292: 0.001327323076250251
Position 14603: 0.0012436801912495473
Position 216: 0.001124443692554965
Position 499: 0.0007531096695592567
Position 413: 0.0006755900507644235
Position 14600: 0.0005593795417436478
Position 339: 0.00041775200787263296
Position 125: 0.0003909308422115862
Position 575: 0.0003835238554527599
Position 287: 0.00032737670669323485
Position 331: 0.0002997042856721548
Position 1191: 0.0002896611167263212
Position 722: 0.00027901087017435483
Position 547: 0.0002607164667992494
Position 15588: 0.00024218633342969946
Position 1529: 0.0002306844589976453
Position 670: 0.00020598940447186917
Position 672: 0.0002030733626694589
Position 1230: 0.00020119139799685285
Position 381: 0.00016531298023799148
Position 269: 0.00015202043941927448
Position 1427: 0.00010893401450747387
Position 1461: 0.00010616689333973072
Position 14872: 6.298803519428791e-05
Position 23: 7.445433512336084e-06
Position 14706: 9.88002274845227e-07
Position 118: 1.3313339978953825e-07
Position 420: 9.404882784646344e-08
Position 129: 5.089298465935998e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14485: 0.9999999999999984
Position 14102: 0.9999999876731271
Position 765: 0.9474083094411421
Position 1574: 0.297318220039412
Position 2893: 0.06741374164411573
Position 7475: 0.05046061534270355
Position 1392: 0.0472386904953152
Position 1708: 0.037598385640914445
Position 2628: 0.02381381315020511
Position 1603: 0.023260248780264933
Position 266: 0.017170089864995196
Position 1943: 0.012757659619551215
Position 5234: 0.00910146921520343
Position 786: 0.008954888785380036
Position 1659: 0.00873890455626605
Position 2137: 0.008218960133351142
Position 477: 0.007639386014264511
Position 3122: 0.007606207243253841
Position 1637: 0.0067720384984381035
Position 6800: 0.0044553584642697255
Position 1461: 0.003695041603629995
Position 1612: 0.0036458053518749534
Position 1018: 0.003335982065643304
Position 1618: 0.003214772267247836
Position 3020: 0.003075760903775056
Position 2544: 0.00301978059036612
Position 5026: 0.002884777422813834
Position 2652: 0.0028557644559149644
Position 15333: 0.0028451290306996217
Position 2349: 0.0028432974442713197
Position 15641: 0.002276146152596678
Position 4891: 0.002250084934789686
Position 2550: 0.0021744056343848527
Position 14657: 0.0012908777338503372
Position 109: 0.0009800841785814053
Position 462: 0.0007172211786665886
Position 539: 0.000632719591521612
Position 308: 0.0005088482110897771
Position 366: 0.0004974642840806329
Position 489: 0.0004802061736243367
Position 630: 0.00042163888727157306
Position 15598: 0.00037149477274619455
Position 856: 0.0003220540104331696
Position 15437: 0.00032060197227650394
Position 1521: 0.0002599400472796212
Position 2231: 0.0002545541248968753
Position 1109: 0.0002342034725981144
Position 14662: 0.00016168311742294057
Position 1087: 0.00012579846826437478
Position 1712: 0.00010296737360394534
Position 901: 7.495613859309447e-05
Position 1171: 6.0305071448792533e-05
Position 807: 4.878575113847444e-05
Position 15684: 3.891601893106526e-05
Position 685: 2.873131276509048e-05
Position 406: 1.665001448830624e-05
Position 543: 1.1963958936072637e-05
Position 160: 1.0192816791036316e-05
