Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  100
Partition function (log Z): 24.099658977805614

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.999964469575281
Position 3833: 0.9998121861164732
Position 5580: 0.9993245312375756
Position 3405: 0.9981140888466756
Position 4387: 0.9952405077395928
Position 5072: 0.9913661597366428
Position 301: 0.7825131494817907
Position 2384: 0.24887021799635453
Position 311: 0.0863627875074583
Position 1645: 0.08624607808713228
Position 7012: 0.08104749853703382
Position 2907: 0.06370876843567169
Position 2858: 0.05732718212203569
Position 119: 0.04034031754937155
Position 124: 0.036997627553600136
Position 520: 0.030897805194694147
Position 6077: 0.02066897552404283
Position 7717: 0.016684662248626886
Position 5254: 0.015173739020578553
Position 8643: 0.013362774829252737
Position 5335: 0.012343512801013487
Position 5345: 0.009037196591776181
Position 5093: 0.008564224569912928
Position 384: 0.008090826747525322
Position 1877: 0.005963779885420754
Position 2381: 0.005084366471202401
Position 4494: 0.004555755724198201
Position 5348: 0.004170059871641693
Position 5360: 0.0031674955803247394
Position 1462: 0.0026917698232406476
Position 4289: 0.002286087123635099
Position 4899: 0.002039645868301718
Position 4060: 0.0011569330167887448
Position 5839: 0.0008557849021520088
Position 4930: 0.0008533002053992591
Position 628: 0.0006071486668369077
Position 4009: 0.0005631923577413255
Position 1485: 0.0003984562475464812
Position 5295: 0.00038208991127799616
Position 4833: 0.0003585207233819073
Position 4246: 0.00033703892874229217
Position 5241: 0.00028909791058488146
Position 4002: 0.0002545232191185217
Position 127: 0.00022784722024014425
Position 5684: 0.00022676036306306928
Position 117: 0.00019043105998533605
Position 783: 0.00016164757642111855
Position 4747: 0.0001614156400556898
Position 4299: 0.00012840287186549146
Position 4509: 0.00010485284789877995
Position 122: 9.214775792034161e-05
Position 4468: 6.051348844923356e-05
Position 4368: 4.938369946346887e-05
Position 3799: 3.695223996664965e-05
Position 3837: 3.0515607359105326e-05
Position 130: 1.966971454248301e-05
Position 3545: 1.360984690905989e-05
Position 5670: 1.1618568932920414e-05
Position 150: 1.0474463373148467e-05
Position 86: 8.515866049050146e-06
Position 4270: 7.211340017881432e-06
Position 138: 6.767331450899683e-06
Position 25: 4.697504233234203e-06
Position 200: 1.637118386588627e-06
Position 3: 4.694590755847801e-07
Position 5575: 3.9012080028082127e-07
Position 4354: 2.0524942128382494e-07
Position 3878: 1.7908926087363713e-07
Position 3816: 8.634687345319165e-08
Position 7: 5.424334900324617e-08
Position 3793: 2.4335831650877765e-08
Position 5564: 1.1561073919032613e-09
Position 3766: 3.653798355064626e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3637: 0.9997960912225733
Position 3459: 0.9988790008468078
Position 4167: 0.9957908006298405
Position 5450: 0.9829227158209973
Position 4467: 0.9718639489471599
Position 2689: 0.7262713434818466
Position 8511: 0.5016078157755122
Position 2176: 0.3650144356150597
Position 10538: 0.22417897364248113
Position 3227: 0.18665454552242383
Position 6698: 0.08511686577291211
Position 7470: 0.08342947684868353
Position 5177: 0.060389719383464574
Position 9449: 0.055470689364048364
Position 2782: 0.053829571187973616
Position 9421: 0.047784887395334166
Position 1525: 0.03946789641573907
