Gene = capt
index = 1642
Annotated 5SS: [ 184 4877 5492 6086]
Annotated 3SS: [4530 4943 5561 6146]
SMsplice 5SS: [ 184 4877 5492 6086]
SMsplice 3SS: [4530 4943 5561 6146]
top_k =  100
Partition function (log Z): 6.594987276438945

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9999523720098735
Position 6086: 0.9989916287179028
Position 5492: 0.9947762486134359
Position 4877: 0.9860571102421938
Position 3981: 0.4116338348508241
Position 4379: 0.19414781106101153
Position 4374: 0.02761546953976772
Position 1644: 0.013349711610930641
Position 3475: 0.005977288889548527
Position 6256: 0.003614023016767097
Position 5794: 0.003037399359050876
Position 5514: 0.0012005462300361302
Position 6278: 0.000824439393256307
Position 6467: 0.0002930698583507212
Position 6297: 0.00029190949711223145
Position 5474: 0.0002811360754905684
Position 5530: 0.00022557861143732193
Position 6452: 5.82688539599989e-05
Position 892: 3.187013963176962e-05
Position 848: 1.575785049407154e-05
Position 5133: 2.3278403300284652e-07
Position 5840: 1.371569645484326e-07
Position 6090: 1.3702245851334184e-07
Position 5808: 6.80321308194283e-08
Position 5806: 5.4867987920110646e-08
Position 5789: 4.370334188130104e-08
Position 5963: 3.482755012787349e-08
Position 5792: 1.6057683359511546e-08
Position 5942: 1.4870305670337432e-08
Position 5351: 3.1257767444795765e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6146: 0.9989339038233054
Position 5561: 0.99627938455992
Position 4943: 0.9850085400662298
Position 4530: 0.8957989314753226
Position 3855: 0.49210665725895436
Position 4036: 0.0671241991338451
Position 3821: 0.042807849157991566
Position 4033: 0.03143853387950802
Position 3208: 0.03086030107570155
Position 4094: 0.017964719265181107
Position 4373: 0.01751568455360037
Position 4453: 0.015226548028209252
Position 3802: 0.015183283892945163
Position 1510: 0.00886370165437364
Position 4956: 0.007254633224243293
Position 3182: 0.0056923088990762215
Position 6341: 0.001859329411652088
Position 6333: 0.0018159247467183907
Position 5869: 0.0015950257631216777
Position 5872: 0.0012360200107248676
Position 1023: 0.0011926870196067776
Position 1492: 0.0011130711631619735
Position 4977: 0.0010813353996583187
Position 967: 0.0009806261938410563
Position 1339: 0.000813771988130361
Position 6310: 0.0006122586861651459
Position 6533: 0.0004819853687958976
Position 5590: 0.0003960415805917554
Position 1554: 0.0003150441212666147
Position 6170: 0.00026463816496670814
Position 6317: 0.0002494486581593383
Position 5642: 0.00017625230318386295
Position 1296: 7.080947055021735e-05
Position 6513: 6.276374795549346e-05
