Gene = ppk13
index = 1843
Annotated 5SS: [ 184  372  721  871 1094 1639]
Annotated 3SS: [ 244  435  782 1007 1156 1699]
SMsplice 5SS: [ 184  372  721  871 1639]
SMsplice 3SS: [ 244  435  782 1007 1699]
top_k =  100
Partition function (log Z): 5.971250585932025

Sorted 5' Splice Sites (High to Low Probability):
Position 372: 0.984600431229888
Position 184: 0.980966068354624
Position 1639: 0.7809211797709809
Position 871: 0.6625839159461648
Position 542: 0.6351152933608339
Position 721: 0.4720182941957628
Position 1094: 0.3775978407724868
Position 929: 0.023217597558660256
Position 378: 0.014142067101118396
Position 149: 0.0050727290359707565
Position 1098: 0.004860224918557168
Position 1863: 0.003384276615409246
Position 1598: 0.002477400502575172
Position 1113: 0.0013923998622640942
Position 590: 0.0013247479242273058
Position 188: 0.0012601163535857526
Position 361: 0.00104581610452372
Position 161: 0.0005901089930628985
Position 501: 0.0005475834078194744
Position 658: 0.00015840480278968795
Position 376: 0.000137255439340234
Position 747: 0.00010110032166976541
Position 126: 6.649989869764552e-05
Position 725: 5.19569063165027e-05
Position 87: 3.745461226840752e-05
Position 80: 3.29249402974792e-05
Position 179: 1.3814416833131053e-05
Position 555: 1.3019525831733377e-05
Position 284: 1.150259024744448e-05
Position 138: 6.289113543870338e-06
Position 36: 4.793864151494316e-06
Position 531: 4.004968423404191e-06
Position 1653: 3.925936677323488e-06
Position 47: 2.8104672649458587e-06
Position 245: 2.5689996720038243e-06
Position 103: 2.1626002086606783e-06
Position 269: 1.3865185009453595e-06
Position 518: 1.2502339536724844e-06
Position 325: 4.6037758883570815e-07
Position 274: 8.654217697199288e-08
Position 133: 7.12329570675957e-08
Position 397: 3.392780474844479e-08
Position 415: 2.435160389845663e-08
Position 277: 1.8143631796513482e-08
Position 473: 1.0461299063272876e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 435: 0.9997936134053279
Position 244: 0.9876268857394761
Position 1699: 0.7831196288741086
Position 782: 0.6474354672727112
Position 1007: 0.5275852651541381
Position 1156: 0.4929763498958138
Position 594: 0.23418188180595212
Position 986: 0.09408216931167045
Position 618: 0.06900164114653237
Position 755: 0.04178938052476573
Position 929: 0.023305999496105713
Position 1367: 0.012099027345679145
Position 597: 0.011165351463711587
Position 960: 0.009122901774527566
Position 941: 0.008636093391540043
Position 600: 0.004611500565655423
Position 1919: 0.004570865184037665
Position 827: 0.00045090090855079694
Position 658: 0.0003822474511390452
Position 628: 0.00034361174494115885
Position 649: 0.0002914079513944314
Position 801: 0.00028782620074215535
Position 716: 0.00024600159889502253
Position 269: 0.0002147083248364895
Position 1952: 0.0002075799088273891
Position 325: 0.00018382661591304574
Position 469: 3.101574342432032e-05
Position 284: 1.3023707465619293e-05
Position 518: 6.129989956003296e-06
Position 339: 4.4975685340849976e-06
Position 676: 3.324009016286112e-06
Position 174: 1.0427920571721659e-06
Position 197: 2.3438015623318343e-07
Position 480: 1.652450597299623e-07
Position 358: 1.0251012592034727e-07
Position 360: 9.262832396446215e-08
Position 472: 6.92433801039259e-08
Position 411: 6.236229490413457e-08
Position 531: 2.5351969572948456e-08
Position 484: 4.613508794007366e-09
