Gene = Kr-h2
index = 1246
Annotated 5SS: [ 198 1687 1994 2184]
Annotated 3SS: [1423 1743 2049 2246]
SMsplice 5SS: [ 198 1687 1994 2184]
SMsplice 3SS: [1423 1743 2049 2246]
top_k =  100
Partition function (log Z): 9.423658656666841

Sorted 5' Splice Sites (High to Low Probability):
Position 2184: 0.9992811167800605
Position 1687: 0.9986706416969688
Position 1994: 0.9908623370627172
Position 198: 0.953483623943877
Position 990: 0.050208890862387966
Position 739: 0.03645704152015049
Position 1136: 0.03316126539333432
Position 2421: 0.03227794376291181
Position 635: 0.016960399790105975
Position 191: 0.016061883784059244
Position 2469: 0.01046391894972284
Position 756: 0.01025111765462558
Position 2629: 0.007795490982298151
Position 774: 0.007619152831379439
Position 1280: 0.006853097113755631
Position 36: 0.0028874152530806198
Position 2040: 0.00272804094894513
Position 494: 0.002156742136813735
Position 1069: 0.0020068793996568654
Position 750: 0.0019897557546715715
Position 215: 0.0019425942133179284
Position 617: 0.0015409953491831207
Position 40: 0.0004468457757202872
Position 2590: 0.0004055961629036846
Position 1691: 0.00035783481078636867
Position 1948: 0.00027446349869981947
Position 1769: 0.000239248243618272
Position 2573: 0.0002346893751492218
Position 2632: 0.0002274386556017335
Position 1888: 0.00019455389677719144
Position 23: 0.000174258639705366
Position 2604: 8.03414254638793e-05
Position 8: 7.215285139786907e-05
Position 2581: 5.976040585735074e-05
Position 202: 5.132165665685712e-05
Position 1928: 5.018815526716808e-05
Position 1661: 4.679370162112716e-05
Position 2026: 4.1306140683341225e-05
Position 1858: 3.8845476466462935e-05
Position 351: 3.221013627283816e-05
Position 1836: 2.8142779855978886e-05
Position 1574: 2.189015966021893e-05
Position 258: 1.8232303197151536e-05
Position 326: 1.282979524371294e-05
Position 1825: 6.494148298488467e-06
Position 1803: 3.9421909345598825e-06
Position 338: 2.7675678261443047e-06
Position 381: 2.1916862948174234e-06
Position 115: 2.034260396742514e-06
Position 310: 1.4771735222011874e-06
Position 34: 1.0703994329694584e-06
Position 2188: 5.72164967919856e-07
Position 2170: 4.511535472059784e-07
Position 177: 3.167673313636024e-08
Position 1843: 1.0522885868563965e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9947676503741515
Position 2246: 0.9872194165537325
Position 1423: 0.945679865211057
Position 2049: 0.7546101603975837
Position 2101: 0.23718886973448472
Position 2688: 0.058349230609017394
Position 901: 0.055985390525001254
Position 267: 0.05556568607908794
Position 434: 0.04627126995935966
Position 350: 0.01564349990046603
Position 675: 0.006858745366094178
Position 1753: 0.0038832465084524003
Position 84: 0.0035643053379384015
Position 940: 0.003225762338460577
Position 796: 0.0028961582076481454
Position 655: 0.002862539873835866
Position 2103: 0.0017966951519655346
Position 2306: 0.0015520185062104053
Position 2229: 0.0015352529479458657
Position 1616: 0.0014469536407064835
Position 2594: 0.0010617518844741576
Position 1300: 0.0009101298022967554
Position 1175: 0.0009026774409755148
Position 1279: 0.0008360280863967465
Position 691: 0.0008328381656188483
Position 2061: 0.00067775073701026
Position 2551: 0.0004938745340305122
Position 1813: 0.00046447783813686805
Position 2563: 0.0003598679145198036
Position 2109: 0.000348699811098525
Position 1011: 0.00032598946911909
Position 1836: 0.00028995508317665995
Position 2538: 0.00016285233099764266
Position 634: 5.25883396703473e-05
Position 1768: 4.9735613122502764e-05
Position 2643: 4.969810787324126e-05
Position 2445: 4.4065843576720175e-05
Position 1764: 1.566592864640733e-05
Position 2127: 7.220331041206139e-06
Position 310: 1.7371686544811031e-06
