Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  100
Partition function (log Z): 0.05440926928676704

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.9794117062020871
Position 4070: 0.9458313755306074
Position 2786: 0.8772178909780581
Position 2403: 0.847570760589779
Position 2952: 0.4142281506827685
Position 4650: 0.2794940276166971
Position 4282: 0.23998208915366767
Position 3779: 0.045438031287930246
Position 1330: 0.021666173999862464
Position 1376: 0.019653257048049023
Position 1018: 0.015893449526689505
Position 3066: 0.013803411724112327
Position 1754: 0.010972382233068938
Position 3099: 0.008422072625494405
Position 1073: 0.005787729038663982
Position 2460: 0.004852858569429373
Position 2096: 0.004345440721761798
Position 1991: 0.0034584731271566005
Position 2753: 0.003426290061454097
Position 2762: 0.0033668369218044455
Position 1187: 0.0032126644526275397
Position 433: 0.0027311170335330764
Position 553: 0.002589973316457817
Position 2756: 0.0025826290027877725
Position 1815: 0.0024126889734840022
Position 1235: 0.0023024705145315355
Position 3089: 0.002257153271370658
Position 507: 0.0020918412584269206
Position 453: 0.002021453006907706
Position 5095: 0.0016506839721580917
Position 767: 0.0012651150158334062
Position 1580: 0.0005167976437162356
Position 1746: 0.00047262734613040254
Position 357: 0.0003064593845365251
Position 771: 0.0003044100023961984
Position 254: 0.00028351635019221197
Position 696: 4.5461230043599754e-05
Position 427: 4.386932646176142e-05
Position 339: 3.2182971396384085e-05
Position 596: 4.005292139885002e-06
Position 919: 3.905929633687855e-06
Position 267: 3.677146046308955e-08
Position 276: 2.1506427074852885e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2633: 0.9954806183283399
Position 4466: 0.9680253137797901
Position 2835: 0.8888223962937076
Position 1017: 0.44567844754045094
Position 4715: 0.2425721936982736
Position 1279: 0.16597226548975264
Position 3916: 0.15637791369983844
Position 3127: 0.14422480373329893
Position 4134: 0.100207090658328
Position 4171: 0.08729282887454984
Position 2339: 0.07030061579925713
Position 1561: 0.05593999478158296
Position 1235: 0.05318829735045365
Position 3178: 0.046051184345528275
Position 1452: 0.04070928240581991
Position 4115: 0.037876948219556804
Position 4194: 0.029040034629908496
Position 3367: 0.025854883147412397
Position 1511: 0.023865670923395522
Position 4712: 0.020680706806142334
Position 3667: 0.01954360339010125
Position 3428: 0.016923252301947467
Position 1210: 0.01670198878722846
Position 841: 0.014468631054072508
Position 1469: 0.01192218216037567
Position 5300: 0.01120649079866356
Position 4748: 0.008682164326851285
Position 3272: 0.00843967856964691
Position 1819: 0.00776922515713509
Position 4491: 0.007649284231800245
Position 1134: 0.0063838062815427445
Position 3492: 0.006242999350261485
Position 1131: 0.006078816391830944
Position 3070: 0.00606295871222682
Position 1394: 0.004874792261991226
Position 3295: 0.004174638890333028
Position 315: 0.004123551082879115
Position 1654: 0.004004692396958028
Position 3323: 0.0030521148255324426
Position 3336: 0.0018391243580068125
Position 3098: 0.001377416858863675
Position 322: 0.0009526872480532563
Position 335: 0.00034666470085967856
Position 884: 0.0002825647157087226
Position 580: 0.00020622234379037748
Position 339: 0.00015479768635239113
Position 845: 0.00011104804454851506
Position 638: 0.00010250087412336448
Position 354: 8.386785458881252e-05
Position 406: 2.0753282850054487e-05
Position 307: 9.481767283719609e-06
