Gene = roq
index = 1861
Annotated 5SS: [ 135 1491 3707]
Annotated 3SS: [1327 1555 3898]
SMsplice 5SS: [1221 1491 3707]
SMsplice 3SS: [1327 1555 3898]
top_k =  100
Partition function (log Z): -1.7706057380067994

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9999987072470305
Position 3707: 0.9556422293439054
Position 1221: 0.7572485935836457
Position 715: 0.3539126474806299
Position 2859: 0.2029956455589692
Position 135: 0.17433347434110108
Position 4401: 0.14261902358742598
Position 1841: 0.12434483578151986
Position 465: 0.0997853322893798
Position 2804: 0.03784346422938333
Position 561: 0.03314650091614844
Position 2208: 0.0209999408546559
Position 2619: 0.020829535488738282
Position 2644: 0.018358875563632866
Position 914: 0.017241355669146842
Position 1701: 0.015376546369362698
Position 4037: 0.012237383083028956
Position 324: 0.00873720899210711
Position 4090: 0.006571208527474054
Position 3731: 0.004894362752473913
Position 979: 0.004561597524281924
Position 4159: 0.0034580321469578137
Position 687: 0.003385046758319777
Position 217: 0.0025364339379527314
Position 965: 0.002532814354179466
Position 428: 0.0018593666475822642
Position 210: 0.0017013870456197516
Position 178: 0.0013653855984102961
Position 338: 0.0011134236245303104
Position 776: 0.0009365490518975304
Position 773: 0.0008934503105381746
Position 461: 0.0007719917914526072
Position 457: 0.000547130730479388
Position 203: 0.00047822659928982013
Position 459: 0.0004190000449069428
Position 1708: 0.00011900913768597461
Position 1413: 6.715315806658774e-05
Position 383: 2.6254895829898566e-05
Position 249: 9.619993841691697e-06
Position 1559: 9.280915025701269e-06
Position 1565: 3.7071495497692183e-06
Position 1738: 9.39225683882507e-08
Position 1687: 7.455371172908181e-08
Position 1511: 4.765090388381599e-08
Position 35: 4.4636910678268405e-08
Position 252: 2.3301373384216417e-12
Position 259: 7.345241053381196e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1555: 0.9900927270312451
Position 1327: 0.980267871002272
Position 3898: 0.6094732700590991
Position 2913: 0.21919869175433992
Position 3842: 0.1958309484168434
Position 1074: 0.18349114199691072
Position 4451: 0.15115122905914521
Position 3901: 0.12351604086652158
Position 2725: 0.12254660841155122
Position 1097: 0.09182805115128928
Position 1009: 0.07917974525176136
Position 890: 0.04896158077989455
Position 2948: 0.03547636783796898
Position 913: 0.02892614760089006
Position 2413: 0.024269149709926104
Position 3863: 0.020149434658196488
Position 1033: 0.01981971058385376
Position 4366: 0.019807281100293346
Position 1903: 0.01769070352275666
Position 3785: 0.014427366126271934
Position 1609: 0.009702997894814097
Position 1356: 0.006413695819470663
Position 1946: 0.0063909444992308415
Position 1155: 0.006275536237254703
Position 1116: 0.005778217938888882
Position 1340: 0.004057819320859025
Position 782: 0.0038688507809181132
Position 962: 0.0030155255154544567
Position 863: 0.0027029532972397277
Position 4156: 0.0026561661753472764
Position 1987: 0.002006609099806494
Position 1921: 0.0018827752519016902
Position 595: 0.0009009476794540662
Position 527: 0.000669898488602443
Position 637: 0.0005003616553048803
Position 446: 0.00042306113197839693
Position 323: 0.0004035768066025262
Position 1475: 6.59204839630583e-05
Position 1569: 2.88539247022163e-05
Position 354: 1.668531842216115e-05
Position 288: 1.3251834427374406e-05
Position 252: 9.583059738662204e-06
Position 201: 8.754408055621903e-06
Position 198: 8.487878646011224e-06
Position 1819: 5.083566106032484e-06
Position 640: 1.3688550973971454e-06
