Gene = comm2
index = 1653
Annotated 5SS: [649]
Annotated 3SS: [1389]
SMsplice 5SS: [649]
SMsplice 3SS: [1389]
top_k =  100
Partition function (log Z): -5.7960273718625634

Sorted 5' Splice Sites (High to Low Probability):
Position 649: 0.9948931671614802
Position 1964: 0.0035310986555148367
Position 182: 0.002997462688931747
Position 346: 0.0026923793408529947
Position 1288: 0.0022787459881931983
Position 1310: 0.0015797514741504428
Position 107: 0.0015456706229563897
Position 549: 0.000922571906828739
Position 2056: 0.0008661894356894437
Position 527: 0.0005563703189100169
Position 1958: 0.0005016052172583129
Position 480: 0.0004773404526251902
Position 1232: 0.0003765884916012653
Position 653: 0.0003604226214101493
Position 34: 0.00035462990017176224
Position 617: 0.00025655483206649886
Position 38: 0.00023150346725188403
Position 851: 0.00021143657899568973
Position 1127: 0.0002110143544413938
Position 1181: 0.00018441897892388466
Position 591: 0.00010980741331053182
Position 420: 4.6215744695854906e-05
Position 292: 3.823526069044312e-05
Position 101: 8.009737790869291e-06
Position 694: 4.424240705903684e-07
Position 626: 2.551140791300488e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9789374844873359
Position 1025: 0.007265235713597081
Position 1054: 0.0050465151356642686
Position 2126: 0.0025541842469668785
Position 404: 0.0024981035088330727
Position 719: 0.002418789574679122
Position 2169: 0.0021275539196731474
Position 1431: 0.0018813728301375376
Position 850: 0.0018474891744412582
Position 746: 0.001396085496720282
Position 793: 0.0011702261565395332
Position 264: 0.0010462065004671764
Position 1598: 0.0006202037267926426
Position 1547: 0.0006040210121965175
Position 1330: 0.000558561882098683
Position 410: 0.0005449240631375743
Position 818: 0.0005263491105306039
Position 1418: 0.00045168289450084033
Position 2205: 0.0004379109839410241
Position 875: 0.0003671319805669408
Position 362: 0.0003539265129484344
Position 1100: 0.0002600709441046758
Position 445: 0.0002273870523393651
Position 1145: 0.00022481276751141894
Position 374: 0.00020584822117715101
Position 1806: 0.00019657285516360716
Position 493: 0.00018350589135692128
Position 346: 0.00016584951064746824
Position 1437: 0.00016451611190895717
Position 2134: 0.00013895472459301373
Position 166: 0.00013525232216851445
Position 343: 0.00012303518788222084
Position 989: 0.00010208050957717814
Position 929: 9.092451136749472e-05
Position 101: 8.035749109230943e-05
Position 893: 5.9086164698489984e-05
Position 806: 5.275482395474084e-05
Position 626: 4.901006541157334e-05
Position 269: 4.602707711690002e-05
Position 98: 3.711341137141463e-05
Position 496: 2.1304679597172423e-05
Position 194: 1.346494808363531e-05
