Gene = Mur29B
index = 1294
Annotated 5SS: [ 185 1317 2618]
Annotated 3SS: [1143 1386 2690]
SMsplice 5SS: [ 185 1317]
SMsplice 3SS: [1143 1386]
top_k =  100
Partition function (log Z): -8.276386768666608

Sorted 5' Splice Sites (High to Low Probability):
Position 1317: 0.9479535990399179
Position 185: 0.6147906301760591
Position 2618: 0.5524713085255084
Position 906: 0.04479884304855358
Position 900: 0.028425441220769242
Position 5: 0.019439647773162955
Position 745: 0.019406480097574813
Position 970: 0.007328013330561
Position 1321: 0.0062169040709665335
Position 238: 0.005572988799748391
Position 930: 0.005537812115889642
Position 1324: 0.0038865372755153794
Position 963: 0.0035667249799698915
Position 821: 0.003188896338672053
Position 732: 0.0005193721572759854
Position 575: 0.00023018629903088982
Position 30: 0.00012094157077036797
Position 556: 9.722540803387853e-05
Position 643: 5.046109690567591e-05
Position 213: 4.80905267704229e-06
Position 281: 2.9956821982947497e-06
Position 310: 3.013442968866398e-07
Position 98: 1.2311585088231059e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1386: 0.8461809364218442
Position 1143: 0.574838632461141
Position 2690: 0.47551738150486306
Position 2692: 0.04528894667115912
Position 817: 0.040900613979608
Position 757: 0.03855374382801087
Position 2713: 0.02893672334609368
Position 1438: 0.021795361773191194
Position 2410: 0.016352441914806073
Position 1546: 0.013751746855064006
Position 1015: 0.012446396030952944
Position 1221: 0.012282082514483917
Position 1642: 0.01220507688957984
Position 1834: 0.011828212919917524
Position 2095: 0.010894112971830343
Position 1034: 0.010590854379505195
Position 2026: 0.010212380378334563
Position 2122: 0.010054613028543196
Position 1615: 0.008172315667327835
Position 327: 0.008128685523918282
Position 715: 0.007906929392893428
Position 1738: 0.007735506476406524
Position 2314: 0.005817425383702946
Position 643: 0.004724665713466824
Position 1519: 0.0044301713044523836
Position 1165: 0.003915420497478507
Position 878: 0.0033069583577553935
Position 372: 0.0027921745455371724
Position 2740: 0.0027282570033928524
Position 246: 0.0019240820050684486
Position 1930: 0.0015165078598321294
Position 555: 0.0012562758142454428
Position 310: 0.0011515251731440193
Position 105: 0.0010689026441687197
Position 1450: 0.001013233869351526
Position 1462: 0.0009450264345671655
Position 459: 0.0007476921157247166
Position 513: 0.0006707942306650245
Position 655: 0.0005924886763433995
Position 517: 0.0004349459615374278
