Gene = scat
index = 1867
Annotated 5SS: [497]
Annotated 3SS: [875]
SMsplice 5SS: [497]
SMsplice 3SS: [875]
top_k =  100
Partition function (log Z): -7.7163644823655

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.9739642454884336
Position 692: 0.0701813944762019
Position 211: 0.05932627287366973
Position 1112: 0.01582254638616182
Position 1414: 0.01165183445729647
Position 1621: 0.009703026388679802
Position 609: 0.005587811556724037
Position 688: 0.004321255289294043
Position 1131: 0.003378184967807801
Position 1328: 0.0033263455211753807
Position 754: 0.001945610358696047
Position 255: 0.0017163453452617168
Position 943: 0.0007051852090612056
Position 719: 0.0006895442868996625
Position 626: 0.000598181962975455
Position 583: 0.00011423548712684931
Position 237: 3.091566714584376e-05
Position 334: 9.781540309673066e-06
Position 151: 3.1083880333378563e-06
Position 3: 1.6234979574850258e-06
Position 681: 1.6165253242199525e-06
Position 44: 5.105600318122183e-07
Position 112: 2.1757681882692255e-07
Position 304: 1.8927970237164763e-07
Position 13: 1.1910899203676553e-07
Position 33: 5.146518672727986e-08
Position 344: 4.017676006898831e-08
Position 379: 7.641836322857549e-09
Position 405: 3.6805834384061993e-09
Position 549: 6.918364274011001e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.8002415077144371
Position 649: 0.05629968886199548
Position 298: 0.047373919840263616
Position 3903: 0.035281409052415
Position 1223: 0.034780729511453966
Position 2469: 0.03035458892736008
Position 2706: 0.025690794211918538
Position 1893: 0.023564012410860414
Position 608: 0.0209485048851777
Position 1448: 0.015078134775351124
Position 3683: 0.011110262667522994
Position 678: 0.010793656485048913
Position 3228: 0.009665148896693076
Position 804: 0.005852015720842092
Position 2079: 0.004694843686099226
Position 322: 0.004401155581977132
Position 822: 0.00346699200369591
Position 765: 0.003338275510281738
Position 655: 0.002947773396596749
Position 621: 0.002722238686518039
Position 830: 0.002474127896840986
Position 906: 0.0022743228267345216
Position 841: 0.0021109852672514208
Position 540: 0.0018716206073896712
Position 1386: 0.0015341911938144745
Position 1413: 0.001339926171316594
Position 254: 0.0008642533814452466
Position 333: 0.0004598214371748231
Position 366: 0.0004085770040295283
Position 625: 0.00031567171492967883
Position 589: 0.00024661018516531524
Position 369: 0.0002104676113856422
Position 385: 0.00018462760502661435
Position 629: 0.00011478114824893129
Position 389: 5.3491675221771386e-05
Position 528: 5.492633812092995e-06
Position 403: 3.925986344617161e-06
Position 69: 1.0061118770659582e-06
Position 125: 4.6818515277621544e-07
Position 484: 7.003590959975308e-08
Position 78: 6.461277115507913e-08
Position 478: 3.120707274335863e-08
Position 81: 7.175430095677162e-09
Position 300: 5.898620126978972e-09
Position 436: 3.34430395254548e-09
Position 443: 2.1122070607208852e-09
