Gene = IPIP
index = 1222
Annotated 5SS: [ 417  629  936 1345 1631]
Annotated 3SS: [ 509  691 1008 1411 2071]
SMsplice 5SS: [ 629  936 1345 1631]
SMsplice 3SS: [ 691 1008 1411 2071]
top_k =  100
Partition function (log Z): -0.3655038796367984

Sorted 5' Splice Sites (High to Low Probability):
Position 936: 0.9961208791372459
Position 1631: 0.9014982358469933
Position 1345: 0.8580562727936243
Position 30: 0.49706311891324434
Position 629: 0.496742043656862
Position 625: 0.2553699625093697
Position 417: 0.09656067384375219
Position 124: 0.05952024493286104
Position 1877: 0.05540749438590519
Position 2348: 0.03590751940153964
Position 72: 0.012774451668443864
Position 633: 0.010282755154686315
Position 2380: 0.009860081966498268
Position 398: 0.009764277217737226
Position 128: 0.0068165695505570485
Position 2324: 0.004833445170788862
Position 444: 0.002626533930573729
Position 1672: 0.0021466207755356094
Position 442: 0.001974975066452231
Position 761: 0.001792508764789804
Position 284: 0.0014083386653442674
Position 1280: 0.0013953590015790855
Position 1164: 0.0011853777127341794
Position 1457: 0.0010015346857605765
Position 403: 0.000891710888632939
Position 2354: 0.0008216074891348945
Position 898: 0.0007425840385292655
Position 2236: 0.0006932321276769401
Position 24: 0.0002861571995468533
Position 1668: 0.0002072812786582149
Position 1888: 7.031955019953795e-05
Position 8: 6.213781134074562e-05
Position 141: 3.93918271117278e-05
Position 192: 9.560185643971914e-06
Position 1677: 9.484942046445652e-06
Position 164: 9.25261885021035e-06
Position 98: 3.639796369482648e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1008: 0.9895461390114915
Position 1411: 0.8659992963122344
Position 2071: 0.832316180462391
Position 857: 0.4217259432262511
Position 691: 0.3574312095705959
Position 103: 0.21430464903580196
Position 144: 0.2135029601783948
Position 509: 0.12720014574402558
Position 2468: 0.0713331217532572
Position 706: 0.0571121114380501
Position 2043: 0.04275800954244917
Position 2047: 0.023363910228443894
Position 1949: 0.021559728756844542
Position 476: 0.017209219238641667
Position 342: 0.014824767070033688
Position 1770: 0.012645931610226339
Position 167: 0.0077558285572556585
Position 123: 0.007531205601773498
Position 224: 0.0060896521265772
Position 1971: 0.005218595854865338
Position 1522: 0.0041106070960594985
Position 192: 0.0033889689950295804
Position 566: 0.002846150746500269
Position 1799: 0.0014771743140323313
Position 254: 0.000997725327672052
Position 1789: 0.0006619448047772257
Position 1502: 0.0004945685014420429
Position 72: 0.0003575305007527147
Position 1759: 6.648753454195097e-05
Position 1703: 6.426050900779677e-05
Position 1750: 5.833504046471477e-05
