Gene = Mnn1
index = 1281
Annotated 5SS: [ 856 1374 2025 2898]
Annotated 3SS: [ 922 1562 2091 4664]
SMsplice 5SS: [ 856 1374 2025 2898 4419 4608]
SMsplice 3SS: [1046 1562 2091 4261 4497 4664]
top_k =  100
Partition function (log Z): 1.4294995499282652

Sorted 5' Splice Sites (High to Low Probability):
Position 2898: 0.9992365470941821
Position 2025: 0.9972546387034237
Position 856: 0.9701370336798282
Position 1374: 0.9029353665576605
Position 4419: 0.7839196909370281
Position 4608: 0.607754079252673
Position 5217: 0.2814100531712192
Position 2543: 0.27492799675425017
Position 4452: 0.16629219515118399
Position 236: 0.11501847762172607
Position 5464: 0.07233459989456609
Position 1350: 0.06850502296469607
Position 5417: 0.05404373318865677
Position 5480: 0.05399007485175436
Position 2683: 0.037617333551238585
Position 644: 0.027270223796166906
Position 3448: 0.01671430924969228
Position 2373: 0.012243641250042838
Position 2604: 0.01100763898960604
Position 2311: 0.007156758744806805
Position 2547: 0.003576394796556933
Position 1378: 0.0035717100197380836
Position 1715: 0.002848802857941904
Position 2584: 0.0028038148907394487
Position 2467: 0.002400424258811572
Position 825: 0.0020911437123142685
Position 1491: 0.0020408169637312016
Position 1703: 0.001969955178814115
Position 2563: 0.0017056277130939271
Position 2569: 0.0016285643356888267
Position 2187: 0.001409033523548795
Position 4410: 0.0011632242029947042
Position 1724: 0.0011586736215293703
Position 91: 0.0006334604326310594
Position 43: 0.000629925618268336
Position 1005: 0.0004884766851861431
Position 2342: 0.0003052657462535297
Position 860: 0.0002853587189253386
Position 877: 0.00027790135286353336
Position 319: 0.00026609048882371693
Position 559: 0.00021992438518886334
Position 590: 0.00017140466640065992
Position 1019: 0.00015361210426668678
Position 2321: 5.8499181958936684e-05
Position 1907: 5.0546869969189244e-05
Position 247: 2.6106811875394052e-05
Position 330: 2.1607421930293596e-05
Position 353: 1.9870621182082885e-05
Position 218: 1.6330555411414623e-07
Position 240: 1.2140816141106654e-07
Position 229: 9.313042894950582e-08
Position 80: 6.265552162435639e-08
Position 374: 5.998531166302646e-08
Position 64: 4.741564978920729e-08
Position 17: 2.9039103249398782e-08
Position 864: 7.578110638987577e-09
Position 10: 6.829670057426819e-10
Position 95: 2.008155217722704e-10
Position 120: 1.4805425314729063e-11
Position 19: 1.3477323485118128e-11
Position 183: 1.5818849496573008e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2091: 0.9648742731937316
Position 4261: 0.8165675799305113
Position 4664: 0.810138817344241
Position 1562: 0.7690708314018717
Position 1046: 0.5232986115739163
Position 922: 0.43188417426969244
Position 4497: 0.42637614437607035
Position 2734: 0.3836629501144023
Position 5278: 0.3369466818314315
Position 4515: 0.19027862144554156
Position 5536: 0.17104468478495943
Position 1442: 0.11083855299670169
Position 1604: 0.0766386653584368
Position 692: 0.06724332764889254
Position 3004: 0.05044057184680436
Position 4576: 0.04911809376977444
Position 5253: 0.02947183350445911
Position 4291: 0.029389694991851505
Position 4058: 0.029065664128715005
Position 292: 0.022296653162001263
Position 4037: 0.021824902292663477
Position 1522: 0.021525881997203393
Position 424: 0.01554524949703438
Position 1085: 0.015318794110014697
Position 3537: 0.015097578060680687
Position 3073: 0.013821233419666238
Position 1788: 0.011555023594288434
Position 3361: 0.010027505582963324
Position 5558: 0.009323723150017775
Position 1088: 0.007917051064225925
Position 1122: 0.007000258368747307
Position 3679: 0.005916636051845429
Position 3709: 0.005558063844699608
Position 3926: 0.005532390309934576
Position 3022: 0.0052365567134636795
Position 315: 0.004958656504888631
Position 2717: 0.0028983301412529583
Position 3896: 0.00284389783361148
Position 3145: 0.0027779356328333123
Position 2393: 0.0025111175545255065
Position 319: 0.002347769284910618
Position 1125: 0.0022222644749609497
Position 590: 0.0018179674329334896
Position 476: 0.0011313380252241277
Position 2173: 0.0008686939000006745
Position 1590: 0.0008619784530245124
Position 719: 0.0007836159110320823
Position 1538: 0.0007590841208664749
Position 479: 0.0007238865454985611
Position 490: 0.0006757650253191981
Position 1186: 0.0005945969621055012
Position 1051: 0.0005879821795782979
Position 976: 0.00048114767110592676
Position 1642: 0.00047293276408181644
Position 1648: 0.0003601943048248101
Position 139: 0.00035063662785435144
Position 722: 0.0002841489328015321
Position 736: 0.00017687701389927424
Position 700: 8.462919953326054e-05
Position 3162: 6.770193986280734e-05
Position 805: 5.5626601306081545e-05
Position 759: 4.96689916986508e-05
Position 602: 4.253265254378927e-05
Position 498: 2.9745174854452268e-05
Position 2305: 2.5264186467207693e-05
Position 553: 2.4961308504767424e-05
Position 933: 1.4608625443258036e-05
Position 948: 8.558895412785984e-06
Position 389: 4.845886212953615e-06
Position 203: 1.1212589067053063e-09
Position 218: 3.23473051503778e-10
Position 229: 8.181354412451081e-11
Position 175: 1.39983093803883e-13
