Gene = ChLD3
index = 1068
Annotated 5SS: [ 345 2455 3039]
Annotated 3SS: [1721 2515 3096]
SMsplice 5SS: [ 984 2455]
SMsplice 3SS: [1721 2515]
top_k =  100
Partition function (log Z): -6.038326427165281

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.9945069563374449
Position 984: 0.5766652197989737
Position 3039: 0.3912482224342797
Position 345: 0.36109961570877475
Position 3277: 0.22230443543325398
Position 999: 0.04440078718460699
Position 2796: 0.0327145773124888
Position 1027: 0.02340549321508747
Position 2708: 0.018225920389937467
Position 2616: 0.01672778967918231
Position 3377: 0.016342163109217777
Position 3453: 0.015924418252082226
Position 1613: 0.0140717900827476
Position 3005: 0.012224946542449013
Position 770: 0.009847592500777547
Position 2987: 0.008949965000391327
Position 380: 0.0072249213483580755
Position 1881: 0.007071145728212041
Position 766: 0.006456797569788947
Position 3015: 0.004430976310334403
Position 491: 0.003893799143372106
Position 2924: 0.0030709303125754034
Position 1070: 0.002873222396871134
Position 338: 0.0027638170518754115
Position 501: 0.0024555699892069493
Position 803: 0.0019692485040538475
Position 774: 0.0019460613123662572
Position 1466: 0.0018424824773327613
Position 279: 0.0015468799307420827
Position 299: 0.0013236315557627913
Position 1430: 0.0011942944575600984
Position 2724: 0.000908778461093529
Position 2580: 0.0003576339833299532
Position 2450: 0.0003172723585146984
Position 1040: 0.00027730505845461614
Position 527: 7.796486892189964e-05
Position 506: 3.5457456939416524e-05
Position 25: 1.2873366127932444e-05
Position 2401: 1.0315794689256133e-05
Position 1928: 1.6339220671835328e-06
Position 2315: 3.155499849195445e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2515: 0.9621626344505556
Position 1721: 0.9187958261523096
Position 3096: 0.4991239716478889
Position 3534: 0.1326448668390121
Position 3339: 0.05186283338819518
Position 399: 0.041089867965044005
Position 1546: 0.03386837963632033
Position 3400: 0.03263177704084129
Position 3575: 0.018747418302803142
Position 1097: 0.017126761223282903
Position 593: 0.01584020576477651
Position 3070: 0.015152660195186036
Position 3481: 0.012172369249308137
Position 827: 0.006718488130336734
Position 1936: 0.006622084627532104
Position 1821: 0.006390883620305319
Position 2401: 0.005506713937830707
Position 1140: 0.005062036394757416
Position 3153: 0.004948586488273957
Position 3496: 0.004358795502974877
Position 1069: 0.003935678035358774
Position 1778: 0.003047683788613726
Position 1693: 0.0023475147418369154
Position 3564: 0.0021529564714191166
Position 1507: 0.001257594518759444
Position 2678: 0.001154309536843495
Position 2529: 0.0010249315458590693
Position 679: 0.0009907566913554713
Position 1148: 0.00071773660323408
Position 876: 0.0006989197960127017
Position 1206: 0.000632941660839943
Position 792: 0.0006233960957581321
Position 3150: 0.0005605026334119432
Position 461: 0.00043133594039575213
Position 486: 0.0002880394727292398
Position 2818: 1.7414996438890614e-05
Position 688: 9.466652193944054e-06
Position 567: 1.7166416689801926e-06
Position 443: 7.472412713044526e-07
Position 700: 7.241898147951618e-07
Position 724: 7.236179518870879e-07
Position 770: 6.86465944054863e-07
