Gene = Jon74E
index = 1240
Annotated 5SS: [254 578]
Annotated 3SS: [314 664]
SMsplice 5SS: [254 578]
SMsplice 3SS: [314 664]
top_k =  100
Partition function (log Z): 4.530659112354928

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9970413587499403
Position 578: 0.9968503916361681
Position 448: 0.0132700966657884
Position 955: 0.00569297233666802
Position 611: 0.0018002114945862605
Position 153: 0.0011764494096417287
Position 950: 0.0010923615700874434
Position 557: 0.0005883513313235836
Position 608: 0.00029017166334376965
Position 394: 0.000267147421807619
Position 319: 0.0001778189975718426
Position 885: 0.0001378357739655441
Position 258: 9.925794074915277e-05
Position 830: 6.379648226586263e-05
Position 797: 3.0962869901801694e-05
Position 185: 3.012594767246827e-05
Position 194: 2.937081341150821e-05
Position 246: 2.6679463352237363e-05
Position 823: 2.1771773865702675e-05
Position 728: 1.5480376826745413e-05
Position 265: 1.5398304288334632e-05
Position 157: 1.0404834633623234e-05
Position 476: 1.0248130944602443e-05
Position 25: 7.4788627252770245e-06
Position 65: 7.228542863965439e-06
Position 205: 6.804534531885734e-06
Position 474: 5.555852838070158e-06
Position 277: 3.4447173454184846e-06
Position 913: 1.4696449613591502e-06
Position 286: 1.450435748841898e-06
Position 88: 1.95826186085098e-07
Position 54: 1.1767375627717046e-07
Position 36: 1.7037662196831145e-08
Position 140: 9.70656004920418e-09
Position 865: 1.7232187193874073e-09
Position 122: 1.1855696474632072e-09
Position 538: 1.3399601932718913e-10
Position 498: 7.775298384049476e-12
Position 196: 2.3145599747432664e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 664: 0.9991428852406783
Position 314: 0.95981596736957
Position 369: 0.03437855472800733
Position 505: 0.014622134945347942
Position 1012: 0.006788188230119211
Position 394: 0.0012184446688133762
Position 460: 0.001009891408590835
Position 322: 0.0006796070038629932
Position 843: 0.00039560803025473934
Position 316: 0.00015427714271294
Position 949: 0.00015108745830640257
Position 885: 0.00014661951746248623
Position 425: 0.00012846082138285876
Position 527: 6.571678127225377e-05
Position 205: 3.0272991834745713e-05
Position 723: 1.7655045465619984e-05
Position 830: 9.704012735089037e-06
Position 153: 8.950202888170508e-06
Position 102: 2.489192433788117e-06
Position 462: 2.3381290118965048e-06
Position 978: 1.4696449613591502e-06
Position 140: 7.575912000839215e-07
Position 122: 7.116497840923604e-07
Position 518: 6.458379657295679e-07
Position 132: 2.0383777069653945e-09
Position 170: 1.9381746209510127e-10
