Gene = Ced-12
index = 1065
Annotated 5SS: [ 225 1529 2141]
Annotated 3SS: [ 517 1588 2203]
SMsplice 5SS: [ 225 1529 2141]
SMsplice 3SS: [ 517 1588 2203]
top_k =  100
Partition function (log Z): 2.425065208592474

Sorted 5' Splice Sites (High to Low Probability):
Position 1529: 0.9988006095499241
Position 225: 0.9908762907486919
Position 2141: 0.9505151312926824
Position 603: 0.21235110800417006
Position 989: 0.08279564633587061
Position 1726: 0.0795318143195222
Position 2630: 0.05755628874541739
Position 2428: 0.04627417739802017
Position 916: 0.012414340318388043
Position 2284: 0.009737353438589728
Position 2357: 0.0078074696395070975
Position 542: 0.003858464604899167
Position 1775: 0.0034887418557723476
Position 229: 0.0033152959010473706
Position 2883: 0.0028828464267246245
Position 697: 0.0028171578934642707
Position 1021: 0.0023976314504379546
Position 518: 0.002261089769768783
Position 2134: 0.0016281673498253736
Position 800: 0.0015521891205311595
Position 734: 0.000999761460352626
Position 955: 0.0009035690624619648
Position 470: 0.0006212375182916537
Position 415: 0.00048645605787024757
Position 301: 0.0004368074978532466
Position 1485: 0.00034515356147694557
Position 420: 0.00024244661687293723
Position 1720: 0.00010906720743863562
Position 407: 3.587729679417371e-05
Position 2065: 2.0255518011808736e-05
Position 134: 6.149126446762578e-06
Position 409: 6.104832540020102e-06
Position 2554: 5.625774182100832e-06
Position 321: 4.989047099701337e-06
Position 2256: 4.6971677819480395e-06
Position 1909: 3.300079450361017e-06
Position 2042: 2.7023425845356245e-06
Position 347: 2.6787534017378897e-06
Position 190: 2.3856791026470143e-06
Position 1260: 2.2277167674632625e-06
Position 311: 1.4155860319332847e-06
Position 401: 1.1683338992034744e-06
Position 152: 1.1038316870542213e-06
Position 274: 1.0130856933766154e-06
Position 1589: 9.028361319392921e-07
Position 12: 7.903109334555898e-07
Position 57: 7.388518550081348e-07
Position 1733: 7.180479504237075e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1588: 0.9936932616072894
Position 517: 0.9583190436272349
Position 2203: 0.9510653720763816
Position 1092: 0.18384046175517538
Position 2748: 0.11925271617096571
Position 1785: 0.07120319097400638
Position 654: 0.0688199172508886
Position 660: 0.04391716286159766
Position 866: 0.01671949396174491
Position 675: 0.01309459173283223
Position 1159: 0.00755994414344718
Position 311: 0.005422698060025472
Position 1196: 0.004579388484612915
Position 2824: 0.004497352140984641
Position 1998: 0.004425609063752619
Position 579: 0.0041501007159258745
Position 969: 0.0036060262680389244
Position 1597: 0.00295169528349999
Position 1641: 0.002887333952388326
Position 2939: 0.0024558439153073335
Position 474: 0.002025586507236465
Position 1995: 0.0019394985924396208
Position 2697: 0.0018804156454391555
Position 819: 0.0014333607049245654
Position 2501: 0.001025825723833751
Position 1031: 0.0008601637112678812
Position 491: 0.000793221404711929
Position 2244: 0.0006301394148210753
Position 1904: 0.0005692125734154131
Position 603: 0.0005437561411799115
Position 271: 0.0005061143248012114
Position 720: 0.0005051732023290969
Position 2954: 0.00042700251141729014
Position 554: 0.00041797232925474843
Position 321: 0.0003659250492824261
Position 2019: 0.00030350250556407626
Position 528: 0.0001976264423527327
Position 350: 6.114072579207396e-05
Position 407: 5.2399809515104565e-05
Position 274: 4.453868225175715e-05
Position 369: 3.4185544026059775e-05
Position 333: 1.9529478626642428e-05
Position 318: 4.069493610125513e-06
Position 373: 3.113200090647856e-06
Position 355: 2.2692360647124515e-06
Position 424: 1.7268124673011506e-06
Position 347: 1.7037671386743368e-06
Position 2357: 6.180811886576953e-08
