Gene = Bdp1
index = 46
Annotated 5SS: [1196 1583]
Annotated 3SS: [1253 1636]
SMsplice 5SS: [1196 1583]
SMsplice 3SS: [1253 1636]
top_k =  100
Partition function (log Z): -4.0986280031904165

Sorted 5' Splice Sites (High to Low Probability):
Position 1583: 0.9940281382616036
Position 1196: 0.8593168592885638
Position 1408: 0.1527229177362542
Position 1153: 0.05888111836518651
Position 816: 0.05247273439782057
Position 424: 0.03647924562735252
Position 1803: 0.028706374114450418
Position 1012: 0.020222252741576473
Position 682: 0.018887745592690786
Position 541: 0.012927937749311147
Position 788: 0.012633920776452747
Position 1208: 0.009150289002517879
Position 1056: 0.0046497708184399175
Position 1170: 0.003327761981137474
Position 1389: 0.0032608204626380704
Position 824: 0.0027891240292535736
Position 840: 0.0023268770081118725
Position 59: 0.0020427119594085674
Position 881: 0.001609764954879777
Position 1138: 0.001518907479939416
Position 960: 0.0008129322330627512
Position 2000: 0.0007465558439808834
Position 43: 0.0006729666406083438
Position 964: 0.0005879764007232768
Position 2366: 0.000535537543404118
Position 2043: 0.0005103168646586253
Position 989: 0.00020541412508363004
Position 12: 2.8941502050792706e-05
Position 307: 2.007828009447746e-05
Position 949: 1.563922359823571e-05
Position 301: 1.2865536331262237e-05
Position 304: 1.216159522446432e-05
Position 1540: 5.535550679543851e-06
Position 869: 2.250168497137251e-06
Position 526: 1.2244671845223712e-06
Position 524: 7.935694924913241e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1253: 0.9736431547402837
Position 1636: 0.9598273446930412
Position 1468: 0.14484361169143797
Position 960: 0.08343405826698959
Position 1651: 0.026886304508033008
Position 879: 0.024455592786229666
Position 2129: 0.018445879838761003
Position 1483: 0.013957931909293444
Position 1654: 0.00609645751070162
Position 2426: 0.004703006949070427
Position 731: 0.004668235984942252
Position 2453: 0.004106886279079099
Position 1068: 0.004089774423725923
Position 118: 0.002744620102067704
Position 471: 0.002640106500016086
Position 1060: 0.002442136853110605
Position 2255: 0.0013826619858320582
Position 2135: 0.0008070480119952325
Position 2442: 0.0007699171884468386
Position 1920: 0.0005378233573367275
Position 2081: 0.0005224340059319571
Position 1329: 0.0004802786569323242
Position 1997: 0.0003378496988045749
Position 1282: 0.0001687250864775925
Position 2411: 0.00010552913561480538
Position 503: 2.4544078022764665e-05
Position 1646: 4.49089009876122e-06
Position 1671: 5.675998721067674e-08
