Gene = kto
index = 1741
Annotated 5SS: [ 675 3404 5192 5619 5993 6376 6887]
Annotated 3SS: [ 735 3477 5249 5677 6063 6579 6950]
SMsplice 5SS: [ 675 3404 5192 5619 5993 6376 6887]
SMsplice 3SS: [ 735 3477 5249 5677 6063 6579 6950]
top_k =  100
Partition function (log Z): 23.6012374562881

Sorted 5' Splice Sites (High to Low Probability):
Position 6887: 0.999226426213168
Position 5993: 0.9983132670734634
Position 675: 0.9977708456566153
Position 5619: 0.9974062844591054
Position 5192: 0.9944686207379685
Position 3404: 0.9884048965236982
Position 6376: 0.9791250820860045
Position 219: 0.16546455128679438
Position 8269: 0.08540888638370923
Position 414: 0.06288259631172177
Position 381: 0.05303879701045147
Position 4028: 0.04566923168935042
Position 1023: 0.0431481996589935
Position 847: 0.029359890369332446
Position 3879: 0.0221650288524091
Position 3911: 0.020559264875289814
Position 1118: 0.020178535051818505
Position 3875: 0.01555707462813554
Position 790: 0.010739594113750445
Position 1944: 0.008181471964847005
Position 254: 0.007540888315320123
Position 3750: 0.006549601042103548
Position 4106: 0.006379844928209187
Position 372: 0.00579811269366485
Position 6488: 0.005272270837015224
Position 5328: 0.004116975194876343
Position 1003: 0.003310557191376252
Position 8242: 0.0030380797185652754
Position 6480: 0.002335703974780415
Position 867: 0.0019358917419620976
Position 6516: 0.00146391087210699
Position 6477: 0.0014053221911594273
Position 205: 0.0013571282121385426
Position 679: 0.0012229656437706272
Position 379: 0.0010891219309192123
Position 173: 0.0008987425061735052
Position 397: 0.0008970782373265557
Position 386: 0.0008544593436849675
Position 8227: 0.0006070945852300211
Position 6400: 0.0004958671632033809
Position 7388: 0.00043319065693848133
Position 6393: 0.00039459951001637395
Position 500: 0.00039245072754156917
Position 661: 0.0003558831128130169
Position 6006: 0.00035394779639691696
Position 6202: 0.0002807880492256157
Position 6891: 0.0002607300387548146
Position 6785: 0.00021240727779783263
Position 6140: 0.00017470661207509688
Position 3244: 0.00014753848725151413
Position 6199: 0.00013668643240445785
Position 5577: 0.00010620390832372663
Position 8055: 7.438537907033986e-05
Position 239: 6.716801626610462e-05
Position 5418: 6.409958306000154e-05
Position 5623: 6.251076053929763e-05
Position 5922: 6.185752956474928e-05
Position 7574: 6.040584507127554e-05
Position 6898: 3.801721198717137e-05
Position 5893: 3.752623758309841e-05
Position 5925: 2.2032640999088005e-05
Position 5825: 1.6649509525704746e-05
Position 5437: 1.4906752554754901e-05
Position 5912: 6.826067569368231e-06
Position 853: 6.55468080535009e-06
Position 5997: 4.626669408188441e-06
Position 2190: 3.5061579696743474e-06
Position 111: 2.2135649469161995e-06
Position 628: 3.5261423981073097e-07
Position 87: 2.6360498429222936e-07
Position 523: 8.479206403916437e-08
Position 565: 1.2508466285748371e-08
Position 6846: 1.2206066096571108e-08
Position 487: 1.1934287758212351e-08
Position 6885: 1.120377821244953e-08
Position 105: 9.730720107818807e-09
Position 6710: 9.706863531237682e-09
Position 362: 8.432634169333911e-09
Position 31: 4.029012955688153e-09
Position 67: 1.2005475127513676e-09
Position 5835: 5.364530911760028e-10
Position 796: 3.2370321957150773e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 735: 0.999999551086252
Position 5249: 0.9997417835561673
Position 6950: 0.9986293288884851
Position 5677: 0.9917251903264507
Position 6579: 0.988287855839426
Position 3477: 0.8954703917006422
Position 6063: 0.5926357126834868
Position 6066: 0.4033432468997426
Position 270: 0.13770341205134273
Position 3514: 0.10452960829935375
Position 4139: 0.10101609768195399
Position 8326: 0.08567446630618565
Position 432: 0.07109867739468996
Position 499: 0.06641066273468778
Position 1181: 0.03733115613315348
Position 913: 0.028228449829218853
Position 466: 0.019816552353547807
Position 1864: 0.017771225976414198
Position 2234: 0.015075442507932961
Position 1527: 0.006901307513158026
Position 4212: 0.0055155902255638115
Position 5767: 0.005461105809223773
Position 3947: 0.0050751952897834345
Position 8299: 0.0037149850168072883
Position 5411: 0.003251195244025427
Position 437: 0.0024613893405775926
Position 6648: 0.0016856425942475843
Position 6645: 0.0011581527135691232
Position 6591: 0.001030472026498676
Position 6994: 0.0009076447780237249
Position 5376: 0.0007766836965072962
Position 493: 0.0007508772518088358
Position 555: 0.0006949742932707427
Position 6624: 0.0005083289700508769
Position 6427: 0.00035697040488944556
Position 6627: 0.0002911999910582087
Position 7729: 0.00025589884900382277
Position 6594: 0.00020428420494159435
Position 6105: 0.00019980365002701515
Position 6496: 0.00019105433622699218
Position 5840: 0.0001897956124675131
Position 469: 0.0001769533224634701
Position 463: 0.00016221690539274615
Position 6078: 0.0001490335755517814
Position 249: 0.00013642358373516913
Position 286: 0.00012588353604932586
Position 7036: 0.0001046793109633059
Position 850: 9.361081629469938e-05
Position 289: 9.186984339159591e-05
Position 5735: 7.479775000763631e-05
Position 5713: 6.541833855011935e-05
Position 5907: 4.01119617970626e-05
Position 7033: 3.870604585846635e-05
Position 7078: 3.618060353241466e-05
Position 6450: 2.4123481262862826e-05
Position 6436: 2.0238965538264567e-05
Position 883: 8.658183498748213e-06
Position 853: 7.2304272381242345e-06
Position 292: 3.0735523670342525e-06
Position 295: 3.3819792198508616e-07
Position 331: 3.21398733668152e-07
Position 133: 1.275745590937737e-07
Position 746: 1.8749147231940273e-09
