Gene = ringer
index = 1857
Annotated 5SS: [ 130 3795]
Annotated 3SS: [3391 4060]
SMsplice 5SS: [ 844 1373 1648 3795]
SMsplice 3SS: [ 988 1426 3391 4060]
top_k =  100
Partition function (log Z): 0.7012203003883388

Sorted 5' Splice Sites (High to Low Probability):
Position 3795: 0.916877570351701
Position 844: 0.8544105646521301
Position 1373: 0.7810971298958034
Position 4249: 0.432937534305515
Position 1648: 0.4187320157475075
Position 130: 0.234708114515087
Position 3003: 0.18501828972548617
Position 1530: 0.14294225020252993
Position 4199: 0.11944363171454704
Position 2338: 0.10049009987489192
Position 3501: 0.09702985462580244
Position 2511: 0.0807354648127739
Position 3124: 0.07614863800522452
Position 705: 0.025552397491905007
Position 691: 0.024317992852317408
Position 1211: 0.017975624953325112
Position 46: 0.013843582332530179
Position 4480: 0.010960945502097145
Position 848: 0.0052337249492408955
Position 2515: 0.003472913545119503
Position 2113: 0.0030964887007045847
Position 3785: 0.002765002979255694
Position 525: 0.002601538042812097
Position 3799: 0.0024815884327162086
Position 1578: 0.0018899028884008745
Position 723: 0.0008122664993653604
Position 3780: 0.000725476820130143
Position 398: 0.0006177452148013661
Position 522: 0.0005707410569446422
Position 1290: 0.0004821699403688582
Position 1123: 0.0004614241992468869
Position 265: 0.0004234234415179604
Position 3729: 0.00041682313278699996
Position 684: 0.00035502896763237816
Position 163: 0.0002945123632785452
Position 530: 0.0002125431103006143
Position 367: 2.0291682540595255e-06
Position 4: 1.2492889790120575e-06
Position 34: 9.362828840502602e-09
Position 193: 8.556511084852303e-09
Position 199: 4.9184808992389095e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4060: 0.9998666514110174
Position 3391: 0.9829679197140584
Position 1426: 0.878513348327893
Position 988: 0.7132188073507335
Position 4307: 0.49909636940968305
Position 767: 0.11060970981878422
Position 3065: 0.05263559645235214
Position 2665: 0.041853282352795645
Position 2614: 0.03951701412520266
Position 442: 0.02981831481238115
Position 4535: 0.025144194951522387
Position 1271: 0.02479356327642331
Position 830: 0.017394474306842416
Position 743: 0.017366835167708605
Position 1155: 0.014272795271523597
Position 3642: 0.014133455780307485
Position 4365: 0.01176871261883692
Position 4458: 0.011742643406600119
Position 684: 0.011527459932176631
Position 1647: 0.008599358687961935
Position 3602: 0.008051756482910519
Position 1071: 0.007891765465465867
Position 4652: 0.005968961969567027
Position 219: 0.004722153030116365
Position 429: 0.004633567921346687
Position 261: 0.004608465275590751
Position 4630: 0.004561694117295037
Position 4349: 0.0036378783233667815
Position 264: 0.0019897618177889347
Position 284: 0.0019387109703110851
Position 690: 0.0016892057597268418
Position 497: 0.001335142655542412
Position 4406: 0.0011605779536066137
Position 661: 0.0008699938495164629
Position 620: 0.00040603844062719543
Position 378: 0.0003349899956193806
Position 216: 0.0002963202157798079
Position 279: 0.0002919315841791158
Position 4609: 0.0002610787716809996
Position 458: 0.00023087940927936322
Position 101: 0.00012488525113848924
Position 232: 0.00011844105347058174
Position 3962: 5.16170489712953e-05
Position 3998: 4.454437398754473e-05
Position 163: 3.294284319440955e-05
Position 2005: 2.2509641270221234e-05
Position 1778: 2.1995744697605758e-05
