Gene = FucTA
index = 1171
Annotated 5SS: [ 266 3865 5048 5417]
Annotated 3SS: [3674 4330 5232 5482]
SMsplice 5SS: [ 266 3865 5048 5417 5690 6199]
SMsplice 3SS: [3674 4330 5232 5482 6114 6343]
top_k =  100
Partition function (log Z): 8.646898666125889

Sorted 5' Splice Sites (High to Low Probability):
Position 5048: 0.9972661736578924
Position 5417: 0.9951211047677105
Position 266: 0.7897925617422761
Position 5690: 0.7577802180356303
Position 6199: 0.6831378733490409
Position 3865: 0.582141093969346
Position 677: 0.33367246419541496
Position 5820: 0.08951117669524064
Position 1542: 0.05722597772353657
Position 6634: 0.03420325624251873
Position 1963: 0.02352811839981262
Position 6080: 0.017892997082359193
Position 6014: 0.013757461679567796
Position 3922: 0.008434263539136911
Position 70: 0.007236807141031134
Position 1550: 0.00683065299663543
Position 6226: 0.004655475386176304
Position 5386: 0.00355068700252358
Position 6052: 0.00214517261535338
Position 1270: 0.0016159461592280132
Position 595: 0.0015491241072913536
Position 555: 0.0014291238719799475
Position 6050: 0.0014189990363555785
Position 530: 0.001297827583051956
Position 5347: 0.0011482218822346424
Position 5013: 0.0010417530646271698
Position 4721: 0.0008427549944227331
Position 1477: 0.0005029951907035319
Position 6035: 0.0004999462082241732
Position 521: 0.0003944634358583938
Position 462: 0.0003421853659883939
Position 5379: 6.092218190900083e-05
Position 5581: 2.20976282159358e-05
Position 82: 5.366841256990842e-06
Position 5288: 4.445706701002053e-06
Position 5441: 4.0695820785545766e-06
Position 5569: 1.4261180011177466e-06
Position 5339: 1.1024688731636329e-06
Position 5361: 1.0447389559010695e-06
Position 5353: 8.27071973704243e-07
Position 5755: 3.5277248986510136e-07
Position 5539: 2.1384084367242632e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.9995197919198358
Position 5232: 0.9784541096579918
Position 4330: 0.9677558953176901
Position 6114: 0.6731955346891902
Position 3674: 0.5679542367189905
Position 6343: 0.43099789656320875
Position 6454: 0.19452020965250857
Position 6314: 0.06959247377724836
Position 5744: 0.06159903072069774
Position 6697: 0.04684882430989994
Position 6458: 0.03978457016222137
Position 1320: 0.03929498854410223
Position 1759: 0.0355987248455189
Position 5806: 0.03265609477632312
Position 6304: 0.026021180476005275
Position 341: 0.024381053041435855
Position 583: 0.023794905966556548
Position 1171: 0.020377311495110826
Position 458: 0.020164116897049045
Position 5190: 0.019931764359639018
Position 398: 0.01789568607638051
Position 4373: 0.01785098912966083
Position 6858: 0.01707979029797632
Position 586: 0.014456342884788592
Position 642: 0.012475898197775863
Position 366: 0.010009622086541894
Position 322: 0.008658487960772563
Position 2591: 0.007101585109492834
Position 6877: 0.0068500573233222445
Position 3916: 0.00625134635861757
Position 6080: 0.005603665969066993
Position 372: 0.0038934945074637108
Position 1709: 0.0037099813209555627
Position 4276: 0.0036459079092669828
Position 3936: 0.002630269167447512
Position 619: 0.002289877121019775
Position 1227: 0.0015915384483284273
Position 1119: 0.001462901682799836
Position 980: 0.0013774401533272894
Position 5266: 0.0008095835324523477
Position 5147: 0.000543761043201597
Position 5526: 0.000428824893871232
Position 1440: 0.00020886838323569862
Position 1156: 0.0001540032623790014
Position 5875: 0.00014943614840542206
Position 5746: 0.00010416423688124865
Position 5272: 8.901467501922331e-05
Position 554: 5.794084460120204e-05
Position 646: 5.2996056121488064e-05
Position 5241: 4.499993697157955e-05
Position 141: 4.407627532696903e-05
Position 430: 2.7769078390175886e-05
Position 5108: 2.5369059122978527e-05
Position 5206: 2.4429319639871713e-05
Position 5643: 2.3186519344441118e-05
Position 5531: 8.429629682115228e-07
Position 5515: 6.837917900847367e-07
Position 5646: 5.831471896280177e-07
Position 5602: 3.1388459769543353e-07
Position 5444: 3.0342472759596465e-07
