Gene = Scgalpha
index = 1472
Annotated 5SS: [ 672 1149 1344 1559]
Annotated 3SS: [ 743 1232 1414 1622]
SMsplice 5SS: [ 672 1149 1344 1559]
SMsplice 3SS: [ 743 1232 1414 1622]
top_k =  100
Partition function (log Z): 7.2842830282875735

Sorted 5' Splice Sites (High to Low Probability):
Position 1344: 0.9903386030292628
Position 672: 0.9859604769769814
Position 1149: 0.9636622469490573
Position 1559: 0.8570815740413984
Position 808: 0.21883391349257098
Position 247: 0.1369509047074126
Position 897: 0.05431741638825344
Position 680: 0.012043860376790996
Position 453: 0.010606830462565735
Position 913: 0.0050223086913942765
Position 1322: 0.004852735005782653
Position 84: 0.002862183896776916
Position 877: 0.0024932527453074126
Position 1146: 0.0023414926533948063
Position 1870: 0.0020749167787347074
Position 77: 0.0013766477048039727
Position 819: 0.001292861734778068
Position 59: 0.0012341307460735263
Position 71: 0.0012272332685155727
Position 1818: 0.00108944832475578
Position 1334: 0.0007572290086600911
Position 1567: 0.0006404941013320328
Position 1153: 0.0004383985341067292
Position 321: 0.00023214039544241678
Position 170: 0.0001660212570190818
Position 517: 0.0001096351679874307
Position 439: 0.00010192202008496916
Position 691: 0.00010007021045369147
Position 1703: 9.718535567466486e-05
Position 468: 8.901668438898009e-05
Position 305: 8.876303650760083e-05
Position 825: 7.575606157418733e-05
Position 625: 4.495743338553092e-05
Position 1033: 2.9059985609596932e-05
Position 856: 2.698955434923369e-05
Position 190: 2.6948214179681176e-05
Position 1391: 2.6814281990502503e-05
Position 1128: 1.9808089331194288e-05
Position 1402: 1.8128357854890712e-05
Position 618: 1.6067962367406455e-05
Position 1385: 1.4831238968241456e-05
Position 1308: 5.677089164377444e-06
Position 52: 3.676228723355665e-06
Position 392: 2.347552938681272e-06
Position 607: 1.8507900832839782e-06
Position 163: 6.961810388483027e-07
Position 400: 6.861742561397281e-07
Position 602: 6.406360686370484e-07
Position 604: 5.837099393037542e-07
Position 117: 5.172302976956396e-07
Position 442: 3.9718015082418077e-07
Position 177: 2.2179136379101344e-07
Position 1465: 1.3161076296100352e-07
Position 1458: 6.834963180668851e-08
Position 133: 2.576348723608162e-08
Position 139: 2.367313621348072e-08
Position 136: 4.469333656994541e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 743: 0.9985171826813011
Position 1414: 0.9937059770306123
Position 1232: 0.9803027898713846
Position 1622: 0.8122630772264596
Position 950: 0.14131400641598588
Position 305: 0.12803603048307036
Position 861: 0.12184890722261621
Position 1634: 0.045165730778365165
Position 539: 0.0054078109097057
Position 367: 0.005107903992600932
Position 587: 0.004198013472736318
Position 145: 0.003211923151446455
Position 960: 0.003199452776846471
Position 1454: 0.002435364526251593
Position 133: 0.0022926515520870507
Position 1930: 0.002183313933841654
Position 542: 0.0019915048407717715
Position 326: 0.0016227456998884299
Position 1644: 0.0011592056462973945
Position 1889: 0.0010918467877044586
Position 492: 0.0010320450126514475
Position 764: 0.000632839316651362
Position 1285: 0.0005901074159077707
Position 993: 0.0002416171029042568
Position 1683: 0.000191952692041173
Position 420: 0.00017404852929463045
Position 168: 0.00017166241100336193
Position 1664: 0.0001403501319805254
Position 468: 0.00011449875304832726
Position 1120: 9.997793225564473e-05
Position 873: 8.962165301599053e-05
Position 1937: 7.541398611874191e-05
Position 774: 5.706439375166683e-05
Position 183: 5.3604107390972624e-05
Position 117: 4.1249243718810715e-05
Position 792: 3.320014975505122e-05
Position 163: 5.045818848667104e-06
Position 177: 1.085705944736169e-06
