Gene = RtcB
index = 1459
Annotated 5SS: [1421]
Annotated 3SS: [1480]
SMsplice 5SS: [1421]
SMsplice 3SS: [1480]
top_k =  100
Partition function (log Z): -5.551769111094256

Sorted 5' Splice Sites (High to Low Probability):
Position 1421: 0.9912547318633114
Position 749: 0.07462399679652418
Position 173: 0.06432496162631439
Position 461: 0.044810315472785495
Position 1724: 0.010823610707526736
Position 1669: 0.008403260121237256
Position 1085: 0.007873458970440693
Position 1709: 0.0048996662684246215
Position 1401: 0.0010782618008749385
Position 1732: 0.0007926343490661167
Position 160: 0.0007125661115580634
Position 305: 0.0006108355134178911
Position 1425: 0.0005456642553101094
Position 134: 0.0004630850961281996
Position 1694: 0.00010193147184953392
Position 1747: 5.8613037798975e-05
Position 1634: 3.334513531831266e-05
Position 1631: 3.264510424874421e-05
Position 1589: 1.8050004848495715e-05
Position 1622: 1.0455318319556351e-05
Position 476: 1.1400596212527845e-06
Position 587: 7.575005334122763e-07
Position 309: 6.447882926074055e-07
Position 57: 2.223062138656951e-07
Position 242: 2.15388837057529e-07
Position 232: 1.8661716686175208e-07
Position 500: 1.6049713829774178e-07
Position 138: 1.4366152853484634e-07
Position 131: 7.97353760867947e-08
Position 224: 5.369420511173001e-08
Position 5: 4.989217434406289e-08
Position 326: 1.5565505359562657e-08
Position 122: 1.4841043759427844e-08
Position 142: 8.877046518783208e-09
Position 25: 8.294293362703557e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.9986892361760881
Position 1201: 0.08145939488779792
Position 249: 0.039786207451681384
Position 1356: 0.02705949635181024
Position 1793: 0.025431550432431397
Position 934: 0.010182301203342493
Position 1298: 0.009375187075277666
Position 826: 0.005418662439496371
Position 532: 0.0025795654412463093
Position 1321: 0.0018806657225869884
Position 1095: 0.0015441079467570116
Position 305: 0.0015066129890925722
Position 958: 0.0012850374301806957
Position 372: 0.0009304321132057044
Position 1121: 0.0009142372853240438
Position 1006: 0.0008034499023302642
Position 1042: 0.0006375212369967345
Position 915: 0.000460377566449016
Position 748: 0.0004141893514876237
Position 1767: 0.0002783585425785802
Position 1456: 0.00025204376279045946
Position 637: 0.00024779309483538174
Position 1732: 0.000191008837671836
Position 529: 0.00014222092747162555
Position 331: 3.0378061820671275e-06
Position 334: 2.990837586804337e-06
Position 211: 3.6376660951744285e-08
Position 82: 2.4554298712059907e-08
Position 202: 1.859816979352313e-08
Position 199: 1.5586055258886646e-08
Position 65: 8.81639581430706e-09
