Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
top_k =  100
Partition function (log Z): 2.9648624060275397

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.961292234707325
Position 1632: 0.9200437336927721
Position 184: 0.8597070792521767
Position 518: 0.7501446630311986
Position 945: 0.19031815426701745
Position 242: 0.07365536567480208
Position 599: 0.06775657707348788
Position 1636: 0.041563448243599296
Position 388: 0.035177194172921485
Position 607: 0.02633600273093936
Position 1162: 0.013942101239817832
Position 1152: 0.0044749847021423655
Position 938: 0.004323825836661015
Position 320: 0.0035252924883639025
Position 1815: 0.003387370134048733
Position 89: 0.002429513946685696
Position 328: 0.002005027092657295
Position 366: 0.0016658566116326142
Position 1071: 0.0014545610400262213
Position 971: 0.0013958526891477635
Position 1803: 0.0009227314580655529
Position 250: 0.0009171007293203038
Position 246: 0.0008581180553896476
Position 488: 0.0007473431594779069
Position 322: 0.0006873163282955803
Position 1150: 0.0006520092870370052
Position 332: 0.0006169692618931079
Position 202: 0.00043445859333832274
Position 356: 0.00032017641498145765
Position 1794: 0.00030642928490131054
Position 59: 0.00019256643215668812
Position 334: 0.00014297513490634572
Position 170: 0.00013615894535598202
Position 50: 0.00010339736471145038
Position 93: 5.981446652886164e-05
Position 188: 3.2979001132159135e-05
Position 112: 2.433645426520378e-05
Position 248: 1.5278307043655006e-05
Position 311: 1.4478021257945458e-05
Position 178: 1.4354578916129497e-05
Position 326: 6.141300296660489e-06
Position 405: 4.846667296276571e-06
Position 30: 2.4774624879145817e-06
Position 83: 1.0798747948797135e-06
Position 73: 6.533774178015117e-07
Position 1611: 1.030497944543364e-07
Position 1037: 1.8351698484075915e-11
Position 118: 5.671215719944084e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.945217676308567
Position 442: 0.849573625724743
Position 1687: 0.7759043887412201
Position 1201: 0.7127673489459909
Position 1233: 0.26835021090971445
Position 1718: 0.17860294572594457
Position 1006: 0.11722931650967193
Position 994: 0.07017910133652307
Position 688: 0.015224968067179042
Position 2025: 0.00907051895275684
Position 620: 0.009005682822502163
Position 1218: 0.005416219219832622
Position 259: 0.0027647348211534166
Position 574: 0.00209753268004351
Position 1537: 0.0015930446516232133
Position 2163: 0.001523658515326885
Position 239: 0.001360497309980027
Position 144: 0.0009340240633447192
Position 1031: 0.000890121728836466
Position 1721: 0.0006215868962679454
Position 1287: 0.0004880712930824882
Position 1058: 0.00048582005876577207
Position 1871: 0.0004603856819899344
Position 1404: 0.00044624380620436805
Position 773: 0.0004188203094527878
Position 319: 0.0004139512544597625
Position 1950: 0.00021830027065924062
Position 311: 0.00018710244272945463
Position 107: 0.00016491665981359724
Position 339: 8.478098664430841e-05
Position 599: 5.9524212715744014e-05
Position 2151: 5.2763170856642876e-05
Position 111: 5.234322820576361e-06
Position 485: 1.3261092296936765e-08
