Gene = Capr
index = 1053
Annotated 5SS: [ 694 1835 2057]
Annotated 3SS: [1651 1889 2135]
SMsplice 5SS: [ 694 1835]
SMsplice 3SS: [1651 2135]
top_k =  100
Partition function (log Z): -7.467993897420249

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9837011063491204
Position 1835: 0.9792290036398267
Position 2057: 0.2161888292172761
Position 1191: 0.03232309603826669
Position 2054: 0.024372298985841805
Position 1480: 0.011065152170621245
Position 1211: 0.006924419709354328
Position 2179: 0.0061044925595448345
Position 445: 0.005805285217149824
Position 2306: 0.004790340154866068
Position 1363: 0.004727318450351727
Position 2021: 0.0018772967480317905
Position 1280: 0.0015433871629637807
Position 1980: 0.0014372528646718014
Position 1413: 0.0012441770729972159
Position 1136: 0.0011894120672500117
Position 700: 0.0006703809460525897
Position 951: 0.000523468139162638
Position 710: 0.00040730033626163337
Position 2094: 0.0003630190701733013
Position 440: 3.614915690507345e-05
Position 944: 3.18068098123429e-05
Position 400: 3.3489895135805466e-06
Position 97: 1.1497646178779127e-06
Position 237: 6.739354123928464e-07
Position 1764: 6.690460641650408e-07
Position 698: 6.347703985015616e-07
Position 600: 5.985582382371703e-07
Position 1843: 5.086987814665106e-07
Position 104: 4.863278837585045e-07
Position 274: 3.958350054109908e-07
Position 171: 2.0306374913267867e-07
Position 598: 6.289820911641948e-08
Position 779: 4.495727306708631e-08
Position 769: 2.1138245912539202e-08
Position 652: 1.641398035404099e-08
Position 771: 5.486440263152338e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1651: 0.9317919634487004
Position 2135: 0.7516034007501099
Position 1889: 0.2836458707962172
Position 4646: 0.04709244259221073
Position 1015: 0.029003910972220225
Position 1001: 0.02341245125415792
Position 4366: 0.021779730333705987
Position 1681: 0.02108696423765037
Position 2295: 0.020298316965630687
Position 843: 0.019699571494936122
Position 3012: 0.01579093009122777
Position 1904: 0.01549992564257327
Position 4686: 0.013955727053994076
Position 4610: 0.012635745748011191
Position 2292: 0.011836712780507491
Position 3168: 0.010111658542445468
Position 4682: 0.009669357660497284
Position 1949: 0.004908936387021837
Position 1605: 0.004368932329032237
Position 5147: 0.003603202726733636
Position 2205: 0.003111915539180305
Position 3402: 0.0029996762536250773
Position 1925: 0.0029847546804451105
Position 3399: 0.0025659700235831453
Position 1261: 0.0025352376014552472
Position 3171: 0.002355485469177166
Position 1686: 0.0022370219176975465
Position 1250: 0.0020602868471053053
Position 3574: 0.001710322712246939
Position 1104: 0.0015586489152751004
Position 869: 0.0013355982469878285
Position 501: 0.0009205264006840484
Position 1035: 0.0009153298006459006
Position 1273: 0.0008223451762509726
Position 1577: 0.0006360445024712822
Position 1539: 0.0006107403913449752
Position 827: 0.0005383732090346472
Position 2202: 0.00047247632358844667
Position 1279: 0.0004222304223043492
Position 2105: 0.0003848418705960938
Position 1051: 0.00024973644050728985
Position 1146: 0.0002414345843788159
Position 1515: 0.00023824309666486265
Position 1305: 0.00020587208361449986
Position 622: 0.0001759173658953287
Position 1368: 0.00016318582074976664
Position 876: 0.00014063813018920857
Position 1413: 9.769478165725324e-05
Position 645: 7.75123353749714e-05
