Gene = MFS3
index = 1267
Annotated 5SS: [ 210 3272 3625]
Annotated 3SS: [2242 3337 3691]
SMsplice 5SS: [ 210 3272 3625]
SMsplice 3SS: [2242 3337 3691]
top_k =  100
Partition function (log Z): 2.685264466949737

Sorted 5' Splice Sites (High to Low Probability):
Position 3272: 0.9982263383300055
Position 3625: 0.9867489677207275
Position 210: 0.40391247662201074
Position 686: 0.39452935500309927
Position 373: 0.20320012277026783
Position 305: 0.17499243786534074
Position 2036: 0.15274131945379546
Position 1742: 0.09330959365836697
Position 1796: 0.04468378999899605
Position 1946: 0.03222493117724015
Position 408: 0.02029913894727624
Position 3984: 0.01707038497344144
Position 3581: 0.009512820389699818
Position 1282: 0.007985141446772115
Position 369: 0.007035412500583233
Position 4094: 0.00503107519592035
Position 404: 0.004549643994325886
Position 1805: 0.0042352097962992455
Position 309: 0.0038227730403868733
Position 521: 0.0033185808180955343
Position 412: 0.0021211358616105565
Position 540: 0.0017096385335536092
Position 1319: 0.001588765826016932
Position 138: 0.0015337072654486457
Position 3304: 0.0013226957616499252
Position 7: 0.0012328327507074876
Position 3970: 0.0009323079295364744
Position 360: 0.000472196365281748
Position 344: 0.00043445397160872084
Position 416: 0.00038479534400174224
Position 4003: 0.0003079381792705446
Position 363: 0.0002902240767515797
Position 414: 0.00024480227424486447
Position 418: 0.00023141111624042275
Position 4001: 0.00015166586270474615
Position 4066: 0.00012390451902354098
Position 4083: 7.883820892049824e-05
Position 4104: 7.847340670081016e-05
Position 2607: 7.841599956361257e-05
Position 70: 6.127622056372507e-05
Position 65: 5.6480295556991236e-05
Position 4098: 1.8362898408933058e-05
Position 4043: 1.3598000027587598e-05
Position 182: 2.0157491134079355e-06
Position 75: 1.640760703901152e-06
Position 3601: 1.5713738980855068e-06
Position 3450: 1.2808112586016291e-06
Position 3586: 1.1868132339467432e-06
Position 3547: 8.532279166529541e-07
Position 3962: 3.059380484015614e-07
Position 3459: 8.581032012338518e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3691: 0.9964840350008284
Position 3337: 0.9937776418110585
Position 2242: 0.9911453776144957
Position 967: 0.1365628525720166
Position 1908: 0.12933501812589696
Position 465: 0.11037550471256102
Position 437: 0.09664808908554433
Position 576: 0.034962209723144504
Position 998: 0.032414446722646206
Position 4055: 0.017639122080206685
Position 1830: 0.016314559660197077
Position 404: 0.011406202184327512
Position 4165: 0.005929802473292244
Position 3342: 0.003167101823328141
Position 3366: 0.002034776642131858
Position 359: 0.0010250885795450128
Position 263: 0.0007254739359092731
Position 3400: 0.0003440748786329306
Position 4069: 0.0001317063917096525
Position 539: 7.312315426009619e-05
Position 4024: 5.177533224610033e-05
Position 4076: 4.7171720457174957e-05
Position 112: 3.775570571846772e-05
Position 4094: 3.5232404740217575e-05
Position 4181: 3.510501129130131e-05
Position 132: 3.43581428103051e-05
Position 293: 3.324102386597381e-05
Position 115: 2.8869398101448295e-05
Position 138: 2.622600107768115e-05
Position 296: 2.3662059675037882e-05
Position 4129: 2.3525780353872218e-05
Position 194: 6.6813148874797885e-06
Position 169: 6.316224289746167e-06
Position 161: 5.885474215106902e-06
Position 248: 5.3972614868877e-06
Position 198: 4.743219322460237e-06
Position 122: 4.2216082658260055e-06
