Gene = CAH2
index = 58
Annotated 5SS: [2555 4548 4837]
Annotated 3SS: [4074 4608 4897]
SMsplice 5SS: [  69 4548 4837]
SMsplice 3SS: [4074 4608 4897]
top_k =  100
Partition function (log Z): 5.563554731579848

Sorted 5' Splice Sites (High to Low Probability):
Position 4837: 0.9999147298179396
Position 4548: 0.9994523867949071
Position 69: 0.8974715508619325
Position 278: 0.07364505830215898
Position 1932: 0.034009924092913375
Position 2555: 0.02222407735697882
Position 4191: 0.021004114673307286
Position 140: 0.015217761466707974
Position 1580: 0.014844623414867525
Position 319: 0.010236632204178853
Position 381: 0.00776835415176716
Position 388: 0.007535403258257765
Position 5163: 0.0073929748467918685
Position 5283: 0.005421714663493634
Position 4728: 0.0035308947093317445
Position 1671: 0.0019486048204407566
Position 4716: 0.0006473876879074025
Position 5398: 0.0005640562599317862
Position 5174: 0.00055246641149941
Position 5646: 0.00017014330112981088
Position 5160: 0.00011191894672387613
Position 999: 8.478807108059755e-05
Position 4684: 7.89604665054846e-05
Position 5139: 4.212161089726745e-05
Position 144: 7.207474986761669e-06
Position 152: 6.0924655910876805e-06
Position 67: 3.0492950144894526e-06
Position 188: 2.3636312685769205e-06
Position 121: 1.4761933585392902e-06
Position 39: 1.3763192889115872e-06
Position 12: 6.983347454900007e-07
Position 75: 5.990700268458692e-07
Position 5: 4.327009240392368e-07
Position 4781: 1.7914967473318078e-07
Position 88: 1.7789330556594875e-07
Position 73: 1.459797121091778e-07
Position 4853: 8.20409810369155e-08
Position 4789: 7.467251343168952e-08
Position 5062: 7.220779343162799e-08
Position 4984: 3.830189064463954e-08
Position 191: 3.480530555564435e-08
Position 4326: 2.658166754642304e-08
Position 4739: 2.268966769481578e-08
Position 5116: 8.945922733147172e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4897: 0.9988761356638409
Position 4074: 0.9609485404047085
Position 4608: 0.9144766561586756
Position 4662: 0.08156827258800357
Position 1723: 0.02536954030684845
Position 4242: 0.02100411467330728
Position 4095: 0.02094013367910176
Position 1303: 0.015178895175176003
Position 3236: 0.014640515225403137
Position 238: 0.011694387268604027
Position 124: 0.011161377487550993
Position 5470: 0.0069714864107353735
Position 5390: 0.006524350569022653
Position 4781: 0.006167946519905296
Position 1266: 0.005857875195758701
Position 1350: 0.0037843133667502487
Position 2097: 0.00335375991500746
Position 692: 0.0030613448823326225
Position 1472: 0.002456733286510462
Position 1744: 0.0015023919439928978
Position 3148: 0.001279408704987765
Position 4592: 0.001086381598715602
Position 4922: 0.0010766720851827067
Position 2633: 0.0010070554138357781
Position 1700: 0.0009252700359262655
Position 3180: 0.0009160185556024221
Position 1670: 0.0007789351669303268
Position 5695: 0.00030032035545638413
Position 4638: 0.0002602971489177711
Position 5482: 0.0002592396898735255
Position 4675: 0.00021912674666453816
Position 5218: 0.0001689619274881374
Position 4963: 4.7191193929766684e-05
Position 5593: 3.096919995664542e-05
Position 5194: 1.8734354172838122e-07
Position 4942: 1.0570467537423847e-09
