Gene = Best2
index = 47
Annotated 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
Annotated 3SS: [2801 4295 4470 4716 5165 5947 7879 8448 8901 9064 9458]
SMsplice 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
SMsplice 3SS: [2801 4115 4470 4716 5165 5947 7879 8448 8901 9064 9458]
top_k =  100
Partition function (log Z): 37.44837011009298

Sorted 5' Splice Sites (High to Low Probability):
Position 6056: 0.9999993522693248
Position 5086: 0.9995066641824778
Position 8120: 0.998974107455139
Position 8995: 0.9986940568122837
Position 9308: 0.9955827969538604
Position 4407: 0.9890963607344584
Position 5295: 0.983791503870626
Position 3166: 0.9614714931443198
Position 8759: 0.9541264603570927
Position 4658: 0.9421267539370197
Position 119: 0.9053114836903652
Position 4218: 0.2585889970053245
Position 3929: 0.24282084756724842
Position 5724: 0.13511610249449485
Position 9726: 0.10188675287708705
Position 3440: 0.09750597454727958
Position 10018: 0.09153833828164608
Position 96: 0.06443787042326424
Position 4652: 0.04884602426864977
Position 7262: 0.03935852834295428
Position 2308: 0.0325017735754452
Position 8687: 0.029999551251430123
Position 5690: 0.021108820815414115
Position 9178: 0.021096459116463035
Position 9750: 0.01966337243966575
Position 7277: 0.016687073486328044
Position 2690: 0.016653180367711636
Position 1212: 0.013403454156898975
Position 5818: 0.012089442494303384
Position 8347: 0.011819778083470256
Position 6818: 0.010963261920349065
Position 3584: 0.010490347787533646
Position 4411: 0.009018195462413219
Position 5286: 0.005748873383578158
Position 5515: 0.0055753817350307384
Position 3428: 0.005320546985583954
Position 496: 0.004703217435269886
Position 8720: 0.004309256398387817
Position 366: 0.004218879328176251
Position 5719: 0.004026410540695603
Position 3871: 0.0035877030687160006
Position 9355: 0.0025503891697612933
Position 9173: 0.002507232525177697
Position 8709: 0.002323977684996119
Position 326: 0.002287330944804173
Position 5663: 0.0021348008079021797
Position 8763: 0.001968778373864814
Position 1049: 0.0014950508688970515
Position 2253: 0.0012523402548178808
Position 4650: 0.001159754780962083
Position 9772: 0.0009260000794005431
Position 5433: 0.0008949427645259702
Position 4433: 0.0004442526621564572
Position 6486: 0.00040742117395120456
Position 5059: 0.000397725713117738
Position 6522: 0.00032913783439946165
Position 8999: 0.00011511826117471504
Position 552: 6.937139797268754e-05
Position 9335: 4.022542320862849e-05
Position 9126: 3.7390414940278934e-05
Position 8148: 2.9424812048354593e-05
Position 5036: 2.6090107394282445e-05
Position 5005: 2.5330839950756738e-05
Position 5074: 7.184829940174032e-06
Position 335: 3.6858036188826313e-06
Position 115: 2.763088822618071e-06
Position 5039: 2.496375519792705e-06
Position 4804: 2.201825395443785e-06
Position 9251: 1.9835935258819045e-06
Position 6093: 6.477306699386467e-07
Position 4570: 2.9177080173828376e-08
