Gene = dib
index = 1670
Annotated 5SS: [ 598 1340 1597]
Annotated 3SS: [ 737 1398 1682]
SMsplice 5SS: [ 598 1340 1597 1818]
SMsplice 3SS: [ 737 1398 1682 1939]
top_k =  100
Partition function (log Z): 0.16870401695281623

Sorted 5' Splice Sites (High to Low Probability):
Position 1340: 0.9845727663005825
Position 1597: 0.9355626632776325
Position 598: 0.8721523682305191
Position 1818: 0.6459298819601724
Position 641: 0.06532790339609308
Position 971: 0.04086077637794498
Position 1046: 0.03804650012432186
Position 1804: 0.03133004139688169
Position 622: 0.0274047689164275
Position 148: 0.017965085707994148
Position 1013: 0.012002120807408454
Position 2037: 0.009445346445414293
Position 1346: 0.008980750749482139
Position 1812: 0.007399178782276379
Position 221: 0.005213486381720333
Position 676: 0.004210049003702412
Position 447: 0.003774501617315326
Position 986: 0.002643243707317283
Position 2078: 0.002629698313335809
Position 1043: 0.002418176510055136
Position 1493: 0.0012478637567255046
Position 1629: 0.0011878792415745993
Position 981: 0.0008342151105464352
Position 942: 0.0006900537979870921
Position 959: 0.0005658046962506857
Position 602: 0.0004943429163728142
Position 1038: 0.0004070512552988914
Position 1344: 0.00034952423055632017
Position 475: 0.0002546759820534925
Position 284: 0.00023515806197374985
Position 550: 0.00022826987686100925
Position 498: 0.00022201302632464585
Position 1317: 0.00016437309182208972
Position 1529: 0.000149304525561925
Position 1423: 0.00011854767025552526
Position 553: 0.00011166650620308867
Position 418: 0.00010082115399212572
Position 433: 8.741261298101986e-05
Position 477: 8.14775892339334e-05
Position 281: 7.331520763858554e-05
Position 243: 6.843914115786754e-05
Position 1283: 5.800653543073402e-05
Position 1139: 3.6874950037960376e-05
Position 1277: 3.50217372195084e-05
Position 1496: 2.9971397809313294e-05
Position 107: 1.3447499008071989e-05
Position 35: 1.0492788845989875e-05
Position 1876: 7.0288152988857785e-06
Position 428: 6.862974571758152e-06
Position 1863: 6.620845986506681e-06
Position 1516: 4.705075009476568e-06
Position 507: 2.620065405837829e-06
Position 628: 1.991502201374838e-06
Position 1093: 1.7806758560915585e-08
Position 489: 1.4778842407133906e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.9911904019111633
Position 1682: 0.9314032927936122
Position 737: 0.8471200957655949
Position 1939: 0.3854618583975794
Position 1124: 0.21095757143450028
Position 1963: 0.137646032381887
Position 1898: 0.10487187200211179
Position 1919: 0.03906429053093193
Position 2096: 0.014690610319059987
Position 772: 0.010955944815917645
Position 863: 0.006318137052569446
Position 2120: 0.005805344852475834
Position 2226: 0.005584420634001772
Position 1038: 0.003773493975150815
Position 787: 0.003616355740409213
Position 1382: 0.0031359539578097485
Position 269: 0.0030329163870428193
Position 2007: 0.0026293357596278316
Position 258: 0.0023711631476999997
Position 2196: 0.0018626298829864066
Position 1416: 0.001764076058026404
Position 1985: 0.001649798887495122
Position 2032: 0.0015141928845317152
Position 296: 0.0013244678509466373
Position 1474: 0.0011173733574302907
Position 2099: 0.0010280876643047306
Position 1641: 0.0009370839141797029
Position 703: 0.0006597645483792231
Position 644: 0.0006288890333255126
Position 1144: 0.0006178739579038896
Position 335: 0.0006129783992085849
Position 2238: 0.0004885457920852551
Position 2169: 0.0003580510454821925
Position 196: 0.0003126813251938391
Position 303: 0.0003051633700328406
Position 215: 0.0002859341844502306
Position 1595: 0.00020318425896353207
Position 446: 8.412750318458677e-05
Position 207: 7.072804603114842e-05
Position 1711: 5.295268478153599e-05
Position 1443: 4.859003462598553e-05
Position 1426: 4.630275751665284e-05
Position 537: 4.3069115904425276e-05
Position 221: 2.870454225176809e-05
Position 340: 2.7315550245489504e-05
Position 498: 1.9966103500036112e-05
Position 1770: 1.3600855975533269e-05
Position 320: 1.0879181893589897e-05
Position 455: 7.78293691263875e-06
Position 684: 1.3066434986362735e-06
