Gene = gogo
index = 1718
Annotated 5SS: [  373 15446 17481 17950 22147 23618 23848 24197 24686]
Annotated 3SS: [14985 16262 17818 21915 23328 23682 23910 24246 24767]
SMsplice 5SS: [  373 17950 18509 22147 23618 23848 24197 24686]
SMsplice 3SS: [17818 18411 21915 22365 23682 23910 24246 24767]
top_k =  100
Partition function (log Z): -24.503442588668747

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.7439653214366934
Position 1844: 0.721454753683849
Position 1103: 0.4959617692165995
Position 1448: 0.1954677413318798
Position 669: 0.18746732695927582
Position 522: 0.09235233121814786
Position 856: 0.0344680466424738
Position 182: 0.01465288945157149
Position 1482: 0.0074282856707506666
Position 1351: 0.005692598931180289
Position 865: 0.0055253302707701495
Position 1018: 0.0043932193506198685
Position 273: 0.0032473839638510714
Position 286: 0.002857348977273262
Position 1092: 0.0016002748964095885
Position 340: 0.0015064444083549395
Position 426: 0.0011748009951411526
Position 23: 0.0009358471290076616
Position 584: 0.0007795141395491221
Position 105: 0.0007210475413932424
Position 582: 0.0006337376579440075
Position 1097: 0.0004779294238718724
Position 431: 0.0002947008960653443
Position 19: 0.00024031899177482925
Position 196: 0.00016229077152077518
Position 73: 0.00010448080144012518
Position 27: 9.605797458893666e-05
Position 278: 7.922024596683794e-05
Position 114: 7.772729734438545e-05
Position 377: 7.564135771182968e-05
Position 121: 7.464826616571534e-05
Position 144: 6.955803729036257e-05
Position 226: 5.608249993903328e-05
Position 382: 5.552317390405356e-05
Position 291: 4.378396745942018e-05
Position 338: 2.5762418355779844e-05
Position 243: 2.333102052719376e-05
Position 33: 8.156611219388365e-06
Position 13: 4.878504316592315e-06
Position 4030: 4.002112587764131e-06
Position 5086: 3.570615161893585e-06
Position 3789: 3.3071565796094563e-06
Position 128: 2.1343586033833257e-06
Position 3798: 1.9942180238291095e-06
Position 396: 1.4289413910342857e-06
Position 265: 4.5116471645946093e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14985: 0.9999925469315848
Position 1180: 0.5304087686735431
Position 901: 0.37549361059181485
Position 1577: 0.19637139616635332
Position 482: 0.18555408198105747
Position 702: 0.13139679839464627
Position 1814: 0.047716202293676
Position 1647: 0.025721342042755224
Position 1408: 0.018412152907072522
Position 1008: 0.0040160693460761275
Position 1201: 0.0023374995150088423
Position 853: 0.001933872112071033
Position 1292: 0.0009503785146847184
Position 76: 0.0009454442336527432
Position 330: 0.0009098902524807405
Position 396: 0.0008993550737567508
Position 343: 0.00048376961966849343
Position 582: 0.0004161151209375779
Position 186: 0.0001546788683047102
Position 521: 0.000134821582867329
Position 3684: 6.222188535878284e-06
Position 3915: 5.301374603438567e-06
Position 195: 4.767637022334454e-06
Position 4184: 4.002112587764155e-06
Position 5430: 3.5706151618935795e-06
Position 2414: 2.268458921393481e-07
Position 2297: 7.301710796751468e-08
Position 1512: 3.6686338770998754e-08
