Gene = holn1
index = 1730
Annotated 5SS: [195 447]
Annotated 3SS: [253 511]
SMsplice 5SS: [195 447]
SMsplice 3SS: [253 511]
top_k =  100
Partition function (log Z): 2.1881993086498075

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9987600888246397
Position 447: 0.984989113230929
Position 681: 0.13589826173840563
Position 22: 0.022648300006385257
Position 422: 0.006088372279686932
Position 441: 0.004732316641956924
Position 832: 0.0022152595396894336
Position 1114: 0.0018024362102910102
Position 324: 0.0012815987676720274
Position 1106: 0.0004628319251264952
Position 629: 0.0003778413270606708
Position 127: 7.0672618629113405e-06
Position 209: 6.703915737506977e-06
Position 318: 5.596817152384216e-07
Position 471: 2.936246641300367e-07
Position 297: 2.6665215038723814e-07
Position 379: 2.157746209197128e-07
Position 67: 9.46069302666533e-08
Position 38: 5.031817609945045e-08
Position 72: 5.015569834632397e-09
Position 79: 4.5378558357957325e-09
Position 306: 2.017886143225339e-10
Position 225: 2.366692400444785e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 253: 0.9981581476544761
Position 511: 0.981088902371001
Position 914: 0.06370424033683611
Position 757: 0.022768239116706
Position 67: 0.021132499370089704
Position 751: 0.015323672022117565
Position 523: 0.013184080538631383
Position 1174: 0.008092278640935648
Position 826: 0.006258601169667544
Position 769: 0.005856432132069808
Position 992: 0.005018593986110641
Position 730: 0.004065282720860939
Position 802: 0.0039003751293967943
Position 932: 0.0016476625180346226
Position 712: 0.0012340304376152592
Position 494: 0.001200860234295815
Position 1266: 0.0008972867096336683
Position 104: 0.0007274443331063376
Position 869: 0.0005803081530509057
Position 344: 0.00046141795410551323
Position 1277: 0.00046130702680904245
Position 271: 0.00041496495119766895
Position 1078: 0.00041396489472997225
Position 966: 0.0004108969077513721
Position 724: 0.00039980579990381206
Position 890: 0.00032022672182511596
Position 79: 0.0003060323329952842
Position 526: 0.00028418971853550536
Position 1021: 0.0002466714626100872
Position 778: 0.0001839861890454957
Position 1264: 0.0001576540576952614
Position 401: 9.653072476056494e-05
Position 123: 7.218600090363049e-05
Position 108: 6.819168244452485e-05
Position 147: 3.690719449456132e-05
Position 398: 2.943222953750213e-05
Position 281: 2.0255670784351765e-05
Position 323: 1.3332995051085428e-05
Position 375: 1.123499742950688e-05
Position 548: 8.025033635558543e-06
Position 115: 4.285902140472222e-06
Position 574: 2.9632324762435236e-06
Position 127: 2.8283706049842552e-06
Position 348: 1.199692395079945e-06
Position 435: 8.45138885265785e-07
Position 290: 6.322172192206923e-07
Position 571: 6.16047614287364e-07
Position 172: 5.773584301206602e-07
Position 135: 5.398979591520484e-07
Position 577: 5.038819134122422e-07
Position 293: 3.3316147045026444e-07
Position 174: 9.932751993670286e-08
Position 133: 8.276511696150352e-08
Position 98: 2.2252740874775907e-08
Position 554: 7.070644845001503e-10
Position 194: 1.0851609547758331e-11
