Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  100
Partition function (log Z): -4.630844509913303

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9983605199839729
Position 939: 0.18460493734308162
Position 1047: 0.041624503587990414
Position 167: 0.0236764873418775
Position 489: 0.016634368311918866
Position 34: 0.008701357256488546
Position 439: 0.0044288258406772795
Position 1041: 0.0018946845403355445
Position 444: 0.001712164888527805
Position 14: 0.00158291268573732
Position 55: 0.0014673411186737846
Position 836: 0.0014000104170382318
Position 21: 0.0010862839200667625
Position 603: 0.0007715410055871201
Position 1038: 0.0006948906899229028
Position 43: 0.0005980819924348605
Position 1344: 0.0005937639756688585
Position 69: 0.0005269046746086234
Position 293: 0.00028809436447781937
Position 763: 0.000279722228216081
Position 262: 0.0002457735280346384
Position 812: 0.00023086095008887646
Position 496: 0.0002150184272027447
Position 618: 0.00019721560514836684
Position 569: 0.00019271999562102578
Position 72: 0.00015639035292439266
Position 323: 6.180572604498541e-05
Position 849: 5.6602095065952985e-05
Position 469: 4.353260560565697e-05
Position 274: 7.346809629187357e-06
Position 190: 4.838136106885865e-06
Position 196: 4.1461809642435574e-07
Position 251: 1.524735832464237e-07
Position 298: 1.2799968213897216e-07
Position 363: 3.539728276527003e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.9771174230867999
Position 1137: 0.14739633039307704
Position 1563: 0.054657709913580835
Position 992: 0.030782551253746564
Position 214: 0.021618256145533223
Position 741: 0.020138297507385793
Position 101: 0.012927128754255732
Position 352: 0.007150157325470888
Position 904: 0.004317077311412825
Position 901: 0.004282826292938805
Position 1117: 0.0026817511030682575
Position 507: 0.0014080202058134915
Position 1608: 0.0012810234709391209
Position 1215: 0.0012018920689741452
Position 241: 0.0011947152095634008
Position 1361: 0.0010452652842254048
Position 1218: 0.000983681242217058
Position 152: 0.0005962065225861547
Position 422: 0.0005505382586978029
Position 1172: 0.00048103393974451713
Position 110: 0.00021319048077473603
Position 72: 0.00012272145805953543
Position 865: 5.6548065988150194e-05
Position 69: 5.3083075354224725e-05
Position 592: 4.323578362136832e-05
Position 166: 3.4402823987154455e-05
Position 232: 3.1644258018963388e-06
Position 262: 1.0632771095176317e-06
Position 127: 9.043491375866298e-07
