Gene = Rint1
index = 1427
Annotated 5SS: [ 250 1133 1417 2264]
Annotated 3SS: [ 304 1190 1470 2339]
SMsplice 5SS: [ 250 1133 2264]
SMsplice 3SS: [ 304 1190 2339]
top_k =  100
Partition function (log Z): -0.6999220807317383

Sorted 5' Splice Sites (High to Low Probability):
Position 1133: 0.9378272752132905
Position 2264: 0.9057963076472736
Position 250: 0.9051421353351685
Position 1417: 0.25555264026885954
Position 485: 0.12165862413784119
Position 52: 0.09928395823053057
Position 1110: 0.060291578929423655
Position 235: 0.026370700098340704
Position 938: 0.0194883598207384
Position 935: 0.017546366922284215
Position 1758: 0.009078644556910624
Position 1334: 0.007995290321986868
Position 208: 0.007624891575470587
Position 644: 0.006899090130180905
Position 368: 0.006701656771939469
Position 4: 0.0066943499847191635
Position 593: 0.005041971340959659
Position 49: 0.004444097834302485
Position 2037: 0.0029464549909263495
Position 641: 0.0025894649878235947
Position 1365: 0.0010775543365240028
Position 1382: 0.000558158366093924
Position 1316: 0.00031770236436481415
Position 17: 0.00010019917997298044
Position 914: 6.855790856580037e-05
Position 63: 5.354516276855323e-06
Position 56: 4.706852419467094e-06
Position 83: 4.08668010197421e-06
Position 1073: 4.059808121334489e-06
Position 240: 1.3371857028269414e-06
Position 145: 1.6374634090336165e-07
Position 135: 1.4300714001518318e-07
Position 86: 3.312174316852626e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1190: 0.997456073563465
Position 304: 0.9369608222459264
Position 2339: 0.9056812877044601
Position 1470: 0.2506188833270653
Position 989: 0.16910169811890544
Position 118: 0.09767598544009651
Position 1502: 0.010481418945496288
Position 92: 0.008100811864063216
Position 1990: 0.00755649574195125
Position 2017: 0.005181427338163261
Position 872: 0.004606441026942493
Position 2112: 0.002946454990926352
Position 667: 0.0028649227748199146
Position 274: 0.0018362915141435189
Position 1090: 0.0017985290318637075
Position 2358: 0.0015987740640775322
Position 367: 0.0013063511904194884
Position 1076: 0.0011884595454871652
Position 557: 0.0010028695545067716
Position 325: 0.0008384088427866427
Position 1640: 0.0006729676039298222
Position 529: 0.00043071517341448603
Position 125: 0.00041852962925569725
Position 361: 0.0003576525786981284
Position 538: 0.0002938354308101464
Position 145: 8.20141056999363e-05
Position 68: 5.710787548309077e-05
Position 182: 3.053090697865403e-07
Position 174: 2.245692759094173e-07
Position 212: 6.70306188852161e-08
Position 186: 3.8475307337858904e-08
Position 235: 2.3809855043295586e-08
Position 135: 2.0817517823848577e-08
Position 316: 6.937835715860928e-09
