Gene = kin17
index = 1739
Annotated 5SS: [1062]
Annotated 3SS: [1133]
SMsplice 5SS: [1062]
SMsplice 3SS: [1133]
top_k =  100
Partition function (log Z): -5.036643179448578

Sorted 5' Splice Sites (High to Low Probability):
Position 1062: 0.9930743929794281
Position 105: 0.010039552001029689
Position 21: 0.00782032187829297
Position 925: 0.003501308639598653
Position 471: 0.002250459251990676
Position 500: 0.0018361234987790032
Position 1395: 0.0007111964174916079
Position 167: 0.00066530530165687
Position 1053: 0.0005758784045226201
Position 1362: 0.0002616758046732214
Position 996: 0.00023578392119404996
Position 109: 0.00019340483805210172
Position 444: 0.00011888935687210657
Position 1365: 0.00011314560040599898
Position 845: 0.0001076524145089804
Position 179: 8.806477785436972e-05
Position 1287: 7.015809905546114e-05
Position 1245: 5.3790572710901915e-05
Position 1349: 4.397584390829755e-05
Position 215: 4.2402478193276885e-05
Position 1267: 2.873447512481153e-05
Position 930: 2.7064441023466438e-05
Position 338: 2.622550385329112e-05
Position 668: 2.5976316114217386e-05
Position 380: 2.428511318276292e-05
Position 933: 2.2861722505865856e-05
Position 148: 1.6988565915873652e-05
Position 1025: 1.4859716383906018e-05
Position 965: 1.4035485467810649e-05
Position 1296: 1.2922028607726476e-05
Position 8: 7.0025550774564865e-06
Position 449: 2.1681192703291998e-08
Position 434: 1.3120524738380121e-08
Position 233: 1.1623891180932369e-08
Position 731: 9.008713113673574e-09
Position 801: 8.728881074155582e-09
Position 984: 7.076340294264665e-09
Position 1107: 4.97533466120379e-09
Position 60: 1.5675607919438222e-09
Position 248: 5.124458688230555e-10
Position 747: 1.5247002324990735e-10
Position 119: 1.2797517469797485e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1133: 0.9985935721900971
Position 81: 0.007291512166118519
Position 155: 0.003588656811997228
Position 523: 0.0025901259702101093
Position 158: 0.0019043058512828938
Position 981: 0.0017446537776560963
Position 289: 0.0008786227859372637
Position 835: 0.0007155224405788474
Position 768: 0.0006909281716572517
Position 1443: 0.0006374094240605235
Position 1106: 0.0006112645190824835
Position 1006: 0.0005645458091441438
Position 1427: 0.0005513633194182268
Position 789: 0.0004266566900904019
Position 1145: 0.00041733873070973264
Position 528: 0.00028037961477516863
Position 1169: 0.00024914428205433174
Position 295: 8.572484642387655e-05
Position 176: 8.41625548258983e-05
Position 1492: 7.378699343108486e-05
Position 1362: 3.32609250691095e-05
Position 1399: 1.1403179618183988e-05
Position 551: 4.8946028188218684e-08
Position 614: 4.448016657856524e-08
Position 617: 4.443557191733334e-08
Position 563: 3.766280023912016e-08
