Gene = mfr
index = 1789
Annotated 5SS: [ 794 1225 1407 1650 2148 3459 3684 4950 5148 5607 5853 6254 6413]
Annotated 3SS: [ 865 1282 1471 1698 2199 3511 3736 5010 5424 5731 5962 6311 6476]
SMsplice 5SS: [ 348  794 1225 2148 3459 3684 4950 5148 5607 5883 6254 6413]
SMsplice 3SS: [ 460  865 1282 2199 3511 3736 5010 5424 5731 5962 6311 6528]
top_k =  100
Partition function (log Z): 13.99419768255244

Sorted 5' Splice Sites (High to Low Probability):
Position 6254: 0.9860028125377528
Position 1225: 0.957087640676056
Position 3684: 0.9503586473109294
Position 794: 0.9398448052339172
Position 5148: 0.9035907619322361
Position 4950: 0.8721578529200791
Position 5607: 0.8543485279107945
Position 2148: 0.7935640527762645
Position 3459: 0.7929257432220501
Position 1650: 0.7343619018887602
Position 6413: 0.7084569388984732
Position 5883: 0.6035250974761834
Position 348: 0.5926716235947902
Position 5853: 0.38067866075357865
Position 1407: 0.26075471505050013
Position 291: 0.09694773885624829
Position 5518: 0.09606959612378853
Position 282: 0.08615368781232464
Position 359: 0.04006784840688989
Position 5167: 0.039557124899914115
Position 1196: 0.03699442431168448
Position 1386: 0.03562646184718796
Position 715: 0.028205747189532882
Position 199: 0.026871290052236815
Position 248: 0.024593464113385817
Position 362: 0.02152671145225835
Position 295: 0.01987596742195988
Position 2105: 0.01384347877068163
Position 6132: 0.012166409619289451
Position 1318: 0.012135632714558097
Position 3468: 0.01109891313008741
Position 6103: 0.009703106607736453
Position 796: 0.006759799666330419
Position 93: 0.005484636685510233
Position 415: 0.0041160458323534896
Position 4461: 0.0037890533130245417
Position 5877: 0.003103556689687604
Position 6112: 0.0027295631917946027
Position 3923: 0.0023546846455879027
Position 1351: 0.0016483148010920643
Position 692: 0.0015149959580069187
Position 1391: 0.0010680518483713328
Position 184: 0.0010011229017357804
Position 6210: 0.0008849698289067171
Position 719: 0.0006505882895769319
Position 6260: 0.0006106079172572243
Position 268: 0.0004008984674682842
Position 965: 0.0003329813289113827
Position 815: 0.00024295400829293693
Position 800: 0.00020034765173372889
Position 962: 0.00015327447671529586
Position 888: 0.00012941020154730795
Position 946: 0.00011072016180666808
Position 4481: 9.449113001649573e-05
Position 115: 8.974483798582097e-05
Position 1189: 7.018281226640134e-05
Position 528: 6.566606712274132e-05
Position 131: 5.392316608249417e-05
Position 1229: 4.611627033943086e-05
Position 1237: 4.103744708727155e-05
Position 101: 7.770215800879679e-06
Position 993: 1.103354193568772e-06
Position 48: 2.4476918574759503e-07
Position 5: 1.2998658025893694e-07
Position 156: 1.0579251399864362e-07
Position 134: 5.8916942536532565e-08
Position 642: 1.0763475230804417e-08
Position 698: 5.020541585251719e-09
Position 66: 8.292188621549754e-10
Position 21: 2.2759978254243331e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5424: 0.9896131433566131
Position 3511: 0.9880373672613308
Position 5962: 0.9777604643011322
Position 865: 0.9652890347692711
Position 6311: 0.9374850565724961
Position 5010: 0.8624166626932308
Position 5731: 0.8409296749445343
Position 460: 0.8204139940918889
Position 2199: 0.8137098567935911
Position 1282: 0.6737312522149737
Position 3736: 0.5843221190967068
Position 6528: 0.5536943019935807
Position 1471: 0.4631524899422211
Position 1698: 0.45242701999164736
Position 3754: 0.17657870297312203
Position 6476: 0.1581232731816468
Position 4336: 0.14179800304248846
Position 1811: 0.09098161572410117
Position 5790: 0.08682033306240203
Position 1455: 0.0730370510317274
Position 641: 0.0664129780871785
Position 1450: 0.05625201225817099
Position 1266: 0.03397059039999043
Position 6479: 0.027728892406944778
Position 6034: 0.021367169908982277
Position 6323: 0.019809934286927573
Position 415: 0.018148418194604807
Position 6175: 0.015537592698003174
Position 5678: 0.014988468415708486
Position 597: 0.012377945208262747
Position 993: 0.006971337605665767
Position 3807: 0.0054766439036211464
Position 1318: 0.004581311654337299
Position 6181: 0.004089755434449623
Position 5446: 0.0030873067798270603
Position 773: 0.00301148383458897
Position 3746: 0.0024020567247391845
Position 6151: 0.0022033769362586244
Position 5687: 0.0018196403092467055
Position 6302: 0.0014974491892181783
Position 1027: 0.001297056882016571
Position 464: 0.0012213084749541994
Position 2250: 0.001087239488567449
Position 5208: 0.0009975025128091672
Position 1006: 0.0006322399596917635
Position 1367: 0.000575627040644279
Position 1129: 0.000496999562694483
Position 6544: 0.0003847759016849236
Position 168: 0.00021481034953790072
Position 965: 0.00017896216061877136
Position 557: 0.00014753760510761158
Position 525: 0.00011752512839263134
Position 268: 5.5339045567863346e-05
Position 248: 5.236091336666229e-05
Position 198: 6.509595408169292e-06
Position 328: 2.071257001970566e-06
Position 228: 9.078312975270504e-07
