Gene = Ance-3
index = 21
Annotated 5SS: [  526  1181  1840  2137  2926  3356  3521 40133]
Annotated 3SS: [  673  1680  1895  2200  3251  3421 39991 40539]
SMsplice 5SS: [  526   879  1181  1840  2137  2926  3356  3521 40133]
SMsplice 3SS: [  673  1006  1680  1895  2200  3251  3421 39991 40539]
top_k =  100
Partition function (log Z): -1.593055304183744

Sorted 5' Splice Sites (High to Low Probability):
Position 3521: 0.999999999390026
Position 1840: 0.9971578956029272
Position 2137: 0.994831148614853
Position 526: 0.9945303423697751
Position 3356: 0.9921521688032645
Position 2926: 0.9433993842333648
Position 1181: 0.8917650644284223
Position 879: 0.5857374188238322
Position 2317: 0.30517877920239567
Position 2557: 0.1209200924130711
Position 2672: 0.11880520980578334
Position 2400: 0.1166741461661922
Position 1464: 0.08104460338733083
Position 3159: 0.04787755660137362
Position 935: 0.046940343615298974
Position 810: 0.036578241523786276
Position 901: 0.02607184778385738
Position 926: 0.025442594255618185
Position 741: 0.02074022276691497
Position 766: 0.01620649124333921
Position 2246: 0.015192680479082338
Position 2618: 0.013159377813943881
Position 1154: 0.009740078442176264
Position 1185: 0.009452660983939275
Position 3363: 0.0072125134010066535
Position 756: 0.006032991291705273
Position 76: 0.00585665401612065
Position 731: 0.0051092777828962415
Position 1279: 0.0035975551892415535
Position 40: 0.0033780081672458635
Position 530: 0.003008431319239201
Position 2130: 0.0029928402006647852
Position 61: 0.0026624044368236026
Position 2141: 0.0017190473522136764
Position 70: 0.0016029975271044364
Position 1873: 0.0012330213684867471
Position 485: 0.0012320290310853343
Position 33: 0.000902164262247794
Position 1283: 0.0006456254660992274
Position 3368: 0.0006107369883763825
Position 491: 0.000599486655925685
Position 65: 0.000586448459716415
Position 854: 0.00041618476903245566
Position 219: 0.0003784314676022473
Position 1828: 0.0002990131588052859
Position 59: 0.00026394890909391263
Position 181: 0.00020411010351983766
Position 290: 0.00015047987426659574
Position 161: 0.00012539563512354668
Position 96: 0.00011684518193009205
Position 159: 0.00010641346707332752
Position 308: 9.491626764969887e-05
Position 618: 8.2510645660045e-05
Position 153: 7.744275359076985e-05
Position 292: 6.1011555375047386e-05
Position 211: 4.1536610225778826e-05
Position 3360: 2.4580807331577518e-05
Position 2121: 2.031251615449192e-05
Position 338: 1.4220662756826446e-05
Position 2321: 1.1309428203859098e-05
Position 382: 5.970743117225553e-06
Position 1801: 7.473080541910055e-07
Position 2089: 2.0201191414437412e-07
Position 2109: 1.881151537292608e-07
Position 16: 5.225368839973879e-08
Position 6165: 2.257808801783142e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 22928: 0.999961803785621
Position 3421: 0.998145817053232
Position 3251: 0.9974883392013868
Position 673: 0.9789361179634123
Position 2200: 0.9464851663210463
Position 1680: 0.8977067701810404
Position 1006: 0.49069091794848335
Position 1895: 0.4464526108332073
Position 2449: 0.3607062827340282
Position 2742: 0.2959575196818545
Position 985: 0.27254985053180547
Position 1936: 0.24191713157726327
Position 1961: 0.14520989534755457
Position 1994: 0.09170491906669533
Position 1695: 0.07547597890041674
Position 1958: 0.06946392457568333
Position 3045: 0.04121882555556094
Position 798: 0.021477913229003127
Position 1657: 0.0193985128708129
Position 2595: 0.014013785760031665
Position 2796: 0.010431984409433626
Position 375: 0.009008521500140835
Position 3069: 0.008607555241034346
Position 146: 0.004972190769704737
Position 2368: 0.0028408641388927916
Position 1970: 0.0027056314758378297
Position 2259: 0.0027032736871151347
Position 1595: 0.0020475509736784373
Position 1713: 0.001891622637429882
Position 3423: 0.0018541829412059712
Position 1391: 0.0012860332843190225
Position 320: 0.0010197838476266314
Position 1373: 0.000979621415448505
Position 1036: 0.0008309282997830445
Position 2062: 0.0007258249615627088
Position 1512: 0.0006278744365583423
Position 290: 0.000569955188598735
Position 872: 0.0005385070500184189
Position 682: 0.0004626883353813258
Position 1916: 0.0003390536460340737
Position 1778: 0.0002492287321580561
Position 1399: 0.00021376709466499938
Position 3230: 0.00018977215422844718
Position 2993: 0.00018054126414732323
Position 326: 0.00014516004885946918
Position 217: 0.00013456963675284085
Position 2220: 0.0001288878319051705
Position 756: 0.00012482019989310452
Position 381: 9.953266120404679e-05
Position 347: 4.681079172451483e-05
Position 484: 4.5636980166501486e-05
Position 181: 3.06821805889713e-05
Position 14643: 2.934774751738642e-05
Position 626: 2.3538158867949348e-05
Position 265: 1.0227478540681376e-05
Position 13806: 7.696271181924278e-06
Position 96: 6.763088985705558e-06
Position 2517: 1.1631276723303235e-06
Position 1054: 9.64981375947582e-07
Position 875: 4.1253246747708824e-07
Position 11096: 3.4201457925606596e-07
Position 9534: 3.280754384745497e-07
Position 10530: 1.9374420606932064e-07
Position 10347: 1.1805158127649037e-07
Position 8580: 9.47227921861271e-08
Position 8540: 2.342511098026574e-08
Position 8416: 2.0431419918301132e-08
Position 8685: 1.712033263748553e-08
Position 6735: 5.267950316149848e-09
Position 6069: 4.212140747844368e-09
Position 6226: 4.0170646983708045e-09
Position 6255: 1.1907426413055836e-09
Position 4270: 4.630015715659782e-10
Position 4367: 4.428152766515644e-10
Position 3599: 3.1619575377500757e-10
Position 5186: 1.9999706135722421e-10
Position 4105: 9.388404146048177e-11
Position 4231: 5.4269284941385056e-11
Position 3443: 5.412977411013973e-12
Position 3450: 8.208082158393347e-14
Position 3428: 3.860310564889403e-14
Position 3462: 6.2932232792190004e-15
Position 3467: 5.292260969419657e-16
