Gene = CycY
index = 1115
Annotated 5SS: [  56 2187]
Annotated 3SS: [1097 2280]
SMsplice 5SS: [2187]
SMsplice 3SS: [2303]
top_k =  100
Partition function (log Z): -8.279850389576527

Sorted 5' Splice Sites (High to Low Probability):
Position 2187: 0.9721720199237415
Position 56: 0.3822565081990706
Position 1281: 0.23630043816879195
Position 630: 0.09782295709131594
Position 3588: 0.08422136708411708
Position 147: 0.06823600414510309
Position 472: 0.03419711510719678
Position 686: 0.025486645140316184
Position 855: 0.024895035189024754
Position 316: 0.020443527852045403
Position 2660: 0.01602623275911825
Position 550: 0.01211303848042742
Position 3003: 0.01109587268262231
Position 738: 0.01101430987593471
Position 869: 0.00827050336488467
Position 3145: 0.008103059493913534
Position 294: 0.006894965942954589
Position 204: 0.004919714910666476
Position 2999: 0.004134171852885456
Position 334: 0.0037356355810416824
Position 3592: 0.003724328424332825
Position 928: 0.0029616256680181845
Position 752: 0.0026627765300413406
Position 194: 0.0016816474638659431
Position 776: 0.000398653575763292
Position 263: 0.00031571338506589434
Position 637: 1.2703999770770285e-05
Position 93: 7.436212573027692e-06
Position 102: 4.613183896134112e-06
Position 95: 1.0359094788562798e-06
Position 104: 7.636171121805966e-08
Position 408: 1.0405961175974754e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1097: 0.5405931289877395
Position 2303: 0.35514071303230405
Position 3406: 0.31597594963582626
Position 2280: 0.3075556917272919
Position 2002: 0.15660856144310198
Position 3671: 0.08959899966768745
Position 1936: 0.08865058521260433
Position 197: 0.04918935487271401
Position 2083: 0.02805446568301377
Position 3395: 0.022398293894022654
Position 2249: 0.02177475325660791
Position 1471: 0.014744481717986068
Position 698: 0.012426615739986085
Position 794: 0.010432300890311932
Position 2334: 0.00861052946044274
Position 967: 0.0066808733235467
Position 615: 0.0033409202434662643
Position 1383: 0.0031468411866775827
Position 910: 0.0028690816939695232
Position 2727: 0.002133418586316628
Position 686: 0.0020279748782170777
Position 984: 0.0005575467486790617
Position 855: 0.0004680165085856274
Position 658: 0.00045209686311089577
Position 328: 0.00032672690978700816
Position 360: 0.0002425550656654329
Position 223: 9.858045136070529e-05
Position 450: 4.131802052807763e-06
Position 541: 3.6792204182520203e-06
Position 417: 2.875262156638981e-06
