Gene = ninaC
index = 1818
Annotated 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4474 5244 5725 6054]
Annotated 3SS: [ 682 1081 2003 3009 3361 3700 4053 4258 4419 5055 5308 5776 6104]
SMsplice 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4596 5244 5725 6054]
SMsplice 3SS: [ 228 1081 2003 3144 3361 3700 4053 4258 4419 5055 5308 5776 6104]
top_k =  100
Partition function (log Z): 52.94656490226959

Sorted 5' Splice Sites (High to Low Probability):
Position 1946: 0.9999826741002051
Position 5244: 0.999976291579956
Position 987: 0.9972964749403971
Position 4204: 0.9962482339281868
Position 3634: 0.9950721377034061
Position 4357: 0.9948133615074369
Position 5725: 0.9920724410716101
Position 6054: 0.9859636411461188
Position 164: 0.9257645557787081
Position 2942: 0.892342400077339
Position 3988: 0.8796663774821143
Position 4596: 0.7738362169278823
Position 3303: 0.7479730986791036
Position 1206: 0.3311250169970893
Position 4960: 0.11144857208329977
Position 3992: 0.1101630234027237
Position 2570: 0.10518673010412118
Position 2268: 0.10298788830649251
Position 59: 0.03803925343529365
Position 4474: 0.014499884886086794
Position 6060: 0.009376863971134504
Position 2250: 0.009336062190575234
Position 2946: 0.008936058575468475
Position 297: 0.0076924253781079826
Position 4694: 0.007476616433200792
Position 335: 0.006536902781501483
Position 1249: 0.006425054777676137
Position 466: 0.0061839397603761954
Position 3638: 0.004736799556579621
Position 6310: 0.0037368032174556133
Position 456: 0.003599599921117731
Position 5745: 0.0035876272817127403
Position 974: 0.0025285970766239837
Position 6049: 0.0025254783988542286
Position 4166: 0.0019191856954030016
Position 352: 0.00186157550127012
Position 5479: 0.0014711032456948792
Position 79: 0.0012999551704978424
Position 337: 0.0012450157086618164
Position 4332: 0.0008959145479458408
Position 2631: 0.0008306360339048935
Position 2246: 0.0008170352215370375
Position 6501: 0.0007590076363955579
Position 6266: 0.0007027189020521503
Position 4488: 0.0006703394371337862
Position 4347: 0.0006046246788102823
Position 4505: 0.000577739416175321
Position 1403: 0.0005442884348824042
Position 5486: 0.0004435707275092084
Position 101: 0.00043718589202337496
Position 185: 0.0003462140270446907
Position 202: 0.0003326538005577134
Position 4389: 0.00023421713749755316
Position 2693: 0.00018310420125045574
Position 1185: 0.00015128057883977838
Position 5393: 0.00013082074962300844
Position 3627: 0.0001264459395487703
Position 1301: 0.00011306102886501293
Position 1137: 9.956806566443883e-05
Position 1004: 7.048809718076352e-05
Position 83: 4.063549798228596e-05
Position 3833: 2.4445066760264614e-05
Position 74: 1.64639522891679e-05
Position 3976: 1.2746758132230818e-05
Position 63: 5.062923941218114e-06
Position 786: 4.710905144291537e-06
Position 991: 4.039719982617787e-06
Position 245: 2.271091074301205e-06
Position 183: 2.1141257107287796e-06
Position 140: 1.668679292429091e-06
Position 1765: 1.641890336393966e-06
Position 3598: 1.622980492563697e-06
Position 6015: 1.0302915080704772e-06
Position 1709: 7.115542508454241e-07
Position 1876: 6.699255691175466e-07
Position 90: 4.311400784595581e-07
Position 314: 4.2483614745156024e-07
Position 197: 3.796024281334149e-07
Position 42: 1.375407622721342e-07
Position 4275: 9.847380173678722e-08
Position 7: 5.889588447730859e-08
Position 1465: 4.602103431206271e-08
Position 168: 4.464935327880626e-08
Position 4293: 3.936344467985414e-08
Position 1738: 3.4056278478067414e-08
Position 1214: 1.982088972010952e-08
Position 1112: 1.508978824501104e-08
Position 142: 1.2034269361006256e-08
Position 166: 1.1620775367449847e-08
Position 3960: 4.735316174717338e-09
Position 2027: 1.1565737380472599e-10
Position 2015: 8.884937063614062e-11
Position 1690: 2.386482057635846e-16
Position 1851: 1.2672540771924678e-16
Position 1364: 1.03811219619603e-16
Position 1613: 4.2617829234534576e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 3700: 0.999877454459652
Position 4258: 0.9991602222318005
Position 2003: 0.9953828124358244
Position 5308: 0.9891333194884979
Position 1081: 0.9884527979921265
Position 4053: 0.9819650507737329
Position 3361: 0.9695839201443163
Position 6104: 0.9470890124059863
Position 4419: 0.9300646853010404
Position 5776: 0.925139535785843
Position 5055: 0.9155289415404746
Position 228: 0.5246442614671538
Position 3144: 0.4344238795937136
Position 1300: 0.34812143867441747
Position 3009: 0.30317065195174414
Position 399: 0.30217063859630694
Position 2684: 0.1329032747240623
Position 682: 0.1041306508155518
Position 6134: 0.05077800140163114
