Gene = MESR6
index = 1266
Annotated 5SS: [651 771]
Annotated 3SS: [728 992]
SMsplice 5SS: [651]
SMsplice 3SS: [992]
top_k =  100
Partition function (log Z): -6.171784556337643

Sorted 5' Splice Sites (High to Low Probability):
Position 651: 0.9983789240569054
Position 899: 0.019217913106114645
Position 906: 0.014665714697926597
Position 1181: 0.010194606987946532
Position 1067: 0.005935980450220185
Position 1528: 0.005112253099783251
Position 247: 0.004535274801454848
Position 443: 0.0034718445845212634
Position 814: 0.0022474966858824588
Position 84: 0.0020410052738173146
Position 743: 0.0016122969237386728
Position 1367: 0.0015534281581465665
Position 28: 0.0010444123670822838
Position 461: 0.0008789626981132471
Position 125: 0.00044052767501229104
Position 771: 0.00041285530464590356
Position 216: 0.00029498708947530794
Position 201: 0.0002837234844419513
Position 836: 0.00019026311283572566
Position 21: 0.00011404909203976191
Position 261: 0.00010632557667530299
Position 353: 8.44643457143337e-05
Position 386: 7.541415032284406e-05
Position 251: 3.112728939151918e-05
Position 434: 2.9897182629617682e-05
Position 469: 2.9289694619065595e-05
Position 551: 2.6276060358533662e-05
Position 67: 1.9105125764424354e-05
Position 114: 1.5954990804505925e-05
Position 207: 1.507308699882368e-05
Position 168: 1.3719739334450195e-05
Position 95: 9.00210204196094e-06
Position 601: 3.1612926902274445e-06
Position 841: 2.149684804715981e-06
Position 763: 4.5081632966558635e-07
Position 576: 1.550711966089051e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.6236152381148036
Position 728: 0.21344959149972395
Position 946: 0.1610248651259212
Position 1705: 0.027200446889884586
Position 511: 0.011630100264102217
Position 1278: 0.011024740037742837
Position 872: 0.008973277375732211
Position 802: 0.005886049139265505
Position 814: 0.004208539943355247
Position 1330: 0.001129458258298843
Position 786: 0.0010534677343440268
Position 1021: 0.0008495739822463007
Position 95: 0.000650356357061094
Position 1039: 0.0005974011484497613
Position 734: 0.00044937391001304613
Position 749: 0.0004258449017085005
Position 953: 0.0004167969274341541
Position 763: 0.00016400239326882056
Position 2078: 0.00010203125018039815
Position 104: 5.262081691096056e-05
Position 84: 4.926953016965048e-05
Position 305: 4.297976922260279e-05
Position 615: 3.120573479540914e-05
Position 163: 2.850568811901888e-05
Position 119: 8.422585628690246e-06
Position 201: 7.809159625480561e-06
Position 298: 4.916307449680145e-06
Position 592: 2.689356833514491e-06
Position 391: 2.018040412949654e-06
Position 272: 1.537562202122008e-06
Position 313: 1.374237022033661e-06
Position 125: 8.215943065767263e-07
Position 316: 7.437329285797415e-07
Position 135: 7.164818506256409e-07
Position 424: 4.7181184782910737e-07
Position 576: 3.9204897901795077e-07
Position 67: 1.7781746315161664e-07
Position 111: 1.0480999157467546e-07
