Gene = Ca-beta
index = 1051
Annotated 5SS: [36855 37518 37800 37981 40092 40323 40561 41283 43665]
Annotated 3SS: [37400 37577 37865 39594 40154 40445 41018 43207 43814]
SMsplice 5SS: [  236 26219 26389 26579 28384 37518 37800 37981 40092 40323 41283]
SMsplice 3SS: [26093 26278 26449 28252 37400 37577 37865 38127 40154 40445 46175]
top_k =  100
Partition function (log Z): 13.096080306049464

Sorted 5' Splice Sites (High to Low Probability):
Position 236: 0.9999999999999982
Position 28384: 0.9999999999999982
Position 37518: 0.9999999999999982
Position 37800: 0.99421341721551
Position 40092: 0.9573181478447094
Position 40323: 0.937524145989189
Position 38825: 0.8483787078835915
Position 37981: 0.7874720557075605
Position 41283: 0.7363126048531086
Position 40561: 0.2918021320828248
Position 37960: 0.10445907631007359
Position 38221: 0.09526669363581369
Position 40343: 0.06083964694445371
Position 42477: 0.06006552710456486
Position 41990: 0.053054252738990275
Position 39077: 0.04277102167221752
Position 37942: 0.03607077040836761
Position 38022: 0.03048242523933626
Position 38577: 0.028239556270400236
Position 38331: 0.018311245965014596
Position 37703: 0.0034050136956370017
Position 37752: 0.001599565099168396
Position 38048: 0.0014135293437511273
Position 40327: 0.0012342233502716721
Position 38311: 0.0011134008282104326
Position 38397: 0.0008296100821813813
Position 38591: 0.0007599865832744242
Position 40380: 0.00035319167645245
Position 38339: 0.00022897070778712402
Position 39281: 0.00020703483987450153
Position 37747: 0.00016188846485788196
Position 41555: 0.00013475925475448075
Position 37734: 0.00010144514671645237
Position 37718: 9.1294727725362e-05
Position 40637: 8.46955762647313e-05
Position 40313: 3.899800314178253e-05
Position 38032: 3.140562467064499e-05
Position 37924: 2.7826182056695936e-05
Position 41441: 2.1913829756247603e-05
Position 40263: 8.886068071375533e-06
Position 38096: 7.392347567062065e-06
Position 38113: 6.148975939803983e-06
Position 37836: 4.223437245257593e-06
Position 37667: 3.004447265277857e-06
Position 38038: 1.6013718691340959e-06
Position 37889: 1.1412435345325937e-06
Position 40412: 8.068516484643457e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 28252: 0.9999999999999982
Position 37400: 0.9999999999999982
Position 40445: 0.9999200420975027
Position 37865: 0.9987167114752423
Position 37577: 0.9983899552937928
Position 40154: 0.9958222108488196
Position 38127: 0.5374922415283603
Position 39594: 0.3773861271065949
Position 38894: 0.2634181795088697
Position 46175: 0.25857575259924837
Position 45174: 0.19425070839999464
Position 38560: 0.1680520562905547
Position 43207: 0.1580550201639096
Position 38637: 0.15106467609684265
Position 43008: 0.14435157011117827
Position 39201: 0.12886609622105974
Position 42253: 0.12781341936441662
Position 38885: 0.10485771058673919
Position 38455: 0.10033130024401317
Position 41709: 0.07256803297606652
Position 39809: 0.05694339924991242
Position 41756: 0.033299360332002745
Position 38172: 0.032552452232700646
Position 38691: 0.026691580191853862
Position 42548: 0.025579735170805917
Position 40711: 0.025357216525213916
Position 41374: 0.02236357961042287
Position 41490: 0.020843520460301003
Position 42466: 0.017736889304347997
Position 41718: 0.008350208861375122
Position 40829: 0.007790603920010106
Position 40637: 0.006745650791964584
Position 41358: 0.006741660183260084
Position 42653: 0.0041782680607370054
Position 40163: 0.004145384473293633
Position 38129: 0.0023560681449885505
Position 41607: 0.0020475748487226416
Position 38798: 0.001975631495401144
Position 40658: 0.0018720864937717943
Position 38257: 0.0012695691030323844
Position 41501: 0.0010273243971649474
Position 37579: 0.000976820570099857
Position 40774: 0.000724679645311028
Position 41169: 0.0005980301831437019
Position 37614: 0.0004324029671202641
Position 37876: 0.0004005709414131725
Position 41018: 0.0002848403635645968
Position 37652: 0.00018915651067586865
Position 38297: 0.0001681714707480333
Position 40786: 0.00016202133391893557
Position 37885: 0.0001587451498589415
Position 40801: 0.00014498203441915808
Position 37901: 0.00010297830390391259
Position 38277: 9.245502523015669e-05
Position 38270: 8.297807830529484e-05
Position 40401: 6.744607757326912e-05
Position 37799: 3.07882293874933e-05
Position 40655: 1.3149304992247773e-05
Position 40457: 7.092870678255062e-06
Position 37836: 6.624032357186669e-06
Position 40482: 3.591225600100235e-06
Position 37813: 2.9084949276210442e-06
Position 37768: 1.2766220131909796e-06
Position 40511: 1.2547011100579921e-06
Position 38181: 3.633719278084724e-08
Position 40514: 8.236263030059389e-09
Position 40530: 3.0971879702670656e-09
Position 39110: 2.708035780178207e-10
