Gene = fln
index = 1701
Annotated 5SS: [  72  850 1072]
Annotated 3SS: [ 585  915 1133]
SMsplice 5SS: [369 850]
SMsplice 3SS: [585 915]
top_k =  100
Partition function (log Z): -4.753422613970429

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9932700556702795
Position 369: 0.5221091289017711
Position 1072: 0.29737515244777996
Position 72: 0.1658257524165012
Position 1089: 0.08025447262865752
Position 534: 0.07454545671929916
Position 1248: 0.053338083666689545
Position 204: 0.04042993607729606
Position 244: 0.035077321831084515
Position 192: 0.017416658091634445
Position 398: 0.010183840917496138
Position 201: 0.010051924249410033
Position 457: 0.005150221012973473
Position 132: 0.0031987452521480652
Position 66: 0.0024296361541067965
Position 305: 0.002409541995305249
Position 471: 0.0018967985479602613
Position 481: 0.001586100200259207
Position 767: 0.0011978317707229305
Position 864: 0.0007706904622990582
Position 411: 0.0005810485088980403
Position 1574: 0.0005708931145245069
Position 258: 0.0005055353309270431
Position 421: 0.000342778656073168
Position 173: 0.00024304364350511117
Position 32: 0.0002165811693672755
Position 52: 0.00016612230268227377
Position 1077: 0.00015020265656139344
Position 19: 0.00010609836474516127
Position 159: 9.781236119423116e-05
Position 845: 7.990875243455269e-05
Position 889: 7.809758618344196e-05
Position 869: 4.494486534535335e-05
Position 879: 4.389081431432265e-05
Position 884: 4.046833528234093e-05
Position 147: 3.32721139205938e-05
Position 109: 1.4437376528664824e-05
Position 6: 7.5464544407431736e-06
Position 77: 5.089248002976968e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9661031210723746
Position 585: 0.6634966846370619
Position 1133: 0.35369929715318527
Position 261: 0.103684997166151
Position 572: 0.04197555462732047
Position 552: 0.033905330609842486
Position 1378: 0.03149376592215728
Position 954: 0.029354310555289056
Position 304: 0.028698389777294504
Position 1593: 0.0199901095272693
Position 596: 0.013937812299665703
Position 1291: 0.01128218873814272
Position 1354: 0.00571607768438723
Position 428: 0.0034399086036982275
Position 1573: 0.0034252963496602205
Position 1139: 0.003196083351528088
Position 1633: 0.0030026645340488823
Position 173: 0.0017109297579551623
Position 115: 0.00123633142683517
Position 602: 0.0006168247534052784
Position 605: 0.0006110516212677525
Position 517: 0.000527281571779479
Position 159: 0.0003215828633353256
Position 92: 0.0002173639703007981
Position 829: 0.00014800737221903288
Position 1167: 5.1589844048011913e-05
Position 192: 2.1691019120871363e-06
Position 185: 2.2909946164570503e-07
Position 122: 9.13615697474737e-08
Position 311: 7.531543940385593e-08
