Gene = Use1
index = 1587
Annotated 5SS: [430 881]
Annotated 3SS: [ 523 1279]
SMsplice 5SS: [430 881]
SMsplice 3SS: [ 523 1279]
top_k =  100
Partition function (log Z): -0.40059361247991154

Sorted 5' Splice Sites (High to Low Probability):
Position 881: 0.9673964400027947
Position 430: 0.9354930029280321
Position 456: 0.05529810274045278
Position 1209: 0.020550951107528206
Position 630: 0.006714109518336639
Position 25: 0.004321803971136643
Position 451: 0.0037243466748513557
Position 238: 0.0034862479259856285
Position 605: 0.0011095480075368803
Position 739: 0.0011088669707306803
Position 862: 0.000967852583368886
Position 1280: 0.0009483435338899375
Position 231: 0.000747620423710092
Position 891: 0.00024408461002088357
Position 14: 0.0002175556691617906
Position 96: 0.00012064777273627228
Position 1170: 6.614361852915223e-05
Position 339: 5.842033136144621e-05
Position 1177: 4.0802037941807194e-05
Position 834: 3.750857201543962e-05
Position 304: 2.6353323802300257e-05
Position 170: 2.004658019058689e-05
Position 45: 1.2745213255442005e-05
Position 297: 9.940549074014081e-06
Position 229: 9.814633496846143e-06
Position 179: 1.4847875944106188e-06
Position 52: 2.984754715118297e-07
Position 489: 3.666906356439445e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 523: 0.986010789471287
Position 1279: 0.949224840239945
Position 1224: 0.019217031682119665
Position 495: 0.009827582340652508
Position 1021: 0.006599452831659452
Position 976: 0.005347501383402031
Position 1066: 0.004664152341535931
Position 693: 0.004125019967338604
Position 1299: 0.0034201034690001892
Position 336: 0.0027133156586216945
Position 699: 0.0025614517389034087
Position 1342: 0.0015851118120031827
Position 294: 0.0014927025062616468
Position 1077: 0.0011489977347005757
Position 572: 0.0010994965682319582
Position 89: 0.001097741188018258
Position 787: 0.0005556319622132806
Position 1387: 0.00040742649925714963
Position 317: 0.0002902751453644461
Position 1365: 0.00022969525202145097
Position 654: 0.00018597743225696537
Position 542: 0.00010609259952160396
Position 648: 9.378911697996493e-05
Position 1157: 9.141335660231963e-05
Position 1092: 7.660352222110468e-05
Position 1170: 6.69226145057778e-05
Position 1352: 6.676579528025086e-05
Position 1429: 5.5611598127796715e-05
Position 1403: 4.982663252492998e-05
Position 1185: 4.962706231219124e-05
Position 266: 4.3856756745547066e-05
Position 793: 4.169601746255741e-05
Position 1311: 3.6973931697468525e-05
Position 227: 2.9794305943944844e-05
Position 1369: 2.477212272425204e-05
Position 149: 2.4538516798318252e-05
Position 1451: 2.4328688167626038e-05
Position 594: 1.0391402156219612e-05
Position 1426: 9.008240999568242e-06
Position 651: 8.93159463916855e-06
Position 705: 8.538185676670401e-06
Position 142: 3.6187786084192393e-06
Position 209: 3.3372998197938855e-06
Position 369: 1.0314318262560788e-06
Position 170: 6.106871270051989e-07
Position 343: 3.201864537718627e-07
Position 167: 3.03948486356434e-07
Position 621: 7.719408130367826e-08
Position 376: 2.465282908968226e-09
Position 160: 1.7392773037322093e-09
Position 179: 1.617973027005187e-09
Position 391: 1.5950948240334099e-09
