Gene = ms(2)35Ci
index = 1797
Annotated 5SS: [211 479 680]
Annotated 3SS: [267 540 740]
SMsplice 5SS: [211 479 680]
SMsplice 3SS: [267 540 740]
top_k =  100
Partition function (log Z): -0.40169218449136757

Sorted 5' Splice Sites (High to Low Probability):
Position 479: 0.9947749587773465
Position 680: 0.9534945941233628
Position 211: 0.6875797057100504
Position 197: 0.03662356836009705
Position 1221: 0.016114705996933026
Position 1431: 0.003666544659951497
Position 1428: 0.0033704460612753724
Position 616: 0.0017539940358191762
Position 215: 0.001651469843942252
Position 684: 0.0005023610919120154
Position 1289: 0.0004625425367358923
Position 82: 0.00030510250540787025
Position 1586: 0.0002668823820710398
Position 1358: 0.000164368879423685
Position 136: 0.00012938732024578178
Position 571: 0.00010884883657502445
Position 331: 0.00010768585404202666
Position 286: 8.337594797371582e-05
Position 24: 5.5983214684973536e-05
Position 141: 3.0046655967522207e-05
Position 455: 2.9636560905685656e-05
Position 353: 1.9562959153580236e-05
Position 303: 1.8057452478092666e-05
Position 339: 1.7988172250425523e-05
Position 133: 1.3363104063182891e-05
Position 297: 5.73123177429795e-06
Position 365: 5.665772628802211e-06
Position 857: 5.073994237404895e-06
Position 517: 2.072585598896223e-06
Position 385: 1.4464053086866837e-06
Position 27: 1.3635635825694564e-06
Position 663: 4.4220180294276096e-07
Position 110: 3.1394153820734304e-09
Position 126: 1.471826522487977e-09
Position 206: 1.5091555242328613e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 540: 0.9981394075673788
Position 740: 0.9389377173381523
Position 267: 0.4345493570393302
Position 338: 0.22849831774106397
Position 303: 0.04509453031842999
Position 1382: 0.019866503577854983
Position 1507: 0.01422729018981561
Position 359: 0.005407249627252134
Position 286: 0.0027172171472442086
Position 283: 0.0023625093168935297
Position 1089: 0.0019417672915060299
Position 822: 0.0018852427618302695
Position 988: 0.0015808266316826949
Position 309: 0.0015282636024828052
Position 248: 0.0010262766093608955
Position 562: 0.0008061078585558598
Position 385: 0.0005840182926417877
Position 959: 0.0005597835222314045
Position 1022: 0.00038859628209410454
Position 139: 0.0003258997224048106
Position 1637: 0.0002064826883658314
Position 365: 0.0001493443597004777
Position 937: 0.0001482765858068906
Position 635: 0.0001354660508667449
Position 516: 0.00010192446993777756
Position 368: 9.758654483926642e-05
Position 1630: 6.0399693705208134e-05
Position 107: 1.901840146177663e-05
Position 507: 1.8996981008979582e-05
Position 77: 1.296771801486513e-06
Position 69: 1.0015139359224317e-06
Position 82: 1.3632609971243752e-07
Position 193: 9.985436420822648e-08
Position 110: 3.2771846992084376e-08
Position 162: 2.8790569756400807e-08
Position 201: 7.317241970714161e-09
