Gene = Pomp
index = 1386
Annotated 5SS: [130 460]
Annotated 3SS: [193 746]
SMsplice 5SS: [130 460]
SMsplice 3SS: [193 746]
top_k =  100
Partition function (log Z): -1.2889476023634776

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9460518664861547
Position 460: 0.7898524198583167
Position 431: 0.1912951802853852
Position 986: 0.06456462247743724
Position 657: 0.0033894603851852565
Position 630: 0.002353571631542329
Position 1198: 0.0005815212696938517
Position 476: 0.0005598626185918901
Position 665: 0.000532434518078328
Position 426: 0.00043248431014376745
Position 970: 0.0004290307021240219
Position 1129: 0.00042424531572373986
Position 1351: 0.00030703976300303304
Position 23: 0.00026901864685322733
Position 1219: 0.0002106286694563444
Position 66: 0.00020665680490815504
Position 134: 0.0001795767148892142
Position 648: 0.00017417397825404766
Position 39: 0.00015644920827343278
Position 1276: 0.0001555519446411022
Position 646: 0.00010479996626600456
Position 1369: 3.9826634808788985e-05
Position 343: 5.3775923581408535e-06
Position 389: 4.1254231135073116e-06
Position 12: 3.735435149796366e-06
Position 492: 2.352507306686076e-06
Position 146: 1.3808356294142562e-06
Position 254: 1.0683855404617573e-06
Position 229: 9.03433932418875e-07
Position 70: 8.664314664478961e-07
Position 155: 2.652360252086152e-07
Position 853: 1.5674589069362985e-07
Position 299: 3.96716027264681e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 746: 0.9913019472168266
Position 193: 0.9205518169252497
Position 1065: 0.04891398085981411
Position 199: 0.016467044642323722
Position 1250: 0.011061881062079195
Position 677: 0.005217093287761857
Position 1396: 0.002206485582496893
Position 1125: 0.002025871448215099
Position 1338: 0.0012410853711153792
Position 1436: 0.000736066086388434
Position 212: 0.000614084923475874
Position 700: 0.0004968713260026629
Position 361: 0.0003451227358325483
Position 1263: 0.0003153137143538666
Position 1128: 0.0002537969109813012
Position 217: 0.0001804330690888868
Position 79: 0.00013468796181011387
Position 115: 0.00010025138558521123
Position 1340: 6.238325739765591e-05
Position 226: 2.894538747359071e-05
Position 322: 2.1519926987667665e-05
Position 158: 1.2981367571681466e-05
Position 657: 9.18599695671509e-07
Position 343: 3.0522810496116085e-08
Position 155: 2.753234991838812e-08
Position 400: 2.7145971758455742e-08
Position 271: 2.5634786787382262e-08
Position 430: 3.299640356182325e-12
