Gene = mge
index = 1790
Annotated 5SS: [711 928]
Annotated 3SS: [ 891 1399]
SMsplice 5SS: [711]
SMsplice 3SS: [891]
top_k =  100
Partition function (log Z): -4.9165603762107875

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.8359763107560374
Position 175: 0.6250713648603203
Position 928: 0.35056583793096285
Position 1243: 0.12042693134168965
Position 1182: 0.11167030245294611
Position 1153: 0.04435748108949891
Position 47: 0.022423731903263612
Position 41: 0.016881552711412087
Position 1009: 0.012515012434148683
Position 802: 0.005141441477885674
Position 351: 0.003325424943526845
Position 715: 0.001314082005696592
Position 1640: 0.001293588954823617
Position 75: 0.001282058444902802
Position 356: 0.0003909197641548356
Position 723: 0.0002726213688093516
Position 250: 0.0001773938259757786
Position 60: 0.00012556430699035907
Position 243: 0.00011851866500121933
Position 226: 8.639958649187674e-05
Position 239: 8.003120409909696e-05
Position 472: 3.4644830978344785e-05
Position 13: 3.1112216056481655e-05
Position 552: 2.7176247372684245e-05
Position 485: 2.703917478961055e-05
Position 7: 1.4360961372709595e-05
Position 55: 5.20150596129357e-06
Position 974: 4.238027939078357e-06
Position 206: 2.4411035867953563e-07
Position 155: 1.9358101306014332e-07
Position 105: 3.406283383173056e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.8982943479632034
Position 1399: 0.6480929620489033
Position 514: 0.11844719353527315
Position 413: 0.10726736367729223
Position 239: 0.06336175979846377
Position 289: 0.05432760844916644
Position 440: 0.03475395231897912
Position 1093: 0.03232830979675855
Position 591: 0.030753604600148622
Position 226: 0.02987464736024838
Position 89: 0.022993693117070634
Position 1347: 0.01789427640733696
Position 137: 0.01429782234996855
Position 525: 0.010502947347422978
Position 1892: 0.009379314371511478
Position 247: 0.00855759867286987
Position 1286: 0.007203448669075373
Position 644: 0.006401291153809676
Position 1313: 0.006271540198597345
Position 456: 0.006192940616161756
Position 576: 0.0054372267403739166
Position 768: 0.004969718589311854
Position 1350: 0.0039422784645173434
Position 567: 0.003500039639902454
Position 268: 0.0028468451013276635
Position 1025: 0.0018053124395843987
Position 1058: 0.0016834946192355446
Position 292: 0.0006533072971060091
Position 492: 0.0006368343759051642
Position 825: 0.0005301774822694029
Position 666: 0.0003784871990286599
Position 822: 5.860950064767931e-05
Position 765: 1.4034725907203641e-06
Position 254: 4.5486728573002646e-07
Position 168: 2.5059640554451794e-09
