Gene = pim
index = 1837
Annotated 5SS: [150 537]
Annotated 3SS: [212 599]
SMsplice 5SS: [150 537]
SMsplice 3SS: [212 599]
top_k =  100
Partition function (log Z): 1.4871201926359996

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.9938423451627498
Position 537: 0.9932063321922363
Position 418: 0.07320624920928707
Position 273: 0.012141478793887614
Position 413: 0.010974398754277527
Position 888: 0.001840302456805313
Position 164: 0.0017372758220102241
Position 824: 0.0014416842798283674
Position 345: 0.0009914178240050366
Position 541: 0.0006146474135492047
Position 287: 0.00041984670363774126
Position 392: 0.00028515000520874285
Position 865: 0.00019560945394283475
Position 254: 0.00013552986125093053
Position 961: 0.00011855480969806535
Position 516: 8.54893979096372e-05
Position 181: 2.9883914472319275e-05
Position 850: 2.7978615374804643e-05
Position 389: 1.9987693544206403e-05
Position 896: 1.3322317241632695e-05
Position 154: 1.2994698010752445e-05
Position 14: 9.277342162471217e-06
Position 185: 7.229319042407398e-06
Position 348: 4.4571343505063634e-06
Position 175: 4.4220024866452146e-08
Position 452: 1.3126904534132748e-08
Position 239: 1.6600047240009566e-09
Position 23: 1.2722544952786373e-09
Position 212: 1.0202380793114496e-10
Position 179: 7.574805323996127e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 212: 0.9944300326792024
Position 599: 0.9926595237153601
Position 471: 0.08356279340943343
Position 324: 0.007391229834689342
Position 343: 0.004695504416456063
Position 952: 0.0019017389842592794
Position 883: 0.0017087839585660342
Position 608: 0.001196034641410463
Position 585: 0.001033420214484656
Position 262: 0.0006663363368467109
Position 348: 0.0004016866365037798
Position 399: 0.00030400771227803844
Position 699: 0.00018936936413905595
Position 218: 0.00018862603187860165
Position 1019: 0.00010899906020721704
Position 1022: 0.0001062633220087001
Position 887: 0.00010268804390397741
Position 716: 9.82881044856726e-05
Position 373: 8.254686044110108e-05
Position 1051: 6.745752514154074e-05
Position 196: 6.491402590169761e-05
Position 432: 5.7976084810852834e-05
Position 1028: 5.3197683175127254e-05
Position 749: 5.183543171659246e-05
Position 932: 4.332548964933247e-05
Position 396: 4.226201593705566e-05
Position 868: 3.7171458107797025e-05
Position 531: 3.3030105017598994e-05
Position 835: 3.2958201829356584e-05
Position 961: 2.9757103508828092e-05
Position 511: 1.2461415175212882e-05
Position 523: 7.274590002301682e-06
Position 473: 4.1348437128253445e-09
Position 239: 3.6235518193340024e-09
Position 163: 6.654544997285945e-10
Position 118: 3.9327222992941796e-10
Position 65: 2.3266087859752553e-10
Position 185: 1.2513204736153447e-10
