Gene = l(2)05287
index = 1742
Annotated 5SS: [ 260  707 1476 1719 2959 3393]
Annotated 3SS: [ 322  820 1539 1783 3021 7016]
SMsplice 5SS: [ 260  707 1476 1719 2959 3393]
SMsplice 3SS: [ 322  820 1539 1783 3021 7016]
top_k =  100
Partition function (log Z): 23.593239406072502

Sorted 5' Splice Sites (High to Low Probability):
Position 1719: 0.9999533248224549
Position 3393: 0.9993025379402248
Position 2959: 0.997490891259779
Position 707: 0.9965375414045426
Position 1476: 0.9935957699423072
Position 260: 0.9679346705401055
Position 2692: 0.374325966658691
Position 53: 0.23508092099633932
Position 1251: 0.08364818920252137
Position 1257: 0.06748965728980938
Position 1230: 0.05545560495553827
Position 2662: 0.02906257732729666
Position 1089: 0.02844628484820967
Position 217: 0.02826386214032073
Position 1908: 0.027535059509604068
Position 7379: 0.010329583106320182
Position 1913: 0.009846090464823645
Position 2037: 0.00831046843224101
Position 1363: 0.006580035912302549
Position 1190: 0.006507236061044116
Position 5651: 0.005499958224607205
Position 1227: 0.005110477410545175
Position 36: 0.003639925535476113
Position 1955: 0.0033948536395082248
Position 505: 0.0025184988211531226
Position 647: 0.002124154488448925
Position 2937: 0.0017672657001673083
Position 3214: 0.0017129595826935406
Position 160: 0.0015550300745212314
Position 3208: 0.0014540536901380295
Position 1210: 0.0013623280678978337
Position 1145: 0.0012334076014235364
Position 3839: 0.0011272759402165186
Position 483: 0.0010512978617249267
Position 1212: 0.0006117710584592464
Position 670: 0.00047393482713961474
Position 86: 0.0004580518950725633
Position 463: 0.0004028048210260301
Position 240: 0.00035463826331328123
Position 293: 0.0003527933126376208
Position 1410: 0.00030039743054642733
Position 639: 0.00024440291842766694
Position 26: 0.00022305170277895703
Position 2024: 0.00020116278427223104
Position 72: 0.0001102842480026567
Position 711: 9.018362374780325e-05
Position 2307: 9.018200879508911e-05
Position 225: 6.399525980006286e-05
Position 2340: 6.214761379985933e-05
Position 1469: 4.657142168954024e-05
Position 2280: 4.531881622032731e-05
Position 1491: 3.944919768272303e-05
Position 1648: 3.8091224213197466e-05
Position 203: 2.983608979760919e-05
Position 1462: 2.786370045337195e-05
Position 75: 2.188508336937316e-05
Position 586: 1.8341438150524e-05
Position 654: 9.122506721681e-06
Position 631: 6.9442092160891095e-06
Position 1899: 4.381667877086302e-06
Position 3584: 4.21653563051626e-06
Position 461: 3.936989689878625e-06
Position 1960: 3.887811140963589e-06
Position 1678: 2.2139993107365516e-06
Position 3614: 2.0038747125874446e-06
Position 3547: 1.4493481186811533e-06
Position 1650: 4.951286681192768e-07
Position 1119: 3.961938867331867e-07
Position 90: 3.321366462211493e-07
Position 987: 3.264949605007913e-07
Position 651: 2.817927104465324e-07
Position 1663: 2.803337208183998e-07
Position 507: 1.7323694914942331e-07
Position 469: 1.0603834932030668e-07
Position 487: 1.0089839097961137e-07
Position 1860: 9.337353052140375e-08
Position 2447: 8.977531434348518e-08
Position 1902: 7.697167619134539e-08
Position 2659: 5.713933777652486e-08
Position 2239: 4.985661440878318e-08
Position 197: 2.2677329366356636e-08
Position 286: 1.569006620739175e-08
Position 297: 1.0966592913207064e-08
Position 190: 5.925885834586864e-10
Position 150: 9.239777694374204e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1539: 0.9989160736340091
Position 322: 0.9966440040558939
Position 3021: 0.9961541056915776
Position 1783: 0.9943755679726175
Position 820: 0.9942370641750038
Position 7016: 0.7920895588609311
Position 2762: 0.3488651480700864
Position 1325: 0.24881193538117133
Position 113: 0.20024841752188477
Position 6914: 0.055842730251269825
Position 2746: 0.039798427632218636
Position 2018: 0.039707337111691145
Position 3661: 0.038486401322311715
Position 117: 0.037761799893558975
Position 5449: 0.021131937999008886
Position 5711: 0.01650551271733857
Position 5031: 0.011136392849102509
Position 5358: 0.011051655729171182
Position 5902: 0.010927393834768394
Position 2104: 0.010457417037582859
Position 3506: 0.009233353319466137
Position 6228: 0.00916169407511046
Position 7436: 0.00831755463458446
Position 2727: 0.007176511718810728
Position 2876: 0.007061377849009121
Position 4568: 0.0058349031858219245
Position 4765: 0.005674372785686013
Position 3480: 0.004571508101424866
Position 840: 0.004086890426255902
Position 585: 0.0032897428932617363
Position 3035: 0.0032203619512270716
Position 1853: 0.003109177026928158
Position 3267: 0.0026775229783226376
Position 4635: 0.002636917124961402
Position 4978: 0.0025907803469900994
Position 356: 0.0022195064247895937
Position 4456: 0.002071977425351834
Position 7440: 0.002012028471735726
Position 1428: 0.001992314096692365
Position 4037: 0.001989428033677774
Position 1266: 0.0017315539796951848
Position 3905: 0.0016667788715618212
Position 1832: 0.001588636582479659
Position 3603: 0.0015728219090020287
Position 3722: 0.000992440665254213
Position 3618: 0.0007688824553004324
Position 3062: 0.0005756409505500199
Position 3281: 0.0004894902945089306
Position 1615: 0.0003946994703703189
Position 350: 0.0002844271378156935
Position 286: 0.00028235722417989655
Position 1160: 0.00028179051809515193
Position 597: 0.00019321361441247166
Position 130: 0.00018138259165587873
Position 370: 0.00017081546128726665
Position 164: 0.00011781408617319569
Position 125: 6.136823197533055e-05
Position 203: 4.6851502913797076e-05
Position 95: 4.1828080795828415e-05
Position 3182: 2.2029526845400997e-05
Position 90: 2.083655765172879e-05
Position 3146: 1.6437682531917952e-05
Position 3067: 9.884899994322453e-06
Position 84: 6.787570489498655e-06
Position 1283: 3.6990158615334127e-07
Position 968: 3.982130826532247e-08
Position 72: 3.24805926335499e-10
