Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  100
Partition function (log Z): 2.632531760073111

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9961449760667939
Position 2488: 0.9948934007075843
Position 833: 0.9837742743940705
Position 3452: 0.14635586193536498
Position 3114: 0.07822767269887979
Position 2243: 0.03841079182694039
Position 2153: 0.03555638740637848
Position 237: 0.013442663462135103
Position 861: 0.005264373774958104
Position 2492: 0.003944008215857617
Position 871: 0.003659554529792678
Position 3392: 0.002539821566229177
Position 2768: 0.00236507397569359
Position 241: 0.0015821230829511869
Position 1059: 0.0013056219915973416
Position 347: 0.0012780145463780802
Position 266: 0.0012206537872938778
Position 268: 0.0009887381804009907
Position 3425: 0.0008676531773866689
Position 2758: 0.0007941442769840548
Position 1446: 0.0007226305087479282
Position 2948: 0.0005847371428185527
Position 272: 0.0004788315481316231
Position 1219: 0.0003681431150323331
Position 3329: 0.00028647769536572376
Position 3095: 0.000271457771107231
Position 222: 0.00026956874608511543
Position 354: 0.000265958236234986
Position 2913: 0.00021809507490642424
Position 345: 0.00016691960656822178
Position 3786: 0.00014004756997891123
Position 3108: 0.0001049129574239126
Position 3159: 8.961432888326888e-05
Position 644: 7.64752982054076e-05
Position 2652: 7.510940558995111e-05
Position 3197: 6.647558427516872e-05
Position 153: 5.442088902403424e-05
Position 600: 2.2747108545398067e-05
Position 155: 1.959438925086435e-05
Position 2896: 1.5516947715200457e-05
Position 2852: 6.481496478370639e-06
Position 2715: 3.355170768547839e-06
Position 2684: 2.5745242975735315e-06
Position 2712: 1.5130085851193462e-06
Position 2883: 9.756019107423113e-07
Position 1013: 6.6738827119894e-07
Position 784: 4.720127273056182e-07
Position 1050: 4.0920665531123303e-07
Position 2657: 1.4288079066039696e-09
Position 2667: 7.628611605158655e-10
Position 2654: 1.1082401245486766e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.99916892199939
Position 2545: 0.9767133053490842
Position 2350: 0.5754063540783368
Position 1606: 0.24401680823345615
Position 3520: 0.14491063662952638
Position 1204: 0.08316147275476593
Position 1357: 0.0466035436095213
Position 1287: 0.030755375997727912
Position 3277: 0.027337104506216226
Position 2553: 0.02109290831261914
Position 3619: 0.019981021336546802
Position 1092: 0.016223818523932027
Position 2371: 0.01469793207346935
Position 3304: 0.010392200562923611
Position 3178: 0.009700151203486131
Position 553: 0.008509244849065775
Position 2242: 0.008472472130697285
Position 1042: 0.007712705981875071
Position 2032: 0.0066607599645900125
Position 2186: 0.006509292727489484
Position 2246: 0.006474049722396039
Position 1257: 0.005705396595339762
Position 556: 0.004871719142818389
Position 1478: 0.004809546374467773
Position 3434: 0.003530975311529063
Position 3474: 0.0033472673958952637
Position 1223: 0.003124164396820428
Position 3463: 0.0022619788206825397
Position 3168: 0.0021157382602930365
Position 956: 0.001692040469828535
Position 2651: 0.0016898162550219899
Position 1988: 0.001643749364755271
Position 3190: 0.0015947973008026588
Position 1319: 0.0015405921090440723
Position 332: 0.0014504658162831517
Position 1112: 0.0013766080298005705
Position 1131: 0.0013187620078297106
Position 3324: 0.0010989132503541154
Position 1178: 0.0009260638764418174
Position 3197: 0.0007239945960725522
Position 3818: 0.0007117403002211932
Position 284: 0.0006802794188665992
Position 3677: 0.0006373374885458509
Position 422: 0.0005923823981578591
Position 377: 0.0005902106310610442
Position 3012: 0.0005881635198780299
Position 889: 0.00042636322291433204
Position 311: 0.0003751671287795897
Position 712: 0.00031811799025051015
Position 691: 0.0002968537822785911
Position 3784: 0.000292690462323851
Position 308: 0.000282463555544345
Position 1101: 0.00027967859967976873
Position 2991: 0.0002463678634316592
Position 3715: 0.00024079018045589624
Position 2562: 0.0002202972636369458
Position 694: 0.00018758972092466247
Position 3839: 0.00018536089374615754
Position 607: 0.00016795282867147052
Position 2697: 8.879808903202994e-05
Position 559: 6.163526453436037e-05
Position 658: 5.1548139083701345e-05
Position 281: 3.750504022807235e-05
Position 2912: 1.2796874031511155e-05
Position 2836: 1.1055456360888502e-05
Position 454: 1.0211088562308484e-05
Position 2997: 7.377634698499767e-06
Position 433: 3.435912889607282e-06
Position 2965: 2.49554202705214e-06
Position 2938: 6.579279924667064e-07
