Gene = Cwc25
index = 1113
Annotated 5SS: [119 397]
Annotated 3SS: [173 458]
SMsplice 5SS: [119 397]
SMsplice 3SS: [173 458]
top_k =  100
Partition function (log Z): 2.8438858990435905

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9987383561082588
Position 119: 0.9898505836556564
Position 563: 0.05987961014499341
Position 944: 0.01021068736408156
Position 969: 0.00946382140942328
Position 123: 0.006505688826381047
Position 567: 0.0010365816121337848
Position 58: 0.0009056106664616573
Position 653: 0.0008298173538797558
Position 389: 0.000646355713918655
Position 603: 0.000535526938792142
Position 1673: 0.00046087934597445967
Position 590: 0.00041578839286711476
Position 54: 0.0003481169148744898
Position 105: 0.00031657503016533766
Position 501: 0.0002586193806630137
Position 65: 0.00011401621539498164
Position 410: 5.261218721693788e-06
Position 77: 3.484808496960142e-06
Position 69: 2.3314605933298496e-06
Position 401: 2.1563408959856522e-06
Position 383: 1.059728567240321e-06
Position 17: 1.0585519265687913e-06
Position 635: 6.15439236266818e-07
Position 331: 1.3651184422850068e-07
Position 128: 7.478903621900579e-08
Position 339: 7.75200555477717e-09
Position 147: 6.634684435179655e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9977948358702071
Position 458: 0.8144010665505704
Position 462: 0.1815736119375481
Position 652: 0.03862611746720035
Position 1028: 0.022761215083049288
Position 640: 0.0109679776303466
Position 775: 0.004337897053915043
Position 703: 0.0024932608165616943
Position 853: 0.001710793251053641
Position 467: 0.0014775089526868693
Position 700: 0.0010778474284772622
Position 727: 0.000894329796265186
Position 664: 0.00047507743830407697
Position 1741: 0.0004608793459744595
Position 784: 0.000412180702152698
Position 748: 0.0003655253824249486
Position 1832: 0.00023230597523403004
Position 505: 0.0002133656363674898
Position 215: 0.0001461965641287278
Position 182: 9.803052341267359e-05
Position 230: 6.772637194821641e-06
Position 487: 2.6653603333738083e-06
Position 218: 1.3367608467441975e-06
Position 484: 1.1028510550702399e-06
Position 469: 5.425717626648487e-07
Position 236: 2.0917281976457407e-07
Position 100: 1.350792255233284e-07
Position 533: 9.69340517070021e-09
Position 119: 8.031195398233282e-09
Position 331: 6.5049871959084605e-09
Position 269: 5.932927553427541e-09
Position 263: 4.70013635518276e-09
Position 316: 3.4624651789206955e-09
Position 248: 1.0886397031559496e-09
Position 284: 1.057053175220753e-09
