Gene = cutlet
index = 1660
Annotated 5SS: [1012 1647 1932 2115 2274 2473 2771 3258 3451 3734 4233]
Annotated 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
SMsplice 5SS: [1012 1647 1875 2115 2274 2473 2771 3258 3451 3734 4233]
SMsplice 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
top_k =  100
Partition function (log Z): 27.281416559470145

Sorted 5' Splice Sites (High to Low Probability):
Position 2115: 0.9948213449321608
Position 4233: 0.9941944677649706
Position 2473: 0.9937470132840245
Position 3451: 0.991761176708903
Position 1012: 0.9701150832269192
Position 3258: 0.9695750419073258
Position 1647: 0.9312498914897825
Position 2771: 0.8216046178523416
Position 3734: 0.6748816442133345
Position 2274: 0.6323202277431783
Position 2284: 0.19770832875565697
Position 1879: 0.18727334255213052
Position 2242: 0.15531649522888538
Position 2970: 0.11224425934676137
Position 1919: 0.09714907894957645
Position 2673: 0.05222605089939543
Position 781: 0.02471980668338657
Position 580: 0.0245758454268742
Position 1350: 0.024394069061939874
Position 2944: 0.014305767002825948
Position 1896: 0.007860725711818787
Position 1289: 0.005650671459485615
Position 1777: 0.005236355918098017
Position 2692: 0.004987927969886129
Position 4037: 0.004945246079522286
Position 1670: 0.004806683153954973
Position 1888: 0.00475739814678609
Position 2697: 0.004486380847939414
Position 971: 0.004112751650616507
Position 2255: 0.003463046505956066
Position 2457: 0.003360394824626564
Position 34: 0.0031457852224001746
Position 1473: 0.0029987377555317296
Position 4237: 0.002444809800073559
Position 2080: 0.0023104195775469224
Position 222: 0.0022300300592232726
Position 889: 0.0021594548220515565
Position 1448: 0.0019102746301408583
Position 1234: 0.001867904105205773
Position 2119: 0.0016720523341819558
Position 28: 0.0016111833940573967
Position 63: 0.0014192314734331178
Position 3969: 0.001405212041548678
Position 2444: 0.0013675915028469516
Position 1962: 0.0013282784395887656
Position 1640: 0.001183619638342005
Position 2435: 0.0010183047196884877
Position 1159: 0.0009014100778730783
Position 1042: 0.0008876664558756542
Position 2677: 0.0007902862807123519
Position 454: 0.0007865354174180569
Position 1050: 0.0006435266492652701
Position 1023: 0.000616791004243441
Position 3606: 0.0005414596835528627
Position 3947: 0.0005121966961680348
Position 3812: 0.00048166626201740035
Position 1247: 0.00043842112934875906
Position 2483: 0.00041391289077278296
Position 584: 0.0004072599140918514
Position 415: 0.00034556866668256656
Position 374: 0.0003180843569881862
Position 1016: 0.0003131668728445984
Position 2620: 0.00029790043772914127
Position 2090: 0.0002941793538529879
Position 2602: 0.0002714010435753783
Position 2639: 0.00026106885738495236
Position 955: 0.00024328361389883613
Position 2253: 0.00023379413188649462
Position 3262: 0.00019870122514099227
Position 2246: 0.0001901890423678414
Position 2683: 0.00015962470554763068
Position 828: 0.00013954549471115757
Position 1607: 0.00013764817167108035
Position 3354: 9.452172896685823e-05
Position 3348: 9.009130186065496e-05
Position 952: 8.510169945961001e-05
Position 595: 6.37128193795877e-05
Position 3455: 3.8626578254533204e-05
Position 4371: 3.316283799127018e-05
Position 2447: 3.247502816828573e-05
Position 4359: 1.7872094993221145e-05
Position 1518: 1.7553757630273093e-05
Position 4328: 1.4701505071406936e-05
Position 2410: 6.715368738243092e-06
Position 4345: 3.903358944003251e-06
Position 446: 9.448025051020836e-07
Position 369: 6.158323494607411e-07
Position 213: 5.531474051867768e-07
Position 2426: 4.7017995631673473e-07
Position 2414: 3.6979706570244896e-07
Position 465: 3.2015535648614637e-07
Position 2393: 1.9444776687731384e-07
Position 2375: 1.8684887289288752e-07
Position 61: 1.5509342420043555e-07
Position 73: 7.641216008596408e-08
Position 283: 3.446500518306552e-08
Position 3238: 2.3311275807711184e-08

