Gene = eIF1
index = 1682
Annotated 5SS: [186 587]
Annotated 3SS: [428 972]
SMsplice 5SS: [186 587]
SMsplice 3SS: [428 972]
top_k =  100
Partition function (log Z): -3.3055776538165245

Sorted 5' Splice Sites (High to Low Probability):
Position 587: 0.9933937405595913
Position 186: 0.5347194658738141
Position 1075: 0.16929931247592087
Position 309: 0.051687919529304106
Position 335: 0.04028127423933249
Position 1105: 0.025073702617441844
Position 140: 0.007319655973289955
Position 74: 0.006303484385524547
Position 156: 0.0057189366070961875
Position 361: 0.004869427206750265
Position 337: 0.0041998503322261075
Position 922: 0.0026548385212148444
Position 602: 0.0021827134280056996
Position 231: 0.002127676843905469
Position 92: 0.0015182105784717966
Position 864: 0.0013492078476793064
Position 81: 0.0008975835461418586
Position 256: 0.0005017526074003895
Position 1141: 0.00034856569789578
Position 121: 0.0003100121085138576
Position 737: 0.00019983753711681632
Position 42: 0.00017422681520642866
Position 137: 0.00013690021083461414
Position 190: 0.00012146210713774466
Position 1139: 0.00011658405357374698
Position 183: 0.00010483243872870486
Position 550: 7.311161883123674e-05
Position 34: 5.144292009843157e-05
Position 672: 4.985892625503504e-05
Position 127: 5.730644451353126e-07
Position 144: 5.537110592972035e-08
Position 153: 5.229677172874696e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9632820545409673
Position 428: 0.6112994071581858
Position 1238: 0.11503305963146493
Position 1172: 0.0782425527000375
Position 395: 0.037084664948388364
Position 811: 0.01753183275766918
Position 797: 0.015721846927292598
Position 782: 0.003970778741312668
Position 133: 0.003422147246938232
Position 502: 0.0019093025450599855
Position 473: 0.0015455402543016852
Position 1253: 0.0013877361902175042
Position 451: 0.0010456896796125306
Position 169: 0.0006850710375390108
Position 195: 0.0005398279241300087
Position 868: 0.0005006847717253541
Position 1203: 0.00045361581359524726
Position 824: 0.0004296487567269385
Position 871: 0.00042484694622100936
Position 1262: 0.000344199182166456
Position 672: 0.0002673240972707774
Position 1256: 0.0002142992493430847
Position 299: 0.00013677064427930708
Position 190: 9.177299544514218e-05
Position 535: 7.258094340339418e-05
Position 891: 6.694086542613527e-05
Position 734: 2.4809067428373454e-05
Position 819: 2.1881472251850224e-05
Position 942: 1.0455447687821075e-05
Position 834: 1.0444345883323065e-05
Position 636: 5.080355281160573e-06
Position 121: 2.8876266804836273e-06
Position 763: 1.682227898044802e-06
Position 409: 1.3755328396689223e-06
Position 317: 1.3334016435316338e-06
Position 482: 1.1996079361564242e-06
Position 640: 8.512473339276212e-07
Position 92: 1.9684238524827096e-08
