Gene = CTPsyn
index = 1048
Annotated 5SS: [  603 13073 13675]
Annotated 3SS: [12901 13172 13738]
SMsplice 5SS: [  216   603 11574 12678 12803 13073 13675]
SMsplice 3SS: [  309 11423 11629 12730 12901 13172 13738]
top_k =  100
Partition function (log Z): 9.290315344142504

Sorted 5' Splice Sites (High to Low Probability):
Position 13675: 0.9976519862304126
Position 13073: 0.9957613720229231
Position 603: 0.9857286900457349
Position 11574: 0.8940391039143855
Position 216: 0.695765626330885
Position 12678: 0.48558919121337957
Position 12803: 0.35459253026337756
Position 12612: 0.11478518282764082
Position 11872: 0.09895362430770119
Position 13553: 0.00986929486901141
Position 11045: 0.007457043788033342
Position 40: 0.006738632699472634
Position 14795: 0.004305641263295401
Position 13077: 0.004236558417041593
Position 248: 0.00399222566995296
Position 267: 0.0038741351481702993
Position 13256: 0.003710391333438592
Position 18: 0.003244572064112832
Position 227: 0.0015080834333996527
Position 13817: 0.0014021818829864604
Position 13685: 0.0010075888879331383
Position 14780: 0.00088962907951817
Position 13340: 0.0007010959613809966
Position 251: 0.0006163450513055054
Position 13679: 0.0002713722838884649
Position 101: 0.00010256977793836061
Position 190: 3.152700726423713e-05
Position 13323: 4.656276327836856e-06
Position 13287: 2.1035239046364946e-06
Position 13066: 1.3592895869923848e-06
Position 13020: 5.420289622986847e-07
Position 13050: 1.1011769326555774e-07
Position 13706: 7.908792735377771e-08
Position 13538: 9.65389219986518e-09
Position 13433: 9.100719579605187e-09
Position 2742: 2.6489517654641632e-09
Position 729: 1.1393035172026228e-11
Position 452: 8.373907402154828e-14
Position 648: 1.7429395339553693e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13172: 0.9894698686647714
Position 13738: 0.9674117357589862
Position 12901: 0.9663173816467384
Position 11423: 0.8940604626359581
Position 11629: 0.816314585113956
Position 309: 0.5829739632415545
Position 12730: 0.27126714500603855
Position 415: 0.07491247558721478
Position 351: 0.033768369844945086
Position 13748: 0.032473398288324504
Position 13201: 0.00999266577284523
Position 13609: 0.008642958308046907
Position 10169: 0.007457043788033342
Position 14864: 0.004305641263295401
Position 178: 0.003144024372687958
Position 314: 0.0030419694282641727
Position 471: 0.0023238093014132707
Position 13313: 0.0017782613552125219
Position 13333: 0.001654061878166193
Position 71: 0.001437795458181932
Position 13881: 0.0014021818829864612
Position 14833: 0.00088962907951817
Position 13393: 0.0007096534964240682
Position 13120: 0.0005374552088209607
Position 13327: 0.0002724417725399407
Position 13645: 0.00027239353961970575
Position 13345: 3.693165077746009e-06
Position 2522: 7.84195427456145e-10
Position 2605: 4.879860853119142e-10
Position 2183: 4.4200753635632245e-10
Position 2133: 4.191894066208699e-10
Position 1043: 2.8394751040852363e-10
Position 2268: 2.316257993103888e-10
Position 572: 2.5178276222294937e-12
Position 648: 2.2832835113797425e-12
Position 108: 3.707110628939871e-13
Position 727: 1.360881849309934e-13
Position 435: 7.540907312849683e-14
Position 428: 6.893355006853382e-14
