Gene = Ance-2
index = 20
Annotated 5SS: [ 328 1331 1944]
Annotated 3SS: [ 383 1382 2000]
SMsplice 5SS: [ 281 1331 1944]
SMsplice 3SS: [ 383 1382 2000]
top_k =  100
Partition function (log Z): 1.1281671865094691

Sorted 5' Splice Sites (High to Low Probability):
Position 1331: 0.9958646296315974
Position 1944: 0.8720512991014636
Position 281: 0.8199479647350908
Position 1924: 0.10214935376797954
Position 328: 0.08779383217489045
Position 575: 0.02866161676791252
Position 194: 0.019666807693006192
Position 1190: 0.014363547200586963
Position 2201: 0.012470046969622797
Position 1508: 0.010211762410327199
Position 1533: 0.009769033535047147
Position 1935: 0.009515310525460815
Position 1521: 0.007534302703966019
Position 1709: 0.006811360994291209
Position 2060: 0.005993537434396226
Position 2191: 0.004821366633430898
Position 1722: 0.0024222662218982543
Position 2182: 0.0011984163827636848
Position 47: 0.0009552116368478478
Position 1689: 0.0009390482882624879
Position 72: 0.0006433181600100431
Position 628: 0.0006112764427339776
Position 579: 0.0005930214500613602
Position 272: 0.000397585912162703
Position 285: 0.00035221951843150993
Position 297: 0.000334602344480289
Position 299: 0.0003323808113332599
Position 240: 0.00016924921886647334
Position 322: 0.0001628018593755284
Position 26: 4.5152445975902e-05
Position 80: 3.0184574887043847e-05
Position 86: 2.753238976977587e-05
Position 77: 2.384047736118844e-05
Position 55: 2.3421107871675237e-05
Position 83: 1.0397922142643397e-05
Position 1295: 9.882476664147162e-06
Position 58: 9.242124446423898e-06
Position 290: 4.567220208207143e-06
Position 229: 4.464425408299791e-06
Position 390: 2.5903356088147695e-06
Position 346: 1.924997666310525e-06
Position 242: 1.6987808983227156e-06
Position 309: 8.607630288587639e-07
Position 1149: 5.170303754960417e-07
Position 1839: 4.586397723203153e-07
Position 198: 4.4115215972340086e-07
Position 97: 3.081162202221389e-07
Position 608: 2.773377917269304e-07
Position 860: 2.6394913333341145e-07
Position 138: 2.4603970153909033e-07
Position 1893: 1.5588042072342914e-07
Position 807: 1.4892544151093245e-07
Position 41: 9.745836050382734e-08
Position 184: 1.4537745747587685e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9536163006518518
Position 1382: 0.9067393723355218
Position 383: 0.8647870056085604
Position 1404: 0.07837467160624095
Position 1607: 0.03531815406049658
Position 2025: 0.021122001221160227
Position 1238: 0.017703203722168225
Position 2254: 0.016700955188378372
Position 368: 0.016262293557821116
Position 1136: 0.015451882841018748
Position 1774: 0.0129467944201316
Position 1058: 0.012262687260504713
Position 344: 0.011528392670938184
Position 2118: 0.007761858178245492
Position 1146: 0.006779360453564835
Position 641: 0.006512317933484939
Position 932: 0.0037410364789173044
Position 2084: 0.003309523470486654
Position 2064: 0.0032779459345192185
Position 755: 0.003178180602558125
Position 482: 0.00298048904347233
Position 1731: 0.0023457199106811156
Position 1123: 0.0017201807285185746
Position 2265: 0.001669040400456422
Position 694: 0.001438417394576332
Position 458: 0.0014379636225245454
Position 895: 0.0012871113696334919
Position 773: 0.0011173337456305945
Position 404: 0.001101580272125828
Position 1639: 0.0008738209195090685
Position 497: 0.0008072084179904144
Position 1970: 0.0006226094319515131
Position 97: 0.0006128975283527494
Position 138: 0.0005743529325073456
Position 1408: 0.000410591071964487
Position 416: 0.000284208345357592
Position 2271: 0.00011983439698260288
Position 149: 7.273640788237256e-05
Position 1784: 5.7152922373056085e-05
Position 1661: 1.9705782019178643e-05
Position 83: 4.959155742241675e-06
Position 194: 1.6833476963053052e-06
Position 240: 1.2370016925785544e-06
Position 436: 1.0742051774944795e-06
