Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  100
Partition function (log Z): -15.049102524283882

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.9885208793512117
Position 1378: 0.9369260753895063
Position 1636: 0.5146231265182568
Position 1640: 0.4853468303874967
Position 1344: 0.05994072051818953
Position 424: 0.007772297858639163
Position 434: 0.003686152473061993
Position 1179: 0.0015691989635575948
Position 97: 0.0008947626475119395
Position 1108: 0.0005354908535312354
Position 116: 4.5857296567297384e-05
Position 76: 4.0210156320178044e-05
Position 438: 1.885343137481966e-05
Position 103: 1.8344965472435658e-05
Position 3: 1.1107903011390703e-05
Position 5147: 8.640028075444352e-06
Position 2493: 7.937751452685498e-06
Position 101: 5.583360207075801e-06
Position 66: 2.5629627166066587e-06
Position 609: 1.8734858510661018e-06
Position 94: 1.6742351760244806e-06
Position 170: 1.2487574829130314e-06
Position 208: 7.316817068758125e-07
Position 114: 6.186560826475215e-07
Position 4652: 9.04858594319554e-08
Position 225: 7.956642184446511e-09
Position 855: 4.908675052586147e-09
Position 802: 2.9619486064316573e-09
Position 242: 2.5138696071891715e-09
Position 2742: 1.1496481064631317e-09
Position 442: 3.1101425201709146e-11
Position 458: 2.426770126534117e-11
Position 428: 5.761099286229194e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18859: 0.9998254603101853
Position 1438: 0.9877603183685592
Position 588: 0.45528819465993325
Position 943: 0.18834971660335023
Position 877: 0.15871623198012136
Position 1230: 0.04070676976110073
Position 828: 0.039472989299585384
Position 777: 0.03338182456731334
Position 761: 0.020127649332228555
Position 1303: 0.017632112357273435
Position 1500: 0.01221690491919123
Position 894: 0.010837772687803152
Position 968: 0.010517916684378577
Position 1213: 0.00716745986615784
Position 780: 0.005978576659881296
Position 974: 0.0047285402179818685
Position 654: 0.0034378132747011694
Position 698: 0.002449757799179815
Position 174: 0.0006394069057255027
Position 186: 0.00020542281646747205
Position 1167: 0.0001775674499183137
Position 10416: 0.00016135232616378654
Position 170: 6.64125003923645e-05
Position 262: 6.0047840507058046e-05
Position 135: 2.0715501851794683e-05
Position 192: 1.617389296951091e-05
Position 224: 1.4063392724079406e-05
Position 8882: 1.2688301184160053e-05
Position 5030: 5.051335722831511e-06
Position 4998: 2.8075212783867964e-06
Position 1235: 1.0690673534495751e-06
Position 4912: 1.0115103722123523e-06
Position 1488: 7.025127261071965e-07
Position 5603: 1.3849230663962424e-07
Position 4149: 8.799146933809371e-08
Position 5337: 7.559193981731941e-08
Position 340: 2.069531939419296e-08
Position 216: 1.499831515138692e-08
Position 3816: 1.3206359642779855e-08
Position 495: 1.1275342599629089e-08
Position 334: 1.0523824710787174e-08
Position 2828: 4.185154211587583e-09
Position 1696: 3.946630790902926e-09
Position 2768: 1.9924909725976776e-09
Position 2618: 1.0057334384662934e-09
Position 2439: 8.139501154840664e-10
Position 568: 8.099854410521174e-10
Position 2587: 6.846798409859976e-10
Position 2208: 5.95595845682464e-10
Position 291: 2.9417214724623456e-10
Position 383: 2.340128468211863e-10
Position 66: 1.0866751579693812e-10
