Gene = fs(2)ltoPP43
index = 1709
Annotated 5SS: [ 312 1269 2628]
Annotated 3SS: [ 807 2448 2692]
SMsplice 5SS: [ 312 1269 2628]
SMsplice 3SS: [ 807 2448 2692]
top_k =  100
Partition function (log Z): 5.498251012798834

Sorted 5' Splice Sites (High to Low Probability):
Position 2628: 0.9989895877458853
Position 1269: 0.9845412475504012
Position 312: 0.7330429319066133
Position 735: 0.6530923430311648
Position 554: 0.31501588856774826
Position 2953: 0.035348784845499776
Position 1842: 0.009226115965840326
Position 728: 0.008296849185390375
Position 1282: 0.008125080901905304
Position 340: 0.0049525530028119
Position 1543: 0.0024946630463020063
Position 696: 0.002421632602627764
Position 438: 0.0009520146108868664
Position 287: 0.0008091863355098914
Position 645: 0.000584394514912106
Position 623: 0.00030884353925547924
Position 593: 0.00025379426261478956
Position 2617: 0.00022671953002601058
Position 40: 0.00021835723396116614
Position 2596: 0.00015067456177707524
Position 640: 0.0001236368013466843
Position 364: 0.00010910572074028838
Position 2583: 9.533012326491867e-05
Position 249: 8.909165644404564e-05
Position 515: 5.944639268871306e-05
Position 279: 4.304756563114347e-05
Position 408: 2.9812224196143738e-05
Position 412: 2.4301809226837818e-05
Position 237: 1.8883013694837604e-05
Position 2882: 1.5951920243741364e-05
Position 57: 1.1001773687432953e-05
Position 1423: 1.5758304137276558e-06
Position 225: 1.4781425169712191e-06
Position 28: 1.2690363779253333e-06
Position 1427: 1.179894083602041e-06
Position 77: 5.193915884575033e-07
Position 74: 3.017215443489915e-07
Position 1582: 2.5532682415217213e-07
Position 567: 8.569794821019958e-08
Position 444: 1.5673769261694996e-08
Position 114: 8.907973747899857e-11
Position 117: 8.00207033511433e-11
Position 84: 1.4024572966419489e-11
Position 162: 5.872512785086291e-12
Position 81: 6.23679104318977e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.9997201448258412
Position 807: 0.9940803719801093
Position 2448: 0.9800070799765677
Position 616: 0.29704970333397074
Position 421: 0.16985675147191107
Position 593: 0.11696702394968268
Position 622: 0.08968165053940604
Position 3046: 0.032894799948131104
Position 683: 0.016502356313462124
Position 437: 0.014915346539725224
Position 665: 0.007967048121517873
Position 543: 0.0060935880358937745
Position 1542: 0.005938058047941926
Position 2151: 0.0027157291185427594
Position 2497: 0.002646161278744782
Position 1489: 0.0025317858022965377
Position 1510: 0.002230123854642143
Position 3022: 0.002182600908452791
Position 2174: 0.0018193706418337427
Position 597: 0.0016401784549338254
Position 2044: 0.0015338946348169972
Position 2480: 0.0015186103567697117
Position 600: 0.0014206254528186166
Position 553: 0.0013151478008049898
Position 1729: 0.001291166437957951
Position 1373: 0.0010870319983341975
Position 645: 0.0009510865420782893
Position 1719: 0.0008036009597208703
Position 1976: 0.0006550981960617411
Position 2075: 0.0005384546756620097
Position 842: 0.0005175985538353125
Position 3012: 0.00020358475596844787
Position 111: 0.00017681087948511292
Position 458: 9.180132697794072e-05
Position 3002: 8.379874673814525e-05
Position 479: 3.502911422627652e-05
Position 3009: 6.3520872760184125e-06
Position 2709: 6.344571229477154e-06
Position 920: 6.139251438159691e-07
Position 758: 5.022849528046549e-07
Position 2723: 3.6318056776734805e-07
Position 2655: 2.3933817785589723e-07
Position 2703: 2.3327843812738235e-07
Position 879: 8.90169898879441e-08
Position 128: 7.947811678160813e-10
Position 176: 7.935638569547601e-10
