Gene = NijA
index = 1318
Annotated 5SS: [ 311 1249 1854]
Annotated 3SS: [1172 1461 2150]
SMsplice 5SS: [ 311 1400 1854]
SMsplice 3SS: [1172 1461 2150]
top_k =  100
Partition function (log Z): 0.23361348527009365

Sorted 5' Splice Sites (High to Low Probability):
Position 1854: 0.9705275906000961
Position 1400: 0.6054104308861014
Position 311: 0.6027149562316361
Position 1249: 0.3235767297966868
Position 348: 0.22516296666990887
Position 299: 0.07401622408434098
Position 1381: 0.028563149493219843
Position 176: 0.01248533437160285
Position 1002: 0.006866664151633195
Position 1294: 0.005596908972474606
Position 117: 0.004853164073094801
Position 1590: 0.004217526770875267
Position 1253: 0.004186212801374903
Position 1932: 0.003934436594632305
Position 1868: 0.0034777381216768446
Position 2033: 0.0025462076745476152
Position 1222: 0.0024217386063702414
Position 676: 0.0020892230099264528
Position 2023: 0.001952330404920546
Position 1584: 0.0018892366872984912
Position 2050: 0.001468541639747472
Position 2342: 0.0013090305842244521
Position 986: 0.0012151885898965661
Position 370: 0.0009697935034504865
Position 2066: 0.0008111409056912038
Position 1692: 0.0006030699002125547
Position 2244: 0.0005038012349259421
Position 1889: 0.0004776148998618424
Position 2370: 0.0004121576173582869
Position 2351: 0.0003183818517371941
Position 1947: 0.0002838354848388692
Position 849: 0.00019831635993846028
Position 100: 0.00015619570113411724
Position 972: 0.00012256112984498338
Position 1540: 0.00011500700809773456
Position 2271: 8.639777376199917e-05
Position 2313: 6.701293690088564e-05
Position 2277: 3.372101398153197e-05
Position 2268: 3.16058317723979e-05
Position 321: 1.1087273331711225e-06
Position 469: 5.239800735123222e-08
Position 436: 4.8521072874361206e-08
Position 560: 2.558828827547279e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2150: 0.9964989139565638
Position 1461: 0.980720593250848
Position 1172: 0.6792505379031094
Position 1063: 0.1093841759397332
Position 702: 0.10297798637814318
Position 1509: 0.003449676771468227
Position 947: 0.002995448753799778
Position 1922: 0.0028745886752888847
Position 1017: 0.0026318797704729877
Position 443: 0.0021310393642988345
Position 745: 0.001848016067678237
Position 771: 0.0015518235517443123
Position 2398: 0.0011081974971538261
Position 546: 0.0010455549140289822
Position 2439: 0.0009509495317561664
Position 2363: 0.0006835626622507698
Position 1899: 0.0006235702854936136
Position 513: 0.0006186704767392115
Position 1434: 0.0006011470847356384
Position 824: 0.0005769588023490335
Position 393: 0.0005743447711919606
Position 1068: 0.0004991854177003292
Position 930: 0.00040489574974127824
Position 2083: 0.0003767091859616731
Position 576: 0.0002609946368347144
Position 2053: 0.0002228875896244627
Position 1973: 0.00018500024298289037
Position 972: 0.00017653439065443672
Position 2386: 0.00016339943244456182
Position 653: 0.00011079254210793899
Position 1192: 8.946198602592809e-05
Position 983: 8.588162156907622e-05
