Gene = CarT
index = 1054
Annotated 5SS: [ 123  406  800 1207 1854 2315]
Annotated 3SS: [ 180  616  947 1261 1915 2389]
SMsplice 5SS: [ 545  851 1207 1854 2315]
SMsplice 3SS: [ 616  947 1261 1915 2389]
top_k =  100
Partition function (log Z): 1.5044459869648397

Sorted 5' Splice Sites (High to Low Probability):
Position 2315: 0.9922958804040934
Position 1854: 0.9113828478854864
Position 545: 0.7298436647343381
Position 1207: 0.682441494140913
Position 851: 0.62784351988289
Position 406: 0.4017097561584108
Position 133: 0.20857732324913547
Position 1161: 0.15410763376870154
Position 117: 0.14157723398581654
Position 791: 0.053813551097978925
Position 2686: 0.04234920605320563
Position 123: 0.02866042523921521
Position 1211: 0.02553139207988276
Position 800: 0.016788256411428108
Position 2927: 0.006970501188465858
Position 2960: 0.005875481215942984
Position 479: 0.0027221274718700833
Position 2524: 0.0026287596680788046
Position 760: 0.0024359002111938853
Position 2911: 0.0020061539229576904
Position 510: 0.002000289495860595
Position 842: 0.0019196214413177634
Position 501: 0.0018719806956844142
Position 1858: 0.0013541194273197952
Position 2554: 0.0013047236539646687
Position 465: 0.001192460831150445
Position 2669: 0.001149080807745158
Position 781: 0.0009096308406009477
Position 290: 0.0008306690526996847
Position 742: 0.0008003337511297412
Position 410: 0.0006692186340364565
Position 498: 0.0006116698377372651
Position 773: 0.0004912435883459426
Position 2296: 0.00046858352461841144
Position 247: 0.0003641040307203308
Position 2645: 0.0002392600979367987
Position 143: 9.004832040939748e-05
Position 32: 4.339586988552682e-05
Position 2058: 1.637539039220092e-05
Position 450: 4.729143148006333e-06
Position 284: 3.8577523921566834e-07
Position 14: 3.343166437216936e-07
Position 279: 2.3317278577311715e-07
Position 1375: 1.5231953709926164e-07
Position 303: 2.6465143469225874e-08
Position 294: 1.3937524391707638e-08
Position 336: 3.0314856032239336e-09
Position 168: 1.004462133976088e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9953839639400935
Position 1261: 0.8749892018421361
Position 947: 0.8702003564252451
Position 1915: 0.8634904198747286
Position 616: 0.786673175543307
Position 180: 0.3704006098079572
Position 478: 0.15533594724501928
Position 3057: 0.031087865727879752
Position 2057: 0.023969890973340863
Position 2760: 0.019555783004939778
Position 639: 0.01803593947779442
Position 2904: 0.009383241363686025
Position 2086: 0.00874771981166426
Position 2243: 0.006496254847455715
Position 1900: 0.006021113750978661
Position 183: 0.004147299859576988
Position 673: 0.0032719814426768
Position 303: 0.002973899483610987
Position 3022: 0.00242816967017698
Position 160: 0.000812411287108858
Position 3060: 0.0007666983586730703
Position 2831: 0.0007100756107912422
Position 375: 0.0004400747255467035
Position 454: 0.00023850913429756398
Position 484: 0.00016340076950617792
Position 419: 0.00015103061918504392
Position 240: 1.2901321697315092e-05
Position 237: 4.105118338605375e-06
Position 372: 8.831776803639021e-07
Position 399: 5.434785311731584e-07
Position 351: 3.2843790623671444e-07
Position 80: 9.254204465045288e-11
